state,election_date,jurisdiction,county_name,precinct_id,precinct_name,name,address
AR,2014-11-04,county,Ashley,06,06 - West Crossett Rural,Magnolia Baptist Church (WC Rural),"822 Marias Saline, Crossett 71635"
AR,2014-11-04,county,Ashley,07,07 - VO - Tech,U A M College (Votech),"1326 Hwy 52 W, Crossett 71635"
AR,2014-11-04,county,Ashley,08,08 - Cooter,Beulah Land Church (Cooter),"1401 Hancock Road, Crossett 71635"
AR,2014-11-04,county,Ashley,09,09 - Hickory Grove,South Main Baptist Church (Hickory Grove),"2801 S Main, Crossett 71635"
AR,2014-11-04,county,Ashley,10,10 - Cross Roads,Community Building (Crossroads),"2252 Hwy 133 N, Hamburg 71646"
AR,2014-11-04,county,Ashley,11,11 - Hamburg Ward 3,First United Methodist Church (HW3),"202 South Main, Hamburg 71646"
AR,2014-11-04,county,Ashley,12,12 - Hamburg Ward 2,First United Methodist Church (HW2),"202 South Main Street, Hamburg 71646"
AR,2014-11-04,county,Ashley,13,13 - Hamburg Ward 1,First United Methodist Church (HW1),"202 South Main Street, Hamburg 71646"
AR,2014-11-04,county,Ashley,14,14 - Hamburg Rural,"Court House Annex (Ham R, B C, Mist)","205 East Jefferson, Hamburg 71646"
AR,2014-11-04,county,Ashley,15,15 - Mt. Zion,Mt Zion Church (Mt. Zion),"1371 Ashley 25, Hamburg 71646"
AR,2014-11-04,county,Ashley,16,16 - Milo,Mt Pleasant Freewill Church (Milo),"310 Ashley 95, Hamburg 71646"
AR,2014-11-04,county,Ashley,17,17 - Beech Creek,"Court House Annex (Ham R, B C, Mist)","205 East Jefferson, Hamburg 71646"
AR,2014-11-04,county,Ashley,18,18 - Mist,"Court House Annex (Ham R, B C, Mist)","205 East Jefferson, Hamburg 71646"
AR,2014-11-04,county,Ashley,19,19 - Fountain Hill City,Ftn Hill Baptist Church (Fountain Hill),"301 South Mulberry, Fountain Hill 71642"
AR,2014-11-04,county,Ashley,20,20 - Fountain Hill Rural,Ftn Hill Baptist Church (Fountain Hill),"301 South Mulberry, Fountain Hill 71642"
AR,2014-11-04,county,Ashley,21,21 - Portland City,Portland Community Center (Portland),"102 Ash, Portland 71663"
AR,2014-11-04,county,Ashley,22,22 - Portland Rural,Portland Community Center (Portland),"102 Ash, Portland 71663"
AR,2014-11-04,county,Ashley,23,23 - Boydell,"Montrose City Hall (Boy, Mon, Sny, Tra)","305 East 2nd Street, Montrose 71658"
AR,2014-11-04,county,Ashley,24,24 - Snyder / Trafalgar,"Montrose City Hall (Boy, Mon, Sny, Tra)","305 East 2nd Street, Montrose 71658"
AR,2014-11-04,county,Ashley,25,25 - Montrose City,"Montrose City Hall (Boy, Mon, Sny, Tra)","305 East 2nd Street, Montrose 71658"
AR,2014-11-04,county,Ashley,26,26 - Montrose Rural,"Montrose City Hall (Boy, Mon, Sny, Tra)","305 East 2nd Street, Montrose 71658"
AR,2014-11-04,county,Ashley,27,27 - Parkdale City,Parkdale City Hall (Parkdale),"PO Box 145, 106 South Main, Parkdale 71661"
AR,2014-11-04,county,Ashley,28,28 - Parkdale Rural,Parkdale City Hall (Parkdale),"PO Box 145, 106 South Main, Parkdale 71661"
AR,2014-11-04,county,Ashley,29,29 - Wilmot City,Wilmot Fire Station (Wilmot),"2804 Hwy 165 S, Wilmot 71676"
AR,2014-11-04,county,Ashley,30,30 - Wilmot Rural,Wilmot Fire Station (Wilmot),"2804 Hwy 165 S, Wilmot 71676"
AR,2014-11-04,county,Baxter,01-1,01-1,Midway Firestation 1-1,
AR,2014-11-04,county,Baxter,01-2,01-2,Lakeview Civic Center 1-2,
AR,2014-11-04,county,Baxter,01-3,01-3,Lakeview Civic Center 1-3,
AR,2014-11-04,county,Baxter,02-1,02-1,Clarkridge Firestation 2-1,
AR,2014-11-04,county,Baxter,02-2,02-2,St Andrew's Episcopal Church 2-2,
AR,2014-11-04,county,Baxter,02-3,02-3,Three Brothers Community Church 2-3,
AR,2014-11-04,county,Baxter,03-1,03-1,Gamaliel Firestation 3-1,
AR,2014-11-04,county,Baxter,03-2,03-2,Henderson Firestation 3-2,
AR,2014-11-04,county,Baxter,03-3,03-3,Northeast Lakeside Firestation 3-3,
AR,2014-11-04,county,Baxter,03-4,03-4,Handcove Firestation 3-4,
AR,2014-11-04,county,Baxter,04-1,04-1,College & North Church of Christ 4-1,
AR,2014-11-04,county,Baxter,04-2,04-2,College & North Church of Christ 4-2,
AR,2014-11-04,county,Baxter,05-1,05-1,Eastside Baptist Church 5-1,
AR,2014-11-04,county,Baxter,05-2,05-2,Eastside Baptist Church 5-2,
AR,2014-11-04,county,Baxter,06-1,06-1,St Andrew's Episcopal Church 6-1,
AR,2014-11-04,county,Baxter,06-2,06-2,St Andrew's Episcopal Church 6-2,
AR,2014-11-04,county,Baxter,07-1,07-1,07-1.01 L.c. Sammons Youth Center,
AR,2014-11-04,county,Baxter,07-2,07-2,07-2.01 L.c. Sammons Youth Center,
AR,2014-11-04,county,Baxter,08-1,08-1,Fairgrounds 8-1,
AR,2014-11-04,county,Baxter,08-2,08-2,Tracy Area Firestation 8-2,
AR,2014-11-04,county,Baxter,08-3,08-3,Gassville Community Center 8-3,
AR,2014-11-04,county,Baxter,08-4,08-4,Fairgrounds 8-4,
AR,2014-11-04,county,Baxter,09-1,09-1,Northeast Lakeside Firestation 9-1,
AR,2014-11-04,county,Baxter,09-2,09-2,Tracy Area Firestation 9-2,
AR,2014-11-04,county,Baxter,09-3,09-3,Tracy Area Firestation 9-3,
AR,2014-11-04,county,Baxter,09-4,09-4,Salesville City Hall 9-4,
AR,2014-11-04,county,Baxter,10-1,10-1,Cotter City Hall 10-1,
AR,2014-11-04,county,Baxter,10-2,10-2,Gassville Community Center 10-2,
AR,2014-11-04,county,Baxter,10-3,10-3,Gassville Community Center 10-3,
AR,2014-11-04,county,Baxter,11-1,11-1,Norfork Community Center 11-1,
AR,2014-11-04,county,Baxter,11-2,11-2,Buford Community Center 11-2,
AR,2014-11-04,county,Baxter,11-3,11-3,Norfork Community Center 11-3,
AR,2014-11-04,county,Baxter,11-4,11-4,Lonerock Baptist Church 11-4,
AR,2014-11-04,county,Baxter,11-5,11-5,Lonerock Baptist Church 11-5,
AR,2014-11-04,county,Baxter,11-6,11-6,Big Flat City Hall 11-6,
AR,2014-11-04,county,Baxter,11-7,11-7,Big Flat City Hall 11-7,
AR,2014-11-04,county,Baxter,11-8,11-8,Salesville Community Center 11-8,
AR,2014-11-04,county,Baxter,11-9,11-9,Jordan First Baptist Church 11-9,
AR,2014-11-04,county,Baxter,05-3,05-3,Eastside Baptist Church 5-3,
AR,2014-11-04,county,Baxter,05-4,05-4,Eastside Baptist Church 5-4,
AR,2014-11-04,county,Baxter,06-3,06-3,Midway Fire Station 6-3,
AR,2014-11-04,county,Baxter,07-3,07-3,07-3.01 L.c. Sammons Youth Center,
AR,2014-11-04,county,Baxter,08-5,08-5,Fairgrounds 8-5,
AR,2014-11-04,county,Benton,17,Precinct 17,P 17 Logan Community Building,"15249 Logan Rd, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,18,Precinct 18,P 18 Cave Springs Community Building,"117 S Main St, Cave Springs 72718"
AR,2014-11-04,county,Benton,19,Precinct 19,P 19 Highfill Town Hall,"15036 W AR Hwy 12, Gentry 72734"
AR,2014-11-04,county,Benton,20,Precinct 20,P 20 Vaughn Presbyterian Church,"7915 SW Regional Airport Blvd, Bentonville 72712"
AR,2014-11-04,county,Benton,21,Precinct 21,"P 21 St Bernard's Catholic Church, Parish Hall","1 St Bernard Ln, Bella Vista 72715"
AR,2014-11-04,county,Benton,22,Precinct 22,P 22 Centerton Fire House,"755 W Centerton Blvd, Centerton 72719"
AR,2014-11-04,county,Benton,23,Precinct 23,P 23 Hiwasse Fire Station Community Building,"13690 Firehouse Ln, Hiwasse 72739"
AR,2014-11-04,county,Benton,24,Precinct 24,P 24 Highlands Church,"371 Glasgow Rd, Bella Vista 72714"
AR,2014-11-04,county,Benton,25,Precinct 25,P 25 Presbyterian Church of Bella Vista,"1880 Forest Hills Blvd, Bella Vista 72715"
AR,2014-11-04,county,Benton,26,Precinct 26,P 26 Bella Vista First United Methodist Church,"20 Boyce Dr, Bella Vista 72714"
AR,2014-11-04,county,Benton,27,Precinct 27,P 27 Bella Vista Christian Church,"103 Riordan Rd, Bella Vista 72714"
AR,2014-11-04,county,Benton,28,Precinct 28,P 28 Bella Vista Baptist Church,"50 E Lancashire Blvd, Bella Vista 72714"
AR,2014-11-04,county,Benton,29,Precinct 29,P 29 St Theodore's Episcopal Church,"1001 Kingsland Rd, Bella Vista 72714"
AR,2014-11-04,county,Benton,30,Precinct 30,P 30 & 63 Metfield Clubhouse,"3 Euston Rd, Bella Vista"
AR,2014-11-04,county,Benton,31,Precinct 31,P 31 Bella Vista Church of Christ,"989 W McNelly Rd, Bentonville 72712"
AR,2014-11-04,county,Benton,32,Precinct 32,P 32 Bentonville First Presbyterian Church,"901 NE J St, Bentonville 72712"
AR,2014-11-04,county,Benton,33,Precinct 33,P 33 First Baptist Church of Pea Ridge,"1650 Slack Street, Pea Ridge 72751"
AR,2014-11-04,county,Benton,34,Precinct 34,P 34 & 64 Bentonville Church of Christ,"Activity Center, 811 N Walton Blvd, Bentonville 72712"
AR,2014-11-04,county,Benton,35,Precinct 35,P 35 Cornerstone Assembly of God,"4055 N 2nd St, Rogers 72756"
AR,2014-11-04,county,Benton,36,Precinct 36,P 36 First Assembly of God Church,"2202 S Walton Blvd, Bentonville 72712"
AR,2014-11-04,county,Benton,37,Precinct 37,P 37 Bentonville Parks & Recreation,"215 SW A St, Bentonville 72712"
AR,2014-11-04,county,Benton,38,Precinct 38,P 38 The Meadows,"2300 SE 28th St, Bentonville 72712"
AR,2014-11-04,county,Benton,39,Precinct 39,P 39 Oakley Chapel United Methodist Church,"203 Promenade Blvd, Rogers 72756"
AR,2014-11-04,county,Benton,40,Precinct 40,P 40 Central United Methodist Church,"2535 W New Hope Rd, Rogers 72758"
AR,2014-11-04,county,Benton,41,Precinct 41,P 41 Little Flock City Hall,"1500 Little Flock Dr, Rogers 72756"
AR,2014-11-04,county,Benton,42,Precinct 42,P 42 Grace Lutheran Church,"415 N 6th Pl, Lowell 72745"
AR,2014-11-04,county,Benton,43,Precinct 43,P 43 Rogers First Church of the Nazarene,"4911 W Pleasant Grove Rd, Rogers 72758"
AR,2014-11-04,county,Benton,44,Precinct 44,"P 44 Holy Trinity Lutheran Church, Rogers","1101 W Hudson Rd, Rogers 72756"
AR,2014-11-04,county,Benton,45,Precinct 45,P 45 Bland Chapel (Rocky Branch),"8530 Twin Coves Rd, Rogers 72756"
AR,2014-11-04,county,Benton,47,Precinct 47,P 47 Charity Baptist Church,"2901 W Olive St, Rogers"
AR,2014-11-04,county,Benton,48,Precinct 48,P 48 Moose Lodge,"215 W Apple Blossom, Bethel Heights 72762"
AR,2014-11-04,county,Benton,49,Precinct 49,P 49 Lowell First Baptist Church,"409 Johnson St, Lowell 72745"
AR,2014-11-04,county,Benton,50,Precinct 50,P 50 Centro Cristiano Assemblies of God Church,"2121 S 1st St, Rogers"
AR,2014-11-04,county,Benton,52,Precinct 52,P 52 First United Pentecostal Church,"2200 S 13th St, Rogers 72758"
AR,2014-11-04,county,Benton,53,Precinct 53,P 53 Rogers First United Methodist Church,"307 W Elm St, Rogers 72756"
AR,2014-11-04,county,Benton,54,Precinct 54,P 54 First Christian Church of Rogers,"905 S 13th St, Rogers 72758"
AR,2014-11-04,county,Benton,55,Precinct 55,P 55 Southside Church of Christ,"919 S Dixieland Rd, Rogers 72756"
AR,2014-11-04,county,Benton,56,Precinct 56,P 56 Rogers Christian Church,"2421 W Oak St, Rogers 72756"
AR,2014-11-04,county,Benton,57,Precinct 57,P 57 Hickory Creek Fire Station,"15645 E Hwy 264, Lowell 72745"
AR,2014-11-04,county,Benton,46,Precinct 46,P 46 Colonial Baptist Church,"1599 W Olive St, Rogers 72756"
AR,2014-11-04,county,Benton,01,Precinct 01,P 01 Gravette Civic Center,"401 Charlotte St SE, Gravette 72736"
AR,2014-11-04,county,Benton,02,Precinct 02,P 02 Sulphur Springs Community Bldg,"456 White Ave, Sulphur Spgs 72768"
AR,2014-11-04,county,Benton,03,Precinct 03,P 03 Monte NE Baptist Church,"1610 Monte Ne Rd, Rogers 72758"
AR,2014-11-04,county,Benton,04,Precinct 04,P 04 Decatur Municipal Building,"310 Maple Street, Decatur 72722"
AR,2014-11-04,county,Benton,05,Precinct 05,P 05 Prairie Creek Assoc. Comm. Center,"14432 E Hwy 12, Rogers 72757"
AR,2014-11-04,county,Benton,06,Precinct 06,P 06 Gentry Methodist Church,"102 W 1st St, Gentry 72734"
AR,2014-11-04,county,Benton,07,Precinct 07,P 07 Total Life Community Center,"13710 S Hwy 59, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,08,Precinct 08,P 08 First Christian Church of Siloam Spgs,"1405 W Jefferson St, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,09,Precinct 09,P 09 Siloam Springs Community Bldg,"110 N Mt Olive St, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,10,Precinct 10,P 10 Heritage Missionary Baptist Church,"2309 S Carl St, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,11,Precinct 11,"P 11 St Mary's Catholic Church, Parish Hall","1998 Hwy 412, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,12,Precinct 12,P 12 Avoca Town Hall,"222 N Old Wire Rd, Avoca 72711"
AR,2014-11-04,county,Benton,13,Precinct 13,P 13 Lost Bridge Village Community Building,"12477 Lodge Dr, Garfield 72732"
AR,2014-11-04,county,Benton,14,Precinct 14,P 14 Garfield First Baptist Church,"17784 Marshall St (Hwy 62), Garfield 72732"
AR,2014-11-04,county,Benton,15,Precinct 15,P 15 Springtown Church of Christ,"11905 Springtown Rd, Springtown 72767"
AR,2014-11-04,county,Benton,16,Precinct 16,P 16 Robinson Community Building,"16903 School House Rd, Siloam Spgs 72761"
AR,2014-11-04,county,Benton,58,Precinct 58,P 58 Pea Ridge Church of Chirst,"932 N Curtis, Pea Ridge"
AR,2014-11-04,county,Benton,59,Precinct 59,P 59 Word of Life Fellowship,"808 SW 14th St, Bentonville 72712"
AR,2014-11-04,county,Benton,60,Precinct 60,P 60 Christian Life Center,"301 Commercial St, Centerton 72719"
AR,2014-11-04,county,Benton,61,Precinct 61,P 61 & 72 Living Waters Church,"424 Main St, Centerton 72719"
AR,2014-11-04,county,Benton,62,Precinct 62,P 62 Nwacc - Shewmaker Center,"1000 SE Eagles Way, Bentonville 72712"
AR,2014-11-04,county,Benton,63,Precinct 63,P 30 & 63 Metfield Clubhouse,"3 Euston Rd, Bella Vista"
AR,2014-11-04,county,Benton,64,Precinct 64,P 34 & 64 Bentonville Church of Christ,"Activity Center, 811 N Walton Blvd, Bentonville 72712"
AR,2014-11-04,county,Benton,65,Precinct 65,P 65 United Lutheran Church,"100 Cooper Rd, Bella Vista"
AR,2014-11-04,county,Benton,66,Precinct 66,P 66 Riordan Hall,"3 Riordan Rd, Bella Vista"
AR,2014-11-04,county,Benton,67,Precinct 67,P 67 Bethel Heights City Hall,"530 Sunrise Dr, Bethel Heights"
AR,2014-11-04,county,Benton,68,Precinct 68,P 68 First Landmark Missionary Baptist Church,"206 SE 28th St, Bentonville 72712"
AR,2014-11-04,county,Benton,69,Precinct 69,P 69 Hope Church of Nwa,"1700 Moberly Ln, Bentonville 72712"
AR,2014-11-04,county,Benton,70,Precinct 70,P 70 Lakeview Baptist Church,"1351 E Lowell Ave, Cave Springs 72718"
AR,2014-11-04,county,Benton,71,Precinct 71,P 71 Trinity Grace Church,"5891 Bellview Rd, Rogers"
AR,2014-11-04,county,Benton,72,Precinct 72,P 61 & 72 Living Waters Church,"424 Main St, Centerton 72719"
AR,2014-11-04,county,Benton,73,Precinct 73,P 73 Gateway Town Hall,"19812 Hwy 62, Gateway 72733"
AR,2014-11-04,county,Benton,51,Precinct 51,P 51 War Eagle Mill,"11045 War Eagle Rd, Hindsville 72738"
AR,2014-11-04,county,Boone,01,District 1,First United Methodist Church,"1100 West Bower, Harrison 72601"
AR,2014-11-04,county,Boone,02,District 2,First United Methodist Church,"1100 West Bower, Harrison 72601"
AR,2014-11-04,county,Boone,03,District 3,First United Methodist Church,"1100 West Bower, Harrison 72601"
AR,2014-11-04,county,Boone,04,District 4,First United Methodist Church,"1100 West Bower, Harrison 72601"
AR,2014-11-04,county,Boone,05,District 5,First United Methodist Church,"1100 West Bower, Harrison 72601"
AR,2014-11-04,county,Boone,05,District 5,Bellefonte City Hall,"3221 Hwy 65 South, Harrison 72601"
AR,2014-11-04,county,Boone,06,District 6,Cottonwood Fire Department,5386 Cottonwood Road
AR,2014-11-04,county,Boone,06,District 6,Bergman City Hall,"272 Main Street East, Bergman"
AR,2014-11-04,county,Boone,07,District 7,Olvey Christian Church,"9436 Hwy 62 E, Harrison 72601"
AR,2014-11-04,county,Boone,07,District 7,Valley Springs City Hall,"8141 Elm Road, Valley Springs 72682"
AR,2014-11-04,county,Boone,08,District 8,Hilltop Fire Station,"10911 Hwy 43 S, Harrison 72601"
AR,2014-11-04,county,Boone,08,District 8,Faith Assembly Of God Church,"112 Valley View Church Road, Harrison 72601"
AR,2014-11-04,county,Boone,09,District 9,Capps Community Center,"Willow Lane off Estes Road, Off Old Capps Road, Harrison 72601"
AR,2014-11-04,county,Boone,09,District 9,Alpena City Hall,107 Hwy 62 East
AR,2014-11-04,county,Boone,10,District 10,Omaha City Hall,"23713 Old Hwy 65 North, Omaha"
AR,2014-11-04,county,Boone,10,District 10,Burlington Baptist Church,"15620 Denver Road, Omaha 72662"
AR,2014-11-04,county,Boone,11,District 11,Lead Hill 1st Baptist Church,"E Hwy 14, Lead Hill 72644"
AR,2014-11-04,county,Boone,12,Diamond City (12),Diamond City City Hall,"232 West Grand Ave., Diamond City"
AR,2014-11-04,county,Bradley,01,01 - Warren Ward 1,Warren Housing Authority,"1 Kings Square West, Warren 71671"
AR,2014-11-04,county,Bradley,02,02 - Warren Ward 2,Warren Ymca- Warren Ward 2,"207 N Main, Warren 71671"
AR,2014-11-04,county,Bradley,03,03 - Warren Ward 3,Warren Ymca - Warren Ward 3,"207 N Main, Warren 71671"
AR,2014-11-04,county,Bradley,04,04 - North,Warren Ymca - North,"207 N Main, Warren 71671"
AR,2014-11-04,county,Bradley,05,05 - South,Warren Ymca - South,"207 N Main, Warren 71671"
AR,2014-11-04,county,Bradley,06,06 - Banks City,Banks Community Room - City,"218 North Pine Street, Banks 71631"
AR,2014-11-04,county,Bradley,07,07 - Banks Rural,Banks Community Room - Rural,"218 North Pine Street, Banks 71631"
AR,2014-11-04,county,Bradley,08,08 - Springhill,Landmark Missionary Baptist Church,"165 Bradley 5 N, Gravel Ridge, Hermitage 71647"
AR,2014-11-04,county,Bradley,09,09 - Hermitage City,Herm. Bapt. Fellowship Hall - City,"405 East Grand Street, Hermitage 71647"
AR,2014-11-04,county,Bradley,10,10 - Hermitage Rural,Herm. Bapt. Fellowship Hall - Rural,"405 East Grand Street, Hermitage 71647"
AR,2014-11-04,county,Bradley,11,11 - Eagle Lake,Eagle Lake Baptist Church,"1116 Bradley 2 East, Hermitage 71647"
AR,2014-11-04,county,Bradley,12,12 - Jersey,Shady Grove Baptist Church,"2241 Bradley 1 North, Banks 71631"
AR,2014-11-04,county,Bradley,13,13 - Johnsville,Johnsville Country Store,"3508 Hwy 160 East, Johnsville 71647"
AR,2014-11-04,county,Bradley,14,14 - Marion,Martin Chapel Methodist Church,"1102 Hwy 8 South, Hermitage 71647"
AR,2014-11-04,county,Calhoun,100,Thornton Rural,Thornton Fire Station,Thornton
AR,2014-11-04,county,Calhoun,200,Chambersville,Chambersville Fire Dept,Chambersville
AR,2014-11-04,county,Calhoun,201,Chambersville West,Thornton Fire Station,Thornton
AR,2014-11-04,county,Calhoun,110,Thornton City,Thornton Fire Station,Thornton
AR,2014-11-04,county,Calhoun,702,Dr. Rhine Park,Thornton Fire Station,Thornton
AR,2014-11-04,county,Calhoun,701,Locust North,Locust Bayou Fire Dept,Locust Bayou
AR,2014-11-04,county,Calhoun,700,Woodberry,Woodberry Community Building,Woodberry
AR,2014-11-04,county,Calhoun,320,Tinsman Watson,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,301,Tinsman West,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,310,Tinsman City,Tinsman 1st Baptist Church,
AR,2014-11-04,county,Calhoun,300,Tinsman Rural,Tinsman 1st Baptist Church,
AR,2014-11-04,county,Calhoun,900,Hampton South Rural,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,810,Hampton City,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,910,Hampton South City,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,800,Hampton Rural,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,400,Harrell Rural 8,Harrell Methodist Church,Harrell
AR,2014-11-04,county,Calhoun,401,Harrell Rural 7,Harrell Methodist Church,Harrell
AR,2014-11-04,county,Calhoun,410,Harrell City,Harrell Methodist Church,Harrell
AR,2014-11-04,county,Calhoun,500,Champagnolle,Calhoun County Fair Building,Hampton
AR,2014-11-04,county,Calhoun,600,Locust,Locust Bayou Fire Dept,Locust Bayou
AR,2014-11-04,county,Carroll,001,Berryville Ward 1,Berryville Community Center - Berryville Ward 1,
AR,2014-11-04,county,Carroll,002,Berryville Ward 2,Berryville Community Center - Berryville Ward 2,
AR,2014-11-04,county,Carroll,003,Northeast Prairie,Berryville Community Ctr - NE/SE Prairie & Cabanal,
AR,2014-11-04,county,Carroll,004,NW & SW Prairie,Berryville Community Center - NW/SW Prairie,
AR,2014-11-04,county,Carroll,005,Southeast Prairie,Berryville Community Ctr - NE/SE Prairie & Cabanal,
AR,2014-11-04,county,Carroll,006,Eureka Springs Ward 1,"St. Elizabeth Parish Center - ES Wards 1, 2, 3",
AR,2014-11-04,county,Carroll,007,Eureka Springs Ward 2,"St. Elizabeth Parish Center - ES Wards 1, 2, 3",
AR,2014-11-04,county,Carroll,008,Eureka Springs Ward 3,"St. Elizabeth Parish Center - ES Wards 1, 2, 3",
AR,2014-11-04,county,Carroll,009,Johnson Springs,St. Elizabeths - Johnson Springs JP Dist 3,
AR,2014-11-04,county,Carroll,009,Johnson Springs,"St. Elizabeths - Johnson Springs, JP Dist 2",
AR,2014-11-04,county,Carroll,010,Green Forest Ward 1,Green Forest United Methodist Church - GF Ward 1,"903 East Main, Po Box 770, Green Forest 72638"
AR,2014-11-04,county,Carroll,011,Green Forest Ward 2,Green Forest United Methodist Church - GF Ward 2,
AR,2014-11-04,county,Carroll,012,Northeast Hickory,Gfum - NE/NW Hickory,
AR,2014-11-04,county,Carroll,013,Northwest Hickory,Gfum - NE/NW Hickory,
AR,2014-11-04,county,Carroll,014,SW & SE Hickory,Gfum - SE/SW Hickory,
AR,2014-11-04,county,Carroll,015,Beaver,Beaver Fire Station,"900 Squire Beaver Rd, Beaver 72613"
AR,2014-11-04,county,Carroll,016,Cabanal,Berryville Community Ctr - NE/SE Prairie & Cabanal,
AR,2014-11-04,county,Carroll,017,Carrollton,Carrollton Lodge,"2842 CR 912, Alpena 72611"
AR,2014-11-04,county,Carroll,018,Coin,Gfum - Coin / Long Creek,
AR,2014-11-04,county,Carroll,019,Dry Fork,Shiloh United Methodist Church,"5 Cr 943, Berryville 72616"
AR,2014-11-04,county,Carroll,020,Holiday Island,Holiday Island Country Club,"#1 Country Club Drive, Holiday Island 72631"
AR,2014-11-04,county,Carroll,021,Kings River,Berryville Community Center - Kings River,
AR,2014-11-04,county,Carroll,022,Liberty,Rule Community Center,"4350 CR 717, Green Forest 72638"
AR,2014-11-04,county,Carroll,023,Long Creek,Gfum - Coin / Long Creek,
AR,2014-11-04,county,Carroll,024,North Yocum,Blue Eye Baptist Church,"14600 Hwy 21N, Green Forest 72638"
AR,2014-11-04,county,Carroll,024,North Yocum,Blue Eye Baptist Church - Oak Grove Municipal,
