election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes
2016-11-08,WI,Adams,Adams | TOWN OF DELL PRAIRIE,county_municipality,3,TOWN OF DELL PRAIRIE - Ward 3,,,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISC DELLS, WI 53965-8981",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF DELL PRAIRIE,county_municipality,1,TOWN OF DELL PRAIRIE - Ward 1,,,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISC DELLS, WI 53965-8981",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF EASTON,county_municipality,2,TOWN OF EASTON - Ward 2,,,EASTON TOWN HALL,"1163 COUNTY ROAD A, ADAMS, WI 53910-9784",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF EASTON,county_municipality,1,TOWN OF EASTON - Ward 1,,,EASTON TOWN HALL,"1163 COUNTY ROAD A, ADAMS, WI 53910-9784",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF JACKSON,county_municipality,2,TOWN OF JACKSON - Ward 2,,,JACKSON TOWN HALL,"398 STATE ROAD 82, OXFORD, WI 53952",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF JACKSON,county_municipality,1,TOWN OF JACKSON - Ward 1,,,JACKSON TOWN HALL,"398 STATE ROAD 82, OXFORD, WI 53952",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF LEOLA,county_municipality,1,TOWN OF LEOLA - Ward 1,,,PONDEROSA PINES,"287 STATE ROAD 73, PLAINFIELD, WI 54966",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF LINCOLN,county_municipality,1,TOWN OF LINCOLN - Ward 1,,,LINCOLN TOWN HALL,"2181 COUNTY ROAD G, GRAND MARSH, WI 53936-9641",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF MONROE,county_municipality,1,TOWN OF MONROE - Ward 1,,,MONROE TOWN HALL,"981 COUNTY ROAD Z, ARKDALE, WI 54613-7701",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF NEW CHESTER,county_municipality,2,TOWN OF NEW CHESTER - Ward 2,,,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF NEW CHESTER,county_municipality,3,TOWN OF NEW CHESTER - Ward 3,,,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF NEW CHESTER,county_municipality,1,TOWN OF NEW CHESTER - Ward 1,,,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF NEW HAVEN,county_municipality,1,TOWN OF NEW HAVEN - Ward 1,,,NEW HAVEN TOWN HALL,"330 GOLDEN CT, WISC DELLS, WI 53965-8616",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF PRESTON,county_municipality,2,TOWN OF PRESTON - Ward 2,,,PRESTON TOWN HALL,"1801 11TH AVE, FRIENDSHIP, WI 53934",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF PRESTON,county_municipality,1,TOWN OF PRESTON - Ward 1,,,PRESTON TOWN HALL,"1801 11TH AVE, FRIENDSHIP, WI 53934",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF QUINCY,county_municipality,2,TOWN OF QUINCY - Ward 2,,,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF QUINCY,county_municipality,3,TOWN OF QUINCY - Ward 3,,,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF QUINCY,county_municipality,1,TOWN OF QUINCY - Ward 1,,,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF RICHFIELD,county_municipality,1,TOWN OF RICHFIELD - Ward 1,,,RICHFIELD TOWN HALL,"1602 COUNTY ROAD G, COLOMA, WI 54930",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF ROME,county_municipality,3,TOWN OF ROME - Ward 3,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF ROME,county_municipality,5,TOWN OF ROME - Ward 5,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF ROME,county_municipality,1,TOWN OF ROME - Ward 1,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF ROME,county_municipality,4,TOWN OF ROME - Ward 4,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF ROME,county_municipality,2,TOWN OF ROME - Ward 2,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF SPRINGVILLE,county_municipality,2,TOWN OF SPRINGVILLE - Ward 2,,,SPRINGVILLE TOWN HALL,"3243 STATE HIGHWAY 13, WISC DELLS, WI 53965-8925",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF SPRINGVILLE,county_municipality,1,TOWN OF SPRINGVILLE - Ward 1,,,SPRINGVILLE TOWN HALL,"3243 STATE HIGHWAY 13, WISC DELLS, WI 53965-8925",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,county_municipality,2,TOWN OF STRONGS PRAIRIE - Ward 2,,,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,county_municipality,3,TOWN OF STRONGS PRAIRIE - Ward 3,,,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,county_municipality,1,TOWN OF STRONGS PRAIRIE - Ward 1,,,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,ORR,2020-01-12,
2016-11-08,WI,Adams,Adams | VILLAGE OF FRIENDSHIP,county_municipality,1,VILLAGE OF FRIENDSHIP - Ward 1,,,FRIENDSHIP VILLAGE HALL,"507 W LAKE ST, FRIENDSHIP, WI 53934-9301",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,1,CITY OF ASHLAND - Ward 1,,,ASHLAND NATIONAL GUARD ARMORY,"420 SANBORN AVE, ASHLAND, WI 54806-2450",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,2,CITY OF ASHLAND - Ward 2,,,ASHLAND SENIOR COMMUNITY CENTER,"400 CHAPPLE AVE, ASHLAND, WI 54806-1477",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,3,CITY OF ASHLAND - Ward 3,,,ASHLAND NATIONAL GUARD ARMORY,"420 SANBORN AVE, ASHLAND, WI 54806-2450",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,4,CITY OF ASHLAND - Ward 4,,,ASHLAND NATIONAL GUARD ARMORY,"420 SANBORN AVE, ASHLAND, WI 54806-2450",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,5,CITY OF ASHLAND - Ward 5,,,ASHLAND NATIONAL GUARD ARMORY,"420 SANBORN AVE, ASHLAND, WI 54806-2450",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,6,CITY OF ASHLAND - Ward 6,,,ASHLAND SENIOR COMMUNITY CENTER,"400 CHAPPLE AVE, ASHLAND, WI 54806-1477",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,7,CITY OF ASHLAND - Ward 7,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,8,CITY OF ASHLAND - Ward 8,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,9,CITY OF ASHLAND - Ward 9,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,10,CITY OF ASHLAND - Ward 10,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF ASHLAND,county_municipality,11,CITY OF ASHLAND - Ward 11,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | CITY OF MELLEN,county_municipality,1,CITY OF MELLEN - Ward 1,,,MELLEN LIBRARY/SENIOR CITIZEN CENTER,"106 IRON ST, MELLEN, WI 54546-9798",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF AGENDA,county_municipality,1,TOWN OF AGENDA - Ward 1,,,AGENDA TOWN HALL,"13922 AGENDA RD, BUTTERNUT, WI 54514-8681",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF ASHLAND,county_municipality,1,TOWN OF ASHLAND - Ward 1,,,ASHLAND TOWN HALL,"39227 STATE HIGHWAY 13, HIGH BRIDGE, WI 54846-3308",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF CHIPPEWA,county_municipality,1,TOWN OF CHIPPEWA - Ward 1,,,CHIPPEWA TOWN HALL,"77504 WEST RD, BUTTERNUT, WI 54514-9154",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF GINGLES,county_municipality,1,TOWN OF GINGLES - Ward 1,,,GINGLES TOWN HALL,"49833 STATE HIGHWAY 112, ASHLAND, WI 54806-4411",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF GORDON,county_municipality,2,TOWN OF GORDON - Ward 2,,,GORDON TOWN HALL,"24357 GORDON LAKE RD, GLIDDEN, WI 54527-9155",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF GORDON,county_municipality,1,TOWN OF GORDON - Ward 1,,,GORDON TOWN HALL,"24357 GORDON LAKE RD, GLIDDEN, WI 54527-9155",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF JACOBS,county_municipality,1,TOWN OF JACOBS - Ward 1,,,JACOBS TOWN HALL,"273 GRANT ST, GLIDDEN, WI 54527",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF LA POINTE,county_municipality,1,TOWN OF LA POINTE - Ward 1,,,LA POINTE EMERGENCY SERVICES BUILDING,"320 BIG BAY RD, LAPOINTE, WI 54850",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF MARENGO,county_municipality,2,TOWN OF MARENGO - Ward 2,,,MARENGO TOWN HALL,"63478 COUNTY HIGHWAY C, MARENGO, WI 54855-2409",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF MARENGO,county_municipality,1,TOWN OF MARENGO - Ward 1,,,MARENGO TOWN HALL,"63478 COUNTY HIGHWAY C, MARENGO, WI 54855-2409",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF MORSE,county_municipality,2,TOWN OF MORSE - Ward 2,,,MORSE TOWN HALL,"402 2ND AVE, MELLEN, WI 54546-8904",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF MORSE,county_municipality,3,TOWN OF MORSE - Ward 3,,,MORSE TOWN HALL,"402 2ND AVE, MELLEN, WI 54546-8904",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF MORSE,county_municipality,1,TOWN OF MORSE - Ward 1,,,MORSE TOWN HALL,"402 2ND AVE, MELLEN, WI 54546-8904",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF PEEKSVILLE,county_municipality,2,TOWN OF PEEKSVILLE - Ward 2,,,PEEKSVILLE TOWN HALL,"78746 PEEKSVILLE RD, BUTTERNUT, WI 54514-9195",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF PEEKSVILLE,county_municipality,1,TOWN OF PEEKSVILLE - Ward 1,,,PEEKSVILLE TOWN HALL,"78746 PEEKSVILLE RD, BUTTERNUT, WI 54514-9195",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF SANBORN,county_municipality,2,TOWN OF SANBORN - Ward 2,,,SANBORN TOWN HALL,"69393 LAKE SHORE DR E, ASHLAND, WI 54806",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF SANBORN,county_municipality,1,TOWN OF SANBORN - Ward 1,,,SANBORN TOWN HALL,"69393 LAKE SHORE DR E, ASHLAND, WI 54806",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF SHANAGOLDEN,county_municipality,1,TOWN OF SHANAGOLDEN - Ward 1,,,SHANAGOLDEN TOWN HALL,"74268 MERTIG RD, GLIDDEN, WI 54527-9737",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF WHITE RIVER,county_municipality,2,TOWN OF WHITE RIVER - Ward 2,,,WHITE RIVER TOWN HALL,"61939 STATE HIGHWAY 112, ASHLAND, WI 54806",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | TOWN OF WHITE RIVER,county_municipality,1,TOWN OF WHITE RIVER - Ward 1,,,WHITE RIVER TOWN HALL,"61939 STATE HIGHWAY 112, ASHLAND, WI 54806",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | VILLAGE OF BUTTERNUT,county_municipality,2,VILLAGE OF BUTTERNUT - Ward 2,,,BUTTERNUT VILLAGE HALL,"301 W MICHIGAN ST, BUTTERNUT, WI 54514-9782",,ORR,2020-01-12,
2016-11-08,WI,Ashland,Ashland | VILLAGE OF BUTTERNUT,county_municipality,1,VILLAGE OF BUTTERNUT - Ward 1,,,BUTTERNUT VILLAGE HALL,"301 W MICHIGAN ST, BUTTERNUT, WI 54514-9782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,6,CITY OF BARRON - Ward 6,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,3,CITY OF BARRON - Ward 3,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,7,CITY OF BARRON - Ward 7,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,5,CITY OF BARRON - Ward 5,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,1,CITY OF BARRON - Ward 1,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,4,CITY OF BARRON - Ward 4,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF BARRON,county_municipality,2,CITY OF BARRON - Ward 2,,,BARRON CITY HALL,"1456 E LASALLE AVE, BARRON, WI 54812-1638",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CHETEK,county_municipality,4,CITY OF CHETEK - Ward 4,,,CHETEK CITY HALL,"220 STOUT ST, CHETEK, WI 54728-8853",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CHETEK,county_municipality,2,CITY OF CHETEK - Ward 2,,,CHETEK CITY HALL,"220 STOUT ST, CHETEK, WI 54728-8853",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CHETEK,county_municipality,3,CITY OF CHETEK - Ward 3,,,CHETEK CITY HALL,"220 STOUT ST, CHETEK, WI 54728-8853",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CHETEK,county_municipality,1,CITY OF CHETEK - Ward 1,,,CHETEK CITY HALL,"220 STOUT ST, CHETEK, WI 54728-8853",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CUMBERLAND,county_municipality,4,CITY OF CUMBERLAND - Ward 4,,,CUMBERLAND MUNICIPAL BUILDING,"950 1ST AVE, CUMBERLAND, WI 54829-9550",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CUMBERLAND,county_municipality,2,CITY OF CUMBERLAND - Ward 2,,,CUMBERLAND MUNICIPAL BUILDING,"950 1ST AVE, CUMBERLAND, WI 54829-9550",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CUMBERLAND,county_municipality,3,CITY OF CUMBERLAND - Ward 3,,,CUMBERLAND MUNICIPAL BUILDING,"950 1ST AVE, CUMBERLAND, WI 54829-9550",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF CUMBERLAND,county_municipality,1,CITY OF CUMBERLAND - Ward 1,,,CUMBERLAND MUNICIPAL BUILDING,"950 1ST AVE, CUMBERLAND, WI 54829-9550",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,6,CITY OF RICE LAKE - Ward 6,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,3,CITY OF RICE LAKE - Ward 3,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,10,CITY OF RICE LAKE - Ward 10,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,9,CITY OF RICE LAKE - Ward 9,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,13,CITY OF RICE LAKE - Ward 13,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,12,CITY OF RICE LAKE - Ward 12,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,7,CITY OF RICE LAKE - Ward 7,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,5,CITY OF RICE LAKE - Ward 5,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,1,CITY OF RICE LAKE - Ward 1,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,11,CITY OF RICE LAKE - Ward 11,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,4,CITY OF RICE LAKE - Ward 4,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,2,CITY OF RICE LAKE - Ward 2,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | CITY OF RICE LAKE,county_municipality,8,CITY OF RICE LAKE - Ward 8,,,RICE LAKE CITY HALL,"30 E EAU CLAIRE ST, RICE LAKE, WI 54868-1782",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF ALMENA,county_municipality,2,TOWN OF ALMENA - Ward 2,,,ALMENA TOWN HALL,"211 SOO AVE E, ALMENA, WI 54805-7105",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF ALMENA,county_municipality,1,TOWN OF ALMENA - Ward 1,,,ALMENA TOWN HALL,"211 SOO AVE E, ALMENA, WI 54805-7105",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF ARLAND,county_municipality,1,TOWN OF ARLAND - Ward 1,,,ARLAND TOWN HALL,"653 9TH AVE, CLAYTON, WI 54004-9088",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF BARRON,county_municipality,2,TOWN OF BARRON - Ward 2,,,BARRON TOWN HALL,"1307 16TH ST, BARRON, WI 54812-8724",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF BARRON,county_municipality,1,TOWN OF BARRON - Ward 1,,,BARRON TOWN HALL,"1307 16TH ST, BARRON, WI 54812-8724",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF BEAR LAKE,county_municipality,1,TOWN OF BEAR LAKE - Ward 1,,,BEAR LAKE TOWN HALL,"2498 17TH ST, RICE LAKE, WI 54868-9517",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF CEDAR LAKE,county_municipality,1,TOWN OF CEDAR LAKE - Ward 1,,,CEDAR LAKE TOWN HALL,"2696 26 3/4 AVE, MIKANA, WI 54857",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF CHETEK,county_municipality,2,TOWN OF CHETEK - Ward 2,,,CHETEK TOWN HALL,"213 KNAPP ST, CHETEK, WI 54728",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF CHETEK,county_municipality,1,TOWN OF CHETEK - Ward 1,,,CHETEK TOWN HALL,"213 KNAPP ST, CHETEK, WI 54728",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF CLINTON,county_municipality,1,TOWN OF CLINTON - Ward 1,,,POSKIN COMMUNITY CENTER,"940 14TH AVE, POSKIN, WI 54812-9402",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF CRYSTAL LAKE,county_municipality,1,TOWN OF CRYSTAL LAKE - Ward 1,,,CRYSTAL LAKE TOWN HALL,"1876 STATE ROAD 63, COMSTOCK, WI 54826",,ORR,2020-01-12,
2016-11-08,WI,Barron,Barron | TOWN OF CUMBERLAND,county_municipality,1,TOWN OF CUMBERLAND - Ward 1,,,CUMBERLAND TOWN HALL,"902 20TH AVE, CUMBERLAND, WI 54829",,ORR,2020-01-12,
