election_date,state,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
2012-11-06,AK,Fairbanks North Star,borough,04-260,Goldstream No.2,Ken Kunkel Community Center,"2591A Goldstream Road, Fairbanks, AK 99709"
2012-11-06,AK,Fairbanks North Star,borough,04-265,Steese East/Gilmore,Bentley Mall,"32 College Road, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,04-270,Steese West,Bentley Mall,"32 College Road, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,04-280,University Hills,Effie Kokrine Charter School,"601 Loftus Road, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,05-580,Airport,Pike's Waterfront Lodge,"1850 Hoselton Road, Fairbanks, AK 99709"
2012-11-06,AK,Fairbanks North Star,borough,05-582,Chena,Faith Baptist Church,"910 Chena Pump Rd., Fairbanks, AK 99708"
2012-11-06,AK,Fairbanks North Star,borough,05-586,Geist,University Baptist Church,"1197 University Ave, Fairbanks, AK 99709"
2012-11-06,AK,Fairbanks North Star,borough,05-587,Lakeview,Gene's Chrysler Center,"3400 S Cushman St, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,05-588,Pike,J.A. Kornfeind Training Center,"4782 Dale Road, Fairbanks, AK 99709"
2012-11-06,AK,Fairbanks North Star,borough,05-590,Richardson,North Star Fire Station #1,"2358 Bradway Road, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,05-592,Shanly,Beaver Sports,"3480 College Road, Fairbanks, AK 99709"
2012-11-06,AK,Fairbanks North Star,borough,05-594,University Campus,Patty Center Lobby,"University of Alaska Campus, Fairbanks, AK 99775"
2012-11-06,AK,Fairbanks North Star,borough,05-596,University West,Woodriver Elementary School,"5000 Palo Verde Dr., Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,06-145,Eielson,Ben Eielson Jr/Sr High School,"675 Ravens Way, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,06-150,Fox,Turtle Club,"2098 Old Steese Hwy. N (Mile 10), Fairbanks, AK 99707"
2012-11-06,AK,Fairbanks North Star,borough,06-155,Moose Creek,North Star Fire Station #35,"3483 Old Richardson Hwy, North Pole, AK 99705"
2012-11-06,AK,Fairbanks North Star,borough,06-160,Salcha,Salcha Elementary School,"8530 Richardson Hwy, Fairbanks, AK 99701"
2012-11-06,AK,Fairbanks North Star,borough,06-170,Steele Creek,Door of Hope One:8 Café,"270 Fairhill Road, Fairbanks, AK 99707"
2012-11-06,AK,Fairbanks North Star,borough,06-180,Two Rivers,Two Rivers K8 School,"400 Two Rivers Road, Two Rivers, AK 99716"
2012-11-06,AK,Denali,borough,06-005,Anderson,Anderson City Building,"1st Ave. , Anderson, AK 99744"
2012-11-06,AK,Denali,borough,06-012,Cantwell,Cantwell Community Center,"Cantwell Community Center, Parks Highway, Cantwell, AK 99729"
2012-11-06,AK,Denali,borough,06-024,Clear,Rochester Lodge,"Mi 280 Parks Highway, Anderson, AK 99744"
2012-11-06,AK,Denali,borough,06-026,Denali Park,Denali Park Community Center,"MI 230 Parks Highway, Denali Park, AK 99744"
2012-11-06,AK,Denali,borough,06-040,Healy,Tri Valley Community Center,"Usibelli Spur Road, Healy, AK 99744"
2012-11-06,AK,Matanuska-Susitna,borough,07-005,Kings Lake,Mat-Su Career & Tech High School,"2472 N. Seward Meridian Pkwy., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,07-010,Church,Lamb of God Lutheran Church,"1221 N. Church Rd., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,07-015,Tanaina,Tanaina Elementary School,"2550 N. Lucille St., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,07-020,Houston,Houston City Hall,"13878 W. Armstrong Rd., Houston, AK 99652"
2012-11-06,AK,Matanuska-Susitna,borough,07-025,Meadow Lakes No. 1,Church on the Rock Church,"3571 W. Machen Rd., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,07-030,Susitna,Sunshine Public Fire Station,"42488 S. Parks Hwy., Talkeetna, AK 99676"
2012-11-06,AK,Matanuska-Susitna,borough,07-035,Talkeetna,Talkeetna Elementary School,"13930 E. Timberwolf Lp., Talkeetna, AK 99676"
2012-11-06,AK,Matanuska-Susitna,borough,07-040,Trapper Creek,Trapper Creek Elementary School,"6742 E. Petersville Rd., Trapper Creek, AK 99688"
2012-11-06,AK,Matanuska-Susitna,borough,07-045,Willow,Willow Community Center,"Mi 69 Parks Hwy., Willow, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,08-055,Walby,Colony Middle School,"9250 E. Colony Schools Dr., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-060,Greater Palmer,Palmer Community Center (Depot),"610 S. Valley Wy., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-065,Mat-Su Campus,Matanuska-Susitna College,"8295 E. College Dr., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-070,Palmer City No. 1,Mat-Su Borough Building,"350 E. Dahlia Ave., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-075,Palmer City No. 2,Palmer Senior Center,"1132 S. Chugach St., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-080,Palmer Fishhook,Colony High School,"9550 E. Colony Schools Dr., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-085,Trunk,Mat-Su Visitors & Convention Center,"7744 E. Visitors View Court, Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,08-090,Seward Meridian,Gospel Outreach Christian Center,"4800 E. Palmer Wasilla Hwy., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,08-095,Springer Loop,Palmer 7th Day Adventist Church,"2238 S.Inner Springer Lp., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,09-100,Lakes,Finger Lake Elementary School,"5981 E. Eek St., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,09-105,Pioneer,Pioneer Peak Elementary School,"1959 N. Trunk Rd., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,09-110,Schrock,Alcantra National Guard Armory,"3401 E. Bogard Rd., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,09-115,Wasilla Lake,Cottonwood Creek Elementary School,"800 N. Seward Meridian Pkwy., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,09-120,Wasilla No. 1,Wasilla City Hall,"290 E. Herning Ave., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,09-125,Wasilla No. 2,Wasilla Senior Center,"1301 S. Century Cir., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,09-622,Farm Loop,Farm Loop Christian Center,"5900 N Farm Loop Rd, Palmer, Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,09-628,Fishhook,Fishhook Public Safety Building,"8200 E Turner Rd, Palmer, Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,09-640,Sheep Mountain,Glacier View School,"65975 S Wolverine Circle, Sutton, AK 99674"
2012-11-06,AK,Matanuska-Susitna,borough,09-645,Sutton,Sutton Elementary School,"11672 N Wright Way, Sutton, Sutton, AK 99674"
2012-11-06,AK,Matanuska-Susitna,borough,10-130,Meadow Lakes No. 2,Meadow Lakes Elementary School,"1741 N. Pittman Rd., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,10-135,Meadow Lakes No. 3,Meadow Lakes Public Safety Building,"1685 N. Pittman Rd., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,10-140,Goose Bay No. 1,Knik Elementary School,"6350 W. Hollywood Rd., Wasilla, AK 99623"
2012-11-06,AK,Matanuska-Susitna,borough,10-145,Goose Bay No. 2,Goose Bay Elementary School,"6400 W. Hollywood Rd., Wasilla, AK 99623"
2012-11-06,AK,Matanuska-Susitna,borough,10-150,Goose Bay No. 3,Settlers Bay Community Church,"6865 W. Dewlap Cir., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,10-155,Big Lake,Big Lake Lions Club,"2939 S. Lions Cir., Big Lake, AK 99652"
2012-11-06,AK,Matanuska-Susitna,borough,11-200,Fairview No. 1,Machetanz Elementary School,"4961 E. Nelson Rd., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,11-205,Fairview No. 2,First United Methodist Church,"5137 W. Fairview Lp., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,11-210,Snowshoe,Snowshoe Elementary School,"2001 W. Fairview Lp., Wasilla, AK 99654"
2012-11-06,AK,Matanuska-Susitna,borough,11-215,Lazy Mountain,Lazy Mountain Bible Church,"16005 E. Shawn Dr., Palmer, AK 99645"
2012-11-06,AK,Matanuska-Susitna,borough,11-220,Butte,Butte Public Safety Building,"3355 S. Old Glenn Hwy., Palmer, AK 99645"
2012-11-06,AK,Anchorage,borough,11-225,Eklutna,Peters Creek Christian Center,"20640 Chapel Dr, Chugiak, AK 99567"
2012-11-06,AK,Anchorage,borough,11-230,Peters Creek No. 1,Peters Creek Christian Center,"20640 Chapel Dr, Chugiak, AK 99567"
2012-11-06,AK,Anchorage,borough,12-235,Peters Creek No. 2,Chugiak High School,"16525 Birchwood Lp, Chugiak, AK 99567"
2012-11-06,AK,Anchorage,borough,12-240,Fire Lake,Fire Lake Elementary School,"13801 Harry McDonald Rd , Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,12-245,JBER No. 1,Ursa Major Elementary,"454 Dyea St, Fort Richardson, AK 99505"
2012-11-06,AK,Anchorage,borough,12-250,Dntn Eagle River No. 1,Eagle River Parks & Rec,"12001 Business Blvd #123, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,12-255,Chugach Park No. 1,Skyline Family Fellowship,"18239 N Eagle River Loop Rd, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,13-300,JBER No. 2,Mt Spurr Elementary,"8414 Mcguire Ave, Elmendorf AFB, AK 99506"
2012-11-06,AK,Anchorage,borough,13-305,Creekside Park,Creekside Park Elementary School,
2012-11-06,AK,Anchorage,borough,13-310,Muldoon No. 1,Muldoon Elementary School,
2012-11-06,AK,Anchorage,borough,13-315,Muldoon No. 2,Muldoon Road Baptist Church,
2012-11-06,AK,Anchorage,borough,13-320,North Muldoon,Bartlett High School,
2012-11-06,AK,Anchorage,borough,14-325,Russian Jack,Zion Lutheran Church,
2012-11-06,AK,Anchorage,borough,14-330,Nunaka Valley,Nunaka Valley Elementary,
2012-11-06,AK,Anchorage,borough,14-335,Northeast Anchorage,St Innocent Orthodox Cathedral,
2012-11-06,AK,Anchorage,borough,14-340,College Gate,College Gate Elementary School,
2012-11-06,AK,Anchorage,borough,14-345,Chester Valley,Anchorage School District Building,
2012-11-06,AK,Anchorage,borough,14-350,Reflection Lake,Baxter Road Bible Church,
2012-11-06,AK,Anchorage,borough,14-355,Wonder Park,Wonder Park Elementary School,
2012-11-06,AK,Anchorage,borough,15-400,Midtown No. 1,Rogers Park Elementary School,
2012-11-06,AK,Anchorage,borough,15-405,University No. 1,Lake Otis Elementary School,
2012-11-06,AK,Anchorage,borough,15-410,University No. 2,UAA Diplomacy Building,
2012-11-06,AK,Anchorage,borough,15-415,Far North Bicentennial,Anchorage Community YMCA,
2012-11-06,AK,Anchorage,borough,15-420,Tudor No. 1,Tudor Elementary School,
2012-11-06,AK,Anchorage,borough,15-425,Tudor No. 2,University Baptist Church,
2012-11-06,AK,Anchorage,borough,15-430,East Anchorage,East High School,
2012-11-06,AK,Anchorage,borough,16-435,Inlet View No. 1,West High School,
2012-11-06,AK,Anchorage,borough,16-440,Turnagain No. 1,Romig Middle School,
2012-11-06,AK,Anchorage,borough,16-445,Turnagain No. 2,Boys & Girls Club,
2012-11-06,AK,Anchorage,borough,16-450,Willow Crest,Willow Crest Elementary School,
2012-11-06,AK,Anchorage,borough,16-455,Spenard No. 1,Alaska Club West,
2012-11-06,AK,Anchorage,borough,16-460,Spenard No. 2,North Star Elementary School,
2012-11-06,AK,Anchorage,borough,16-465,Spenard No. 3,Steller Secondary School,
2012-11-06,AK,Anchorage,borough,16-470,Fireweed,Shiloh Baptist Church,
2012-11-06,AK,Anchorage,borough,16-475,Midtown No. 2,Loussac Library,
2012-11-06,AK,Anchorage,borough,16-480,Rogers Park,First American Baptist Church,
2012-11-06,AK,Anchorage,borough,17-500,North Mt. View No. 1,Mountain View Elementary School,
2012-11-06,AK,Anchorage,borough,17-505,North Mt. View No. 2,Mt View Boys & Girls Club,
2012-11-06,AK,Anchorage,borough,17-510,South Mt. View No. 1,Williwaw Elementary School,
2012-11-06,AK,Anchorage,borough,17-515,South Mt. View No. 2,St Anthony's Catholic Church,
2012-11-06,AK,Anchorage,borough,17-520,Airports Height No. 1,Airport Heights Elementary,
2012-11-06,AK,Anchorage,borough,17-525,Airports Height No. 2,Trinity Christian Reformed Church,
2012-11-06,AK,Anchorage,borough,18-530,Government Hill,Government Hill Elementary,
2012-11-06,AK,Anchorage,borough,18-535,Merrill Field,Anchorage Senior Center,
2012-11-06,AK,Anchorage,borough,18-540,Downtown Anch No. 1,First United Methodist Church,
2012-11-06,AK,Anchorage,borough,18-545,Downtown Anch No. ,Anchorage Pioneers' Home,
2012-11-06,AK,Anchorage,borough,18-550,Downtown Anch No. 3,First Presbyterian Church,
2012-11-06,AK,Anchorage,borough,18-555,Downtown Anch No. 4,Denali Montessori,
2012-11-06,AK,Anchorage,borough,18-560,Westchester No. 1,Inlet View Elementary School,
2012-11-06,AK,Anchorage,borough,18-565,Westchester No. 2,Central Middle School of Science,
2012-11-06,AK,Anchorage,borough,18-570,Fairview,Fairview Recreation Center,
2012-11-06,AK,Anchorage,borough,19-600,Inlet View No. 2,Turnagain United Methodist,
2012-11-06,AK,Anchorage,borough,19-605,Conners Lake,Filipino Bible Church,
2012-11-06,AK,Anchorage,borough,19-610,Sand Lake No. 1,Gladys Wood Elementary School,
2012-11-06,AK,Anchorage,borough,19-615,Sand Lake No. 2,Sand Lake Baptist Church,
2012-11-06,AK,Anchorage,borough,19-620,Lake Spenard,Spenard Recreation Center,
2012-11-06,AK,Anchorage,borough,19-625,Lake Hood,Lake Hood Elementary School,
2012-11-06,AK,Anchorage,borough,19-630,Turnagain No. 3,Anch Unitarian Universalist Flsp,
2012-11-06,AK,Anchorage,borough,19-635,Turnagain No. 4,Turnagain Elementary School,
2012-11-06,AK,Anchorage,borough,20-640,Dimond No. 1,Dimond High School (Old Gym),
2012-11-06,AK,Anchorage,borough,20-645,Kincaid,Kincaid Elementary School,
2012-11-06,AK,Anchorage,borough,20-650,Jewel Lake No. 1,Jewel Lake Church Of Nazarene,
2012-11-06,AK,Anchorage,borough,20-655,Jewel Lake No. 2,Chinook Elementary School,
2012-11-06,AK,Anchorage,borough,20-660,Campbell Lake,Dimond Blvd Baptist Church,
2012-11-06,AK,Anchorage,borough,20-665,Sand Lake No. 3,Gloria Dei Lutheran Church,
2012-11-06,AK,Anchorage,borough,20-670,Sand Lake No. 4,Sand Lake Elementary School,
2012-11-06,AK,Anchorage,borough,21-700,Huffman No. 1,Huffman Fire Station,
2012-11-06,AK,Anchorage,borough,21-705,Huffman No. 2,Sunset Hills Baptist Church,
2012-11-06,AK,Anchorage,borough,21-710,Klatt,Klatt Elementary School,
2012-11-06,AK,Anchorage,borough,21-715,Southport,Mears Middle School,
2012-11-06,AK,Anchorage,borough,21-720,Ocean View No. 1,Oceanview Elementary School ,
2012-11-06,AK,Anchorage,borough,21-725,Ocean View No. 2,Christ Our Savior Lutheran,
2012-11-06,AK,Anchorage,borough,21-730,Bayshore,Bayshore Elementary School,
2012-11-06,AK,Anchorage,borough,22-735,Northwood,Northwood Elementary School,
2012-11-06,AK,Anchorage,borough,22-740,Arctic,Plumbers & Steamfitters Union,
2012-11-06,AK,Anchorage,borough,22-745,Midtown No. 3,Alaska Oriental Mission Church,
2012-11-06,AK,Anchorage,borough,22-750,Taku,Taku Elementary School,
2012-11-06,AK,Anchorage,borough,22-755,Campbell Creek No. 1,Campbell Elementary School,
2012-11-06,AK,Anchorage,borough,22-760,Campbell Creek No. 2,Finlandia Club,
2012-11-06,AK,Anchorage,borough,22-765,Campbell Creek No. 3,Anchor Lutheran School,
2012-11-06,AK,Anchorage,borough,22-770,Dimond No. 2,Dimond Estates Recreational Hall,
2012-11-06,AK,Anchorage,borough,23-800,Abbott Loop No. 1,Spring Hill Elementary School,
2012-11-06,AK,Anchorage,borough,23-805,Abbott Loop No. 2,Alaska Zoo,
2012-11-06,AK,Anchorage,borough,23-810,Huffman No. 3,Grace Christian School,
2012-11-06,AK,Anchorage,borough,23-815,Huffman No. 4,St Elizabeth Ann Seton Church,
2012-11-06,AK,Anchorage,borough,23-820,Huffman No. 5,O'Malley Elementary School,
2012-11-06,AK,Anchorage,borough,23-825,Independence Park No. 1,Hanshew Middle School,
2012-11-06,AK,Anchorage,borough,23-830,Independence Park No. 2,Amazing Grace Lutheran Church,
2012-11-06,AK,Anchorage,borough,23-835,O'Malley,The Alaska Club South,
2012-11-06,AK,Anchorage,borough,24-840,East Dowling,Northern Lights ABC Elementary,
2012-11-06,AK,Anchorage,borough,24-845,Abbott Loop No. 3,Anchorage Bible Fellowship,
2012-11-06,AK,Anchorage,borough,24-850,Abbott Loop No. 4,Service High School,
2012-11-06,AK,Anchorage,borough,24-855,Lore No. 1,Kasuun Elementary School,
2012-11-06,AK,Anchorage,borough,24-860,Lore No. 2,Independent Baptist Church,
2012-11-06,AK,Anchorage,borough,24-865,Independence Park No. 3,Abbott Loop Elementary School,
2012-11-06,AK,Anchorage,borough,24-870,Laurel/Dowling,MOA Public Works Dept,
2012-11-06,AK,Anchorage,borough,25-900,Cheney Lake,East Anchorage United Methodist,
2012-11-06,AK,Anchorage,borough,25-905,Muldoon No. 3,Susitna Elementary School,
2012-11-06,AK,Anchorage,borough,25-910,Muldoon No. 4,St Patrick's Parish,
2012-11-06,AK,Anchorage,borough,25-915,Chugach Foot Hills No. 1,Wayland Baptist University,
2012-11-06,AK,Anchorage,borough,25-920,Chugach Foot Hills No. 2,Benson Secondary School,
2012-11-06,AK,Anchorage,borough,25-925,Scenic Park,Scenic Park Elementary School,
2012-11-06,AK,Anchorage,borough,25-930,Baxter,Baxter Elementary School,
2012-11-06,AK,Anchorage,borough,25-935,Stuckagain Heights,Fire Station No. 14,
2012-11-06,AK,Anchorage,borough,26-940,Downtown Eagle River No. 2,Eagle River Elementary School,"10900 Old Eagle River Rd, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,26-945,Meadow Creek No. 1,Homestead Elementary School,"18001 Baranof, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,26-950,Meadow Creek No. 2,Joy Lutheran Church,"10111 E Eagle River Loop Rd, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,26-955,Eagle River No. 1,Gruening Middle School,"9601 Lee St, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,26-960,Eagle River No. 2,Eagle River Lions Club,"Mi 1.5 Eagle River Rd, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,26-965,Chugach Park No. 2,Ravenwood Elementary School,"9500 Wren Ln, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,26-970,Hiland,Alpenglow Elementary School,"19201 Driftwood Bay Drive, Eagle River, AK 99577"
2012-11-06,AK,Anchorage,borough,27-105,Rabbit Creek No. 1,Rabbit Creek Elementary School,
2012-11-06,AK,Anchorage,borough,27-110,Rabbit Creek No. 1,Rabbit Creek Community Church,
2012-11-06,AK,Anchorage,borough,27-115,Huffman No. 7,Huffman Elementary School,
2012-11-06,AK,Anchorage,borough,27-120,Huffman No. 8,Trinity Presbyterian Church,
2012-11-06,AK,Anchorage,borough,27-125,Bear Valley,Bear Valley Elementary School,
2012-11-06,AK,Anchorage,borough,27-130,Indian,Valley Bible Chalet,
2012-11-06,AK,Anchorage,borough,27-135,Girdwood,Girdwood Community Center,
2012-11-06,AK,Anchorage,borough,27-140,Goldenview,Goldenview Middle School,
2012-11-06,AK,Anchorage,borough,27-145,Chugach Park No. 3,Seventh Day Adventist Conf Offic,
2012-11-06,AK,Kenai Peninsula,borough,28-100,Bear Creek,Bear Creek Fire Hall,"Mi 5 Seward Highway, Seward, AK 99664"
2012-11-06,AK,Kenai Peninsula,borough,28-110,Cooper Landing,Cooper Landing Community Hall,"Bean Creek Road, Cooper Landing, AK 99572"
2012-11-06,AK,Kenai Peninsula,borough,28-120,Hope,Hope Social Hall,"Main St, Hope, AK 99605"
2012-11-06,AK,Kenai Peninsula,borough,28-130,Mackey Lake,Kpb Offices - Assembly Chambers,"144 N Binkley, Soldotna, AK 99669"
2012-11-06,AK,Kenai Peninsula,borough,28-140,Moose Pass,Moose Pass Community Hall,"Mi 29 Seward Highway, Moose Pass, AK 99631"
2012-11-06,AK,Kenai Peninsula,borough,28-150,Nikiski,Nikiski Senior Center,"50810 Island Lake Rd, Nikiski, AK 99611"
2012-11-06,AK,Kenai Peninsula,borough,28-160,Salamatof,Nikiski Fire Station,"Mi 17.9 Kenai Spur Hwy, Nikiski, AK 99611"
2012-11-06,AK,Kenai Peninsula,borough,28-170,Seward / Lowell Point,Km Ray Seward Marine Center,"125 3Rd Ave, Seward, AK 99664"
2012-11-06,AK,Kenai Peninsula,borough,28-180,Sterling No. 1,Sterling Community Center,"35040 Sterling Highway Mile 83.5, Sterling, AK 99672"
2012-11-06,AK,Kenai Peninsula,borough,28-190,Sterling No. 2,Sterling Baptist Church,"34956 Sterling Hwy, Sterling, AK 99672"
2012-11-06,AK,Kenai Peninsula,borough,29-200,Central,Soldotna Sports Center,"538 Arena Drive, Soldotna, AK 99669"
2012-11-06,AK,Kenai Peninsula,borough,29-210,K Beach,K Beach Fire Station,"37699 K-Beach Road Mile 13.5, Kenai, AK 99611"
2012-11-06,AK,Kenai Peninsula,borough,29-220,Kenai No. 1,Kenai Mall (Old Carrs Mall),"11312 Kenai Spur Hwy, Kenai, AK 99611"
2012-11-06,AK,Kenai Peninsula,borough,29-230,Kenai No. 2,Challenger Learning Center,"9711 Kenai Spur Highway, Kenai, AK 99611"
2012-11-06,AK,Kenai Peninsula,borough,29-240,Kenai No. 3,Kenai Senior Center,"361 Senior Court, Kenai, AK 99611"
2012-11-06,AK,Kenai Peninsula,borough,29-250,Soldotna,Soldotna City Hall,"177 N Birch Street, Soldotna, AK 99669"
2012-11-06,AK,Kenai Peninsula,borough,30-300,Anchor Point,Anchor Point Senior Center,"Mi .25 Milo Fritz Avenue, Anchor Point, AK 99556"
2012-11-06,AK,Kenai Peninsula,borough,30-310,Diamond Ridge,Homer Chamber Of Commerce,"201 Sterling Highway, Homer, AK 99603"
2012-11-06,AK,Kenai Peninsula,borough,30-320,Fox River,Kachemak Emergency Services,"53048 Ashwood Ave, Homer, AK 99603"
2012-11-06,AK,Kenai Peninsula,borough,30-330,Funny River No. 1,Funny River Community Center,"35850 Pioneer Access, Soldotna, AK 99669"
2012-11-06,AK,Kenai Peninsula,borough,30-340,Funny River No. 2,Kpb Offices - Assembly Chambers,"144 N Binkley, Soldotna, AK 99669"
2012-11-06,AK,Kenai Peninsula,borough,30-350,Homer No. 1,Homer City Council Chambers,"491 E Pioneer Avenue, Homer, AK 99603"
2012-11-06,AK,Kenai Peninsula,borough,30-360,Homer No. 2,Homer Senior Center,"3935 Svedlund St, Homer, AK 99603"
2012-11-06,AK,Kenai Peninsula,borough,30-370,Kachemak / Fritz Creek,Kachemak Community Center,"59906 Bear Creek Drive, Homer, AK 99603"
2012-11-06,AK,Kenai Peninsula,borough,30-380,Kasilof,Kasilof Fire Station,"58260 Sterling Hwy, Kasilof, AK 99669"
2012-11-06,AK,Kenai Peninsula,borough,30-390,Ninilchik,Ninilchik Senior Center,"66265 Aspen Ave, Ninilchik, AK 99639"
2012-11-06,AK,Kenai Peninsula,borough,30-395,Seldovia / Kachemak Bay,Seldovia Library,"260 Seldovia Street, Seldovia, AK 99663"
2012-11-06,AK,Juneau,borough,31-400,Auke Bay,Auke Bay Fire Station,"Mi 12.4 Glacier Highway, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,31-410,Juneau Airport,Nugget Mall,"8745 Glacier Highway Suite #328, Juneau, AK 99801"
2012-11-06,AK,Juneau,borough,31-420,Lynn Canal,Auke Bay Ferry Terminal,"13.8 Mile Glacier Highway, Juneau, AK 99801"
