"Precinct
Code",Precinct Name,"Active
Voter
Count",Polling Place,Address
325,Highlands/Patrick Farms,"2,203","BRANDON MS 39042
HCC-RANKIN/ CAREER-","MS 39042
1060 COMMERCIAL PARK DR PEARL"
407,Pisgah,922,"TECHNICAL BLDG
PEARL MS 39208
SANDHILL LIBRARY","MS 39208
727 SANDHILL RD SANDHILL MS"
408,Oakdale,"2,885","SANDHILL MS 39161
OAKDALE BAPTIST CHURCH","39161
1872 HWY. 471 BRANDON MS 39042"
409,Shiloh,305,"BRANDON MS 39042
SHILOH RECREATION HALL",2394 SHILOH RD PELAHATCHIE MS
410,Crossroads,613,"PELAHATCHIE MS 39145
CROSSROADS BAPTIST CHURCH","39145
104 CROSSROADS RD PELAHATCHIE"
,,,,MS 39145
"Precinct
Code",Precinct Name,"Active
Voter
Count",Polling Place,Address
,,,PELAHATCHIE MS 39145,
411,Leesburg,657,"LEESBURG VOLUNTEER FIRE
DEPT
PELAHATCHIE MS 39145","435 HWY. 481 PELAHATCHIE MS
39145"
412,North Brandon,"2,380","RIVERSIDE CHURCH
FLOWOOD MS 39232","1127 LUCKNEY RD FLOWOOD MS
39232"
413,East Crossgates,"2,925","CROSSGATES BAPTIST CHURCH
BRANDON MS 39042","8 CROSSWOODS RD BRANDON MS
39042"
414,Pelahatchie,"1,871","PELAHATCHIE TOWN CENTER
PELAHATCHIE MS 39145","612 SECOND STREET PELAHATCHIE
MS 39145"
418,West Crossgates,"2,307","CROSSGATES UNITED
METHODIST CHURCH
BRANDON MS 39042","23 CROSSGATES DR BRANDON MS
39042"
419,Northeast Brandon,"2,463","PILGRIM REST MISSIONARY
BAPTIST CHURCH
BRANDON MS 39042","925 TRICKHAMBRIDGE RD BRANDON
MS 39042"
506,Flowood Library,"2,700","FLOWOOD LIBRARY
FLOWOOD MS 39232","103 WINNERS CIRCLE FLOWOOD MS
39232"
507,Mullins,0,"HIGH'S WOOD HEATERS
BRANDON MS 39042","105 BLUEBIRD LANE BRANDON MS
39042"
508,Eldorado,"2,174","PLEASANT GROVE BAPTIST
CHURCH
BRANDON MS 39042","5512 OLD BRANDON RD BRANDON
MS 39042"
509,Liberty,"2,513","LIBERTY BAPTIST CHURCH
BRANDON MS 39042","1211 LUCKNEY RD BRANDON MS
39042"
510,Cunningham Heights,"1,050","FIRST FREE WILL BAPTIST
CHURCH
PEARL MS 39208",2412 UPPER DR PEARL MS 39208
512,Crest Park,"1,763","PAUL TRUITT BAPTIST CHURCH
PEARL MS 39208","3705 OLD BRANDON RD PEARL MS
39208"
514,North Mclaurin,"1,062","PEARL CHAMBER OF COMMERCE
PEARL MS 39208","110 GEORGE WALLACE DR PEARL MS
39208"
515,South Mclaurin,"1,323","MCLAURIN HEIGHTS METHODIST
CHURCH
PEARL MS 39208",325 MARY ANN DR PEARL MS 39208
516,Springhill,"1,336","RANKIN CTY BAPTIST ASSN.
BLDG.
PEARL MS 39208",200 PARK PLACE DR PEARL MS 39208
520,South Pearson,"1,233",SWEET REST CHURCH OF CHRIST,"215 OLD WHITFIELD RD PEARL MS
39208"
"Precinct Precinct Name
Code","Active
Voter
Count",Polling Place,Address
,,PEARL MS 39208,
,,,
