"Precinct
Code",Precinct Name,"Active
Voter
Count",Polling Place,Address
410,Lake Caroline Clubhouse,"2,650","LAKE CAROLINE CLUBHOUSE
MADISON MS 39110",667 BELLVUE DR MADISON MS 39110
411,Twin Lakes Baptist Church,"1,419","TWIN LAKES BAPTIST CHURCH
MADISON MS 39110","TWIN LAKES BAPTIST CHURCH
673 LAKE CAVALIER ROAD MADISON
MS 39110"
412,Fearns Chapel Freewill Baptist Church,"1,526","FEARNS CHAPEL FREEWILL
BAPTIST
FLORA MS 39071","615 POCAHONTAS ROAD
FLORA MS 39071"
413,Franklin Baptist Church,343,"FRANKLIN BAPTIST CHURCH
FLORA MS 39071","FRANKLIN BAPTIST CHURCH
2222 COX FERRY RD FLORA MS
39071"
414,Magnolia Heights,"1,347","KEARNEY PARK FIRE STATION
FLORA MS 39071","KEARNEY PARK FIRE STATION
443 LIVINGSTON VERNON RD FLORA
MS 39071"
415,Mt. Hope M.B. Church,386,"MT. HOPE CHURCH
CANTON MS 39046","MT HOPE CHURCH
184 MARION RD CANTON MS 39046"
416,Canton Anderson Lodge,"1,604","ANDERSON LODGE
CANTON MS 39046",389 RICKS DR CANTON MS 39046
417,Canton Fire Station #4,516,"CANTON FIRE STATION #4
CANTON MS 39046","CANTON FIRE STATION #4
188 WATFORD PARKWAY DRIVE
CANTON MS 39046"
418,Mad.Co.Baptist Family Life Ct,"1,349","MADISON COUNTY BAPTIST
FAMILY LIFE CENTER",349 N CANAL ST CANTON MS 39046
"Precinct
Code",Precinct Name,"Active
Voter
Count",Polling Place,Address
,,,CANTON MS 39046,
419,Canton National Guard Armory,381,"NATIONAL GUARD ARMORY
CANTON MS 39046",2924 HWY 51 S CANTON MS 39046
517,Camden Community Center,"1,099","CAMDEN COMMUNITY CENTER
CAMDEN MS 39045","CAMDEN COMMUNITY CENTER 122
PARKSIDE AVENUE CAMDEN MS
39045"
518,Cameron Bethel M.B. Church,249,"BETHEL M.B. CHURCH
PICKENS MS 39146","BETHEL M.B. CHURCH
951 OLD HIGHWAY 51 PICKENS MS
39146"
519,Couparle United Methodist Church,55,"COUPARLE UNITED METHODIST
CHURCH
CAMDEN MS 39045","COUPARLE UNITED METHODIST
CHURCH
1901 ROCKY HILL RD CAMDEN MS
39045"
520,Pleasant Green M.B. Church,830,"PLEASANT GREEN M B CHURCH
CANTON MS 39046","3920 HIGHWAY 43 CANTON MS
39046"
521,Canton Catholic Parish Center,"1,835","CATHOLIC PARISH CENTER
CANTON MS 39046",238 E CENTER ST CANTON MS 39046
522,Canton Community Center,"2,166","CANTON COMMUNITY CENTER
CANTON MS 39046","CANTON COMMUNITY CENTER
337 N UNION ST CANTON MS 39046"
523,Farmhaven Fire Station,"1,003","FARMHAVEN FIRE STATION
CANTON MS 39046",3806 HWY 16 E CANTON MS 39046
524,Canton Bible Church,672,"CANTON BIBLE CHURCH
CANTON MS 39046","CANTON BIBLE CHURCH
815 MARTIN LUTHER KING DR
CANTON MS 39046"
525,Cedar Grove Baptist Church,212,"CEDAR GROVE BAPTIST
CANTON MS 39046","998 HIGHWAY 43 SOUTH CANTON MS
39046"
526,Pleasant Gift Baptist Church,974,"PLEASANT GIFT BAPTIST
CHURCH
CANTON MS 39046","2055 PLEASANT GIFT RD CANTON MS
39046"
527,Canton South Liberty Baptist Church,"2,049","SOUTH LIBERTY BAPTIST
CHURCH
CANTON MS 39046","SOUTH LIBERTY BAPTIST CHURCH
165 E DINKIN ST CANTON MS 39046"
528,Grace Crossing,"3,670","GRACE CROSSING
CANTON MS 39046",598 YANDELL RD CANTON MS 39046
Total Number of Precincts 43,,"68,630",Total Active Voter Count,
