state,jurisdiction_type,county_name,precinct_name,name,address
NJ,county,,MAPLEWOOD-00-07,MORROW MEMORIAL CHURCH (H)  ,600 RIDGEWOOD RD   MAPLEWOOD NJ 07040
NJ,county,,MIDDLETOWN-00-19,LINCROFT SCHOOL ALL PURPOSE ROOM  ,729 NEWMAN SPRINGS RD   MIDDLETOWN NJ 07738
NJ,county,,CRANFORD-00-14,LIVINGSTON AVENUE SCHOOL  ,75 LIVINGSTON AVE   CRANFORD NJ 07016
NJ,county,,MIDDLETOWN-00-20,MIDDLETOWN HIGH SCHOOL SOUTH MAIN LOBBY  ,900 NUTSWAMP RD   MIDDLETOWN NJ 07748
NJ,county,,WASHINGTON-00-15,BELLS ELEMENTARY SCHOOL  ,227 GREENTREE RD   WASHINGTON NJ 08012
NJ,county,,MIDDLETOWN-00-21,PORT MONMOUTH SCHOOL LOBBY AT RT 36 ENTRANCE  ,202 MAIN ST   MIDDLETOWN NJ 07758
NJ,county,,MIDDLETOWN-00-22,MIDDLETOWN VILLAGE SCHOOL ALL PURPOSE ROOM  ,147 KINGS HWY   MIDDLETOWN NJ 07748
NJ,county,,SUMMIT-01-08,WASHINGTON SCHOOL  ,507 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,MIDDLETOWN-00-23,BAYVIEW SCHOOL ALL PURPOSE ROOM  ,300 LEONARDVILLE RD   MIDDLETOWN NJ 07718
NJ,county,,MIDDLETOWN-00-24,CROYDON HALL GYMNASIUM  ,900 LEONARDVILLE RD   MIDDLETOWN NJ 07748
NJ,county,,SOUTH BRUNSWICK-00-03,KINGSTON FIRST AID BUILDING  MEETING ROOM,4280 ROUTE 27   SOUTH BRUNSWICK NJ 08528
NJ,county,,BLOOMINGDALE-00-05,SAMUEL R DONALD SCHOOL  ,29 CAPTOLENE AVE   BLOOMINGDALE NJ 07403
NJ,county,,MIDDLETOWN-00-25,LINCROFT SCHOOL ALL PURPOSE ROOM  ,729 NEWMAN SPRINGS RD   MIDDLETOWN NJ 07738
NJ,county,,MIDDLETOWN-00-26,THORNE MIDDLE SCHOOL TEACHERS LOUNGE  ,70 MURPHY ROAD   MIDDLETOWN NJ 07758
NJ,county,,WASHINGTON-00-16,WASHINGTON TWP SENIOR CENTER  ,315 GREENTREE RD   WASHINGTON NJ 08012
NJ,county,,MIDDLETOWN-00-27,THORNE MIDDLE SCHOOL TEACHERS LOUNGE  ,70 MURPHY ROAD   MIDDLETOWN NJ 07758
NJ,county,,MIDDLETOWN-00-28,FAIRVIEW SCHOOL ALL PURPOSE ROOM  ,230 COOPER RD   MIDDLETOWN NJ 07701
NJ,county,,SUMMIT-01-09,WASHINGTON SCHOOL  ,507 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,MIDDLETOWN-00-29,CROYDON HALL GYMNASIUM  ,900 LEONARDVILLE RD   MIDDLETOWN NJ 07748
NJ,county,,MIDDLETOWN-00-30,MIDDLETOWN HIGH SCHOOL SOUTH MAIN LOBBY  ,900 NUTSWAMP RD   MIDDLETOWN NJ 07748
NJ,county,,SOUTH BRUNSWICK-00-04,INDIAN FIELDS SCHOOL  CAFETERIA   STAGE,359 RIDGE RD   SOUTH BRUNSWICK NJ 08810
NJ,county,,MIDDLETOWN-00-31,MIDDLETOWN HIGH SCHOOL NORTH AUDITORIUM LOBBY  ,63 TINDALL RD   MIDDLETOWN NJ 07748
NJ,county,,STRATFORD-00-02,SAMUEL YELLIN SCHOOL  ALL PURPOSE ROOM,111 WARWICK RD   STRATFORD NJ 08084
NJ,county,,MIDDLETOWN-00-32,FAIRVIEW SCHOOL ALL PURPOSE ROOM  ,230 COOPER RD   MIDDLETOWN NJ 07701
NJ,county,,WASHINGTON-00-17,WASHINGTON TWP SENIOR CENTER  ,315 GREENTREE RD   WASHINGTON NJ 08012
NJ,county,,RIVER VALE-00-01,COUNCIL CHAMBERS-TOWN HALL COURT ROOM  ,406 RIVER VALE RD   RIVER VALE NJ 07675
NJ,county,,MIDDLETOWN-00-33,BAYVIEW SCHOOL ALL PURPOSE ROOM  ,300 LEONARDVILLE RD   MIDDLETOWN NJ 07718
NJ,county,,MIDDLETOWN-00-34,MIDDLETOWN HIGH SCHOOL NORTH AUDITORIUM LOBBY  ,63 TINDALL RD   MIDDLETOWN NJ 07748
NJ,county,,SUMMIT-01-10,WASHINGTON SCHOOL  ,507 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,MIDDLETOWN-00-35,SHADOW LAKE VILLAGE CLUB HOUSE  ,1 LOCH ARBOR WAY   RED BANK NJ 07701
NJ,county,,ROCKLEIGH-00-01,BOROUGH HALL COUNCIL ROOM  , 26 ROCKLEIGH ROAD   WILLOW AVENUE   ROCKLEIGH NJ 07647
NJ,county,,MIDDLETOWN-00-36,PORT MONMOUTH SCHOOL LOBBY AT RT 36 ENTRANCE  ,202 MAIN ST   MIDDLETOWN NJ 07758
NJ,county,,SOUTH BRUNSWICK-00-05,COMMUNITY CENTER  GYM,124 NEW RD   SOUTH BRUNSWICK NJ 08852
NJ,county,,MIDDLETOWN-00-37,THORNE MIDDLE SCHOOL TEACHERS LOUNGE  ,70 MURPHY ROAD   MIDDLETOWN NJ 07758
NJ,county,,FLORENCE TOWNSHIP-02-02,FLORENCE VOLUNTEER FIRE COMPANY #1 MAIN ROOM ,401 FIREHOUSE LN   FLORENCE TOWNSHIP NJ 08518
NJ,county,,MIDDLETOWN-00-38,MIDDLETOWN HIGH SCHOOL SOUTH MAIN LOBBY  ,900 NUTSWAMP RD   MIDDLETOWN NJ 07748
NJ,county,,WASHINGTON-00-18,WASHINGTON TWP SENIOR CENTER  ,315 GREENTREE RD   WASHINGTON NJ 08012
NJ,county,,MIDDLETOWN-00-39,MIDDLETOWN HIGH SCHOOL SOUTH MAIN LOBBY  ,900 NUTSWAMP RD   MIDDLETOWN NJ 07748
NJ,county,,FRANKLIN TWP-03-31,FRANKLIN PARK FIREHOUSE  ,2 CLAREMONT RD   FRANKLIN TWP NJ 08823
NJ,county,,MIDDLETOWN-00-40,SHADOW LAKE VILLAGE CLUB HOUSE  ,1 LOCH ARBOR WAY   RED BANK NJ 07701
NJ,county,,SUMMIT-01-11,SENIOR HIGH SCHOOL  ,125 KENT PLACE BLVD   SUMMIT NJ 07901
NJ,county,,TEANECK-00-09,BENJAMIN FRANKLIN MIDDLE SCHOOL  ,1315 TAFT RD   TEANECK NJ 07666
NJ,county,,MIDDLETOWN-00-41,SHADOW LAKE VILLAGE CLUB HOUSE  ,1 LOCH ARBOR WAY   RED BANK NJ 07701
NJ,county,,MIDDLETOWN-00-42,LINCROFT SCHOOL ALL PURPOSE ROOM  ,729 NEWMAN SPRINGS RD   MIDDLETOWN NJ 07738
NJ,county,,MAPLEWOOD-00-09,MAPLEWOOD COMMUNITY CENTER (H)  ,120 BURNETT AVE   MAPLEWOOD NJ 07040
NJ,county,,MIDDLETOWN-00-43,MIDDLETOWN HIGH SCHOOL SOUTH MAIN LOBBY  ,900 NUTSWAMP RD   MIDDLETOWN NJ 07748
NJ,county,,MORRIS TOWNSHIP-00-23,FRELINGHUYSEN SCHOOL  GIRLS GYM,200 WEST HANOVER AVE   MORRIS TOWNSHIP NJ 07960
NJ,county,,MIDDLETOWN-00-44,MIDDLETOWN HIGH SCHOOL SOUTH MAIN LOBBY  ,900 NUTSWAMP RD   MIDDLETOWN NJ 07748
NJ,county,,BERNARDS TWP-00-10,RIDGE OAK II  ,35 LINDBERGH LN   BERNARDS TWP NJ 07920
NJ,county,,MIDDLETOWN-00-45,MIDDLETOWN VILLAGE SCHOOL ALL PURPOSE ROOM  ,147 KINGS HWY   MIDDLETOWN NJ 07748
NJ,county,,MIDDLETOWN-00-46,THORNE MIDDLE SCHOOL TEACHERS LOUNGE  ,70 MURPHY ROAD   MIDDLETOWN NJ 07758
NJ,county,,SUMMIT-01-12,SENIOR HIGH SCHOOL  ,125 KENT PLACE BLVD   SUMMIT NJ 07901
NJ,county,,MILLSTONE-00-01,MILLSTONE TOWNSHIP COMMUNITY CENTER FIRST FLOOR  ,463 STAGECOACH RD   MILLSTONE NJ 08510
NJ,county,,MILLSTONE-00-02,MILLSTONE TOWNSHIP COURT BUILDING MEETING ROOM  ,215 MILLSTONE RD   MILLSTONE NJ 08535
NJ,county,,SOUTH BRUNSWICK-00-07,CONSTABLE SCHOOL  MEDIA LIBRARY ROOM,29 CONSTABLE RD   SOUTH BRUNSWICK NJ 08824
NJ,county,,MILLSTONE-00-03,MILLSTONE TOWNSHIP MIDDLE SCHOOL  ,5 DAWSON CT   MILLSTONE NJ 08535
NJ,county,,BERNARDS TWP-00-11,FELLOWSHIP VILLAGE HEALTH CENTER  ,9000 FELLOWSHIP RD   BERNARDS TWP NJ 07920
NJ,county,,MILLSTONE-00-04,MILLSTONE TOWNSHIP MIDDLE SCHOOL  ,5 DAWSON CT   MILLSTONE NJ 08535
NJ,county,,MILLSTONE-00-05,MILLSTONE TOWNSHIP MIDDLE SCHOOL  ,5 DAWSON CT   MILLSTONE NJ 08535
NJ,county,,SUMMIT-02-01,SUMMIT COMMUNITY CENTER  ,100 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,MILLSTONE-00-06,MILLSTONE TOWNSHIP MIDDLE SCHOOL  ,5 DAWSON CT   MILLSTONE NJ 08535
NJ,county,,MILLSTONE-00-07,MILLSTONE TOWNSHIP COMMUNITY CENTER FIRST FLOOR  ,463 STAGECOACH RD   MILLSTONE NJ 08510
NJ,county,,SOUTH BRUNSWICK-00-08,COMMUNITY CENTER  GYM,124 NEW RD   SOUTH BRUNSWICK NJ 08852
NJ,county,,MONMOUTH BEACH-00-01,MUNICIPAL BUILDING COURT ROOM  ,22 BEACH RD   MONMOUTH BEACH NJ 07750
NJ,county,,MONMOUTH BEACH-00-02,MUNICIPAL BUILDING COURT ROOM  ,22 BEACH RD   MONMOUTH BEACH NJ 07750
NJ,county,,WASHINGTON-00-21,ST. JOHNS METHODIST CHURCH  ,149 GANTTOWN RD   WASHINGTON NJ 08012
NJ,county,,NEPTUNE CITY-00-01,NEPTUNE CITY FIRST AID BUILDING  ,97 W SYLVANIA AVE   NEPTUNE CITY NJ 07753
NJ,county,,NEPTUNE CITY-00-02,NEPTUNE CITY FIRST AID BUILDING  ,97 W SYLVANIA AVE   NEPTUNE CITY NJ 07753
NJ,county,,SUMMIT-02-02,SUMMIT COMMUNITY CENTER  ,100 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,NEPTUNE CITY-00-03,NEPTUNE CITY COMMUNITY CENTER  ,117 THIRD AVE   NEPTUNE CITY NJ 07753
NJ,county,,NEPTUNE CITY-00-04,NEPTUNE CITY COMMUNITY CENTER  ,117 THIRD AVE   NEPTUNE CITY NJ 07753
NJ,county,,MAPLEWOOD-00-12,MAPLEWOOD COMMUNITY CENTER (H)  ,120 BURNETT AVE   MAPLEWOOD NJ 07040
NJ,county,,NEPTUNE TWP-00-01,WASHINGTON FIRE HOUSE  ,50 OLIN ST   NEPTUNE TWP NJ 07756
NJ,county,,STRATFORD-00-03,STRATFORD SENIOR  CITIZEN BLDG.  ,302 UNION AVE   STRATFORD NJ 08084
NJ,county,,NEPTUNE TWP-00-02,FRANCIS ASBURY MANOR  ,70 STOCKTON AVE   NEPTUNE TWP NJ 07756
NJ,county,,WASHINGTON-00-22,ST. JOHNS METHODIST CHURCH  ,149 GANTTOWN RD   WASHINGTON NJ 08012
NJ,county,,NEPTUNE TWP-00-03,FRANCIS ASBURY MANOR  ,70 STOCKTON AVE   NEPTUNE TWP NJ 07756
NJ,county,,NEPTUNE TWP-00-04,SHARK RIVER HILLS FIRE HOUSE  ,200 BRIGHTON AVE   NEPTUNE TWP NJ 07753
NJ,county,,SUMMIT-02-03,SUMMIT COMMUNITY CENTER  ,100 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,NEPTUNE TWP-00-05,SHARK RIVER HILLS FIRE HOUSE  ,200 BRIGHTON AVE   NEPTUNE TWP NJ 07753
NJ,county,,RUTHERFORD-00-05,WASHINGTON SCHOOL-MULTI PURPOSE ROOM  ,89 WOOD ST   RUTHERFORD NJ 07070
NJ,county,,NEPTUNE TWP-00-06,HAMILTON FIRE HOUSE  ,10 JUMPING BROOK RD   NEPTUNE TWP NJ 07753
NJ,county,,SOUTH BRUNSWICK-00-10,CONSTABLE SCHOOL  MEDIA LIBRARY ROOM,29 CONSTABLE RD   SOUTH BRUNSWICK NJ 08824
NJ,county,,NEPTUNE TWP-00-07,UNEXCELLED FIRE HOUSE  ,1120 CORLIES AVE   NEPTUNE TWP NJ 07753
NJ,county,,MANSFIELD TOWNSHIP-00-04,HOMESTEAD CLUBHOUSE BALLROOM ,120 HOMESTEAD DR   MANSFIELD TOWNSHIP NJ 08022
NJ,county,,NEPTUNE TWP-00-08,NEPTUNE FIRST AID SQUAD  ,5 NEPTUNE BLVD   NEPTUNE TWP NJ 07753
NJ,county,,WASHINGTON-00-23,WASHINGTON TWP AMBULANCE HALL  ,4 WILLOW ST   WASHINGTON NJ 08012
NJ,county,,NEPTUNE TWP-00-09,NEPTUNE SENIOR CENTER  ,1607 CORLIES AVE   NEPTUNE TWP NJ 07753
NJ,county,,FRANKLIN TWP-03-32,FRANKLIN PARK FIREHOUSE  ,2 CLAREMONT RD   FRANKLIN TWP NJ 08823
NJ,county,,NEPTUNE TWP-00-10,LIGHTHOUSE OF DELIVERANCE CHURCH OF CHRIST  ,2739 W BANGS AVE   NEPTUNE TWP NJ 07753
NJ,county,,SUMMIT-02-04,SUMMIT MIDDLE SCHOOL  ,272 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,TEANECK-00-10,HAWTHORNE SCHOOL  ,201 FYCKE LN   TEANECK NJ 07666
NJ,county,,NEPTUNE TWP-00-11,LIBERTY FIRE HOUSE  ,1520 MONROE AVE   NEPTUNE TWP NJ 07753
NJ,county,,NEPTUNE TWP-00-12,NEPTUNE MUNICIPAL BUILDING  ,25 NEPTUNE BLVD   NEPTUNE TWP NJ 07753
NJ,county,,SOUTH BRUNSWICK-00-11,GREENBROOK SCHOOL  ,23 ROBERTS ST   SOUTH BRUNSWICK NJ 08824
NJ,county,,NEPTUNE TWP-00-13,SHARK RIVER HILLS FIRE HOUSE  ,200 BRIGHTON AVE   NEPTUNE TWP NJ 07753
NJ,county,,NEPTUNE TWP-00-14,SUMMERFIELD SCHOOL  ,527 GREEN GROVE RD   NEPTUNE TWP NJ 07753
NJ,county,,WASHINGTON-00-24,WASHINGTON TWP AMBULANCE HALL  ,4 WILLOW ST   WASHINGTON NJ 08012
NJ,county,,EVESHAM TOWNSHIP-00-29,RICE SCHOOL GYM ,50 CROWN ROYAL PKWY   EVESHAM TOWNSHIP NJ 08053
NJ,county,,NEPTUNE TWP-00-15,HAMILTON FIRST AID SQUAD  ,3600 HWY 33   NEPTUNE TWP NJ 07753
NJ,county,,NEPTUNE TWP-00-16,SHARK RIVER HILLS FIRE HOUSE  ,200 BRIGHTON AVE   NEPTUNE TWP NJ 07753
NJ,county,,HAMILTON-00-06,PROJECT FREEDOM AT HAMILTON  COMMUNITY ROOM,715 KUSER RD   HAMILTON NJ 08619
NJ,county,,NEPTUNE TWP-00-17,HAMILTON FIRE HOUSE  ,10 JUMPING BROOK RD   NEPTUNE TWP NJ 07753
NJ,county,,NEPTUNE TWP-00-18,SUMMERFIELD SCHOOL  ,527 GREEN GROVE RD   NEPTUNE TWP NJ 07753
NJ,county,,SOUTH BRUNSWICK-00-12,GREENBROOK SCHOOL  ,23 ROBERTS ST   SOUTH BRUNSWICK NJ 08824
NJ,county,,NEPTUNE TWP-00-19,GREEN GROVE SCHOOL  ,909 GREEN GROVE RD   NEPTUNE TWP NJ 07753
NJ,county,,NEPTUNE TWP-00-20,GREEN GROVE SCHOOL  ,909 GREEN GROVE RD   NEPTUNE TWP NJ 07753
NJ,county,,BERNARDS TWP-00-16,FELLOWSHIP VILLAGE  ,8000 FELLOWSHIP RD   BERNARDS TWP NJ 07920
NJ,county,,OCEAN-00-01,WEST PARK RECREATION CENTER  ,615 W PARK AVE   OCEAN NJ 07755
NJ,county,,OCEAN-00-02,TOWNSHIP OF OCEAN SEWERAGE AUTHORITY BUILDING  ,224 ROOSEVELT AVE   OCEAN NJ 07755
NJ,county,,SUMMIT-02-06,SUMMIT MIDDLE SCHOOL  ,272 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,OCEAN-00-03,TOWNSHIP OF OCEAN COURT ROOM MAIN ENTRANCE  ,399 MONMOUTH RD   OCEAN NJ 07711
NJ,county,,OCEAN-00-04,TOWNSHIP OF OCEAN COURT ROOM MAIN ENTRANCE  ,399 MONMOUTH RD   OCEAN NJ 07711
NJ,county,,MAPLEWOOD-00-13,MAPLEWOOD COMMUNITY CENTER (H)  ,120 BURNETT AVE   MAPLEWOOD NJ 07040
NJ,county,,OCEAN-00-05,TOWNSHIP OF OCEAN COURT ROOM MAIN ENTRANCE  ,399 MONMOUTH RD   OCEAN NJ 07711
NJ,county,,OCEAN-00-06,WEST PARK RECREATION CENTER  ,615 W PARK AVE   OCEAN NJ 07755
NJ,county,,WASHINGTON-00-26,WASHINGTON TWP MUNICIPAL BUILDING  ,523 EGG HARBOR RD   WASHINGTON NJ 08080
NJ,county,,OCEAN-00-07,TOWNSHIP OF OCEAN COURT ROOM MAIN ENTRANCE  ,399 MONMOUTH RD   OCEAN NJ 07711
NJ,county,,OCEAN-00-08,OCEAN TOWNSHIP ELEMENTARY SCHOOL MAIN ENTRANCE  ,555 DOW AVE   OCEAN NJ 07755
NJ,county,,LITTLE FERRY-00-01,MEMORIAL SCHOOL GYM BACK ENT.  ,130 LIBERTY ST   LITTLE FERRY NJ 07643
NJ,county,,OCEAN-00-09,FIRST UNITED METHODIST CHURCH OF OAKHURST  ,103 MONMOUTH RD   OCEAN NJ 07755
NJ,county,,OCEAN-00-10,OCEAN TOWNSHIP ELEMENTARY SCHOOL MAIN ENTRANCE  ,555 DOW AVE   OCEAN NJ 07755
NJ,county,,MILLBURN-00-01,CASA COLOMBO (H)  ,189 MAIN ST   MILLBURN NJ 07041
NJ,county,,OCEAN-00-11,FIRST UNITED METHODIST CHURCH OF OAKHURST  ,103 MONMOUTH RD   OCEAN NJ 07755
NJ,county,,STRATFORD-00-04,PARKVIEW SCHOOL  OFF SUNNYBROOK  FRONT FOYER,1 PARKVIEW RD. ( OFF SUNNYBROOK )   STRATFORD NJ 08084
NJ,county,,OCEAN-00-12,TOWNSHIP OF OCEAN COMMUNITY GYM   SPORTS COMPLEX  ,1100 W PARK AVE   OCEAN NJ 07712
NJ,county,,WASHINGTON-00-27,WASHINGTON TWP MUNICIPAL BUILDING  ,523 EGG HARBOR RD   WASHINGTON NJ 08080
NJ,county,,OCEAN-00-13,TWP OF OCEAN INTERMEDIATE SCHOOL MAIN ENTRANCE  ,1200 W.PARK AVE   OCEAN NJ 07712
NJ,county,,PATERSON-06-10,NEW SOUTH PATERSON LIBRARY COMPLEX  ,930 MAIN ST   PATERSON NJ 07503
NJ,county,,OCEAN-00-14,FIRST PRESBYTERIAN CHURCH (CHURCH ON THE HILL)  ,10 COLD INDIAN SPRINGS RD   OCEAN NJ 07712
NJ,county,,SUMMIT-02-08,SENIOR CITIZEN HOUSING COMPLEX  ,12 CHESTNUT AVE   SUMMIT NJ 07901
NJ,county,,OCEAN-00-15,FIRST PRESBYTERIAN CHURCH (CHURCH ON THE HILL)  ,10 COLD INDIAN SPRINGS RD   OCEAN NJ 07712
NJ,county,,ROCHELLE PARK-00-03,BOROUGH HALL-SENIOR CENTER  ,151 W PASSAIC ST   ROCHELLE PARK NJ 07662
