state,jurisdiction_type,county_name,precinct_name,name,address
NJ,county,,MOUNT OLIVE TOWNSHIP-00-07,TINC ROAD SCHOOL  GYM,24 TINC RD   FLANDERS NJ 07836
NJ,county,,LAWRENCE-00-09,SLACKWOOD FIRE COMPANY  ,21 SLACK AVENUE   LAWRENCE NJ 08648
NJ,county,,PEMBERTON TOWNSHIP-00-04,PEMBERTON LIBRARY  ,16 BROADWAY   BROWNS MILLS NJ 08015
NJ,county,,SOUTH BRUNSWICK-00-14,CROSSROADS SCHOOL SOUTH  ,195 MAJOR RD   SOUTH BRUNSWICK NJ 08852
NJ,county,,WILLINGBORO TOWNSHIP-00-35,TWIN HILL SCHOOL ALL PURPOSE ROOM ,110 TWIN HILL DR   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,UNION-00-17,YM-YWHA OF UNION COUNTY  ,501 GREEN LA   UNION NJ 07083
NJ,county,,WILLINGBORO TOWNSHIP-00-30,STUART SCHOOL ALL PURPOSE ROOM ,70 S SUNSET RD   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,EAST WINDSOR-00-16,PERRY L. DREW SCHOOL GYMNASIUM GYMNASIUM,70 TWIN RIVERS DRIVE NORTH   EAST WINDSOR NJ 08520
NJ,county,,MOUNT LAUREL TOWNSHIP-00-06,MOUNT LAUREL FELLOWSHIP FIRE STATION BAY AREA ,3824 CHURCH RD   MOUNT LAUREL TOWNSHIP NJ 08054
NJ,county,,LAWRENCE-00-06,LAWRENCE ROAD FIRE COMPANY  ,1252 LAWRENCE RD   LAWRENCE NJ 08648
NJ,county,,OCEAN-00-05,THE ENGLISH MANOR  ,1 ENGLISH LN   OCEAN NJ 07712
NJ,county,,DELRAN TOWNSHIP-02-06,CALVARY CHURCH CLASSROOM #2 ,317 CONROW RD   DELRAN TOWNSHIP NJ 08075
NJ,county,,PEMBERTON TOWNSHIP-00-01,BROWNS MILLS VOLUNTEER FIRE COMPANY #1 MAIN BAY ,15 TRENTON RD   BROWNS MILLS NJ 08015
NJ,county,,WILLINGBORO TOWNSHIP-00-26,GARFIELD EAST SCHOOL ALL PURPOSE ROOM ,150 EVERGREEN DR   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,SUMMIT-02-10,BRAYTON SCHOOL  ,89 TULIP ST   SUMMIT NJ 07901
NJ,county,,LUMBERTON TOWNSHIP-00-04,LUMBERTON FIREHOUSE BAY AREA ,561 MAIN ST   LUMBERTON NJ 08048
NJ,county,,RIVERSIDE TOWNSHIP-00-02,RIVERSIDE FIRE CO  ,14 W SCOTT ST   RIVERSIDE NJ 08075
NJ,county,,WASHINGTON TOWNSHIP-00-01,FAIRMOUNT FIRE HOUSE  MAIN ROOM,12 PARKER RD   WASHINGTON TOWNSHIP NJ 07853
NJ,county,,CINNAMINSON TOWNSHIP-00-01,EAST RIVERTON COMMUNITY CENTER COMMUNITY ROOM ,905 JAMES ST   CINNAMINSON TOWNSHIP NJ 08077
NJ,county,,PATERSON-03-04,RIVERSIDE VETERANS COMMUNITY   RECREATION CENTER  ,165 5TH AVE   PATERSON NJ 07524
NJ,county,,MAPLEWOOD-00-11,MAPLEWOOD COMMUNITY CENTER (H)  ,120 BURNETT AVE   MAPLEWOOD NJ 07040
NJ,county,,FREDON-07-04,FREDON CIVIC CENTER  ,436 STATE RT 94   FREDON NJ 07860
NJ,county,,HAMILTON TWP-00-07,GEORGE L HESS SCHOOL AUDITORIUM  ,700 BABCOCK RD   HAMILTON TWP NJ 08330
NJ,county,,LAWRENCE-00-11,LAWRENCE ROAD FIRE COMPANY  ,1252 LAWRENCE RD   LAWRENCE NJ 08648
NJ,county,,RIVERSIDE TOWNSHIP-00-08,RIVERSIDE HIGH SCHOOL ALL PURPOSE ROOM ,112 E WASHINGTON ST   RIVERSIDE TOWNSHIP NJ 08075
NJ,county,,GARWOOD-00-02,MUNICIPAL BUILDING  ,403 SOUTH AVE   GARWOOD NJ 07027
NJ,county,,PASSAIC-04-01,PASSAIC CITY HALL  ,330 PASSAIC ST   PASSAIC NJ 07055
NJ,county,,RIVERSIDE TOWNSHIP-00-03,RIVERSIDE FIRE CO  ,14 W SCOTT ST   RIVERSIDE NJ 08075
NJ,county,,WILLINGBORO TOWNSHIP-00-34,TWIN HILL SCHOOL ALL PURPOSE ROOM ,110 TWIN HILL DRIVE   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,EWING-00-17,EWING HIGH SCHOOL  ,900 PARKWAY AVENUE   EWING NJ 08618
NJ,county,,BURLINGTON TOWNSHIP-00-01,BEVERLY ROAD FIREHOUSE MEETING ROOM ,1001 BEVERLY RD   BURLINGTON TOWNSHIP NJ 08016
NJ,county,,BRICK-00-13,LIONSHEAD NORTH CLUBHOUSE  ,200 COURTSHIRE DR   BRICK NJ 08723
NJ,county,,PEMBERTON TOWNSHIP-00-13,MESSIAH LUTHERAN BRETHREN CHURCH FELLOWSHIP HALL ,530 VIRGINIA DR   BROWNS MILLS NJ 08015
NJ,county,,FREDON-07-03,FREDON CIVIC CENTER  ,436 STATE RT 94   FREDON NJ 07860
NJ,county,,LUMBERTON TOWNSHIP-00-05,LUMBERTON FIREHOUSE BAY AREA ,561 MAIN ST   LUMBERTON NJ 08048
NJ,county,,PEMBERTON TOWNSHIP-00-08,DOMINIQUE JOHNSON RECREATION CENTER  ,101 SCRAPETOWN ROAD   PEMBERTON NJ 08068
NJ,county,,SOUTH BRUNSWICK-00-11,BRUNSWICK ACRES SCHOOL  ,41 KORY DR   KENDALL PARK NJ 08824
NJ,county,,WILLINGBORO TOWNSHIP-00-02,STUART SCHOOL ALL PURPOSE ROOM ,70 S SUNSET RD   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,MOORESTOWN TOWNSHIP-00-13,MOORESTOWN HOSE COMPANY # 1  ,261 W MAIN ST   MOORESTOWN NJ 08057
NJ,county,,BURLINGTON TOWNSHIP-00-08,MIDDLE SCHOOL AT SPRINGSIDE GYM ,1600 BURLINGTON BYP   BURLINGTON TOWNSHIP NJ 08016
NJ,county,,WOOLWICH-00-02,KINGSWAY REGIONAL HIGH SCHOOL  ,201 KINGS HW   WOOLWICH TWP NJ 08085
NJ,county,,RIVERSIDE TOWNSHIP-00-05,RIVERSIDE FIRE CO  ,14 W SCOTT ST   RIVERSIDE NJ 08075
NJ,county,,MEDFORD TOWNSHIP-00-09,MEDFORD LEAS LINDEN ROOM ,1 MEDFORD LEAS   MEDFORD TOWNSHIP NJ 08055
NJ,county,,FREDON-07-02,FREDON CIVIC CENTER  ,436 STATE RT 94   FREDON NJ 07860
NJ,county,,WILLINGBORO TOWNSHIP-00-21,TWIN HILL SCHOOL ALL PURPOSE ROOM ,110 TWIN HILL DR   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,HAMILTON-00-04,HAMILTON HIGH SCHOOL WEST GYM ENTRANCE ,2720 S CLINTON AVE   HAMILTON NJ 08610
NJ,county,,MANSFIELD TOWNSHIP-00-05,HOMESTEAD CLUBHOUSE BALLROOM ,120 HOMESTEAD DR   MANSFIELD TOWNSHIP NJ 08022
NJ,county,,SUMMIT-02-01,SUMMIT COMMUNITY CENTER  ,100 MORRIS AVE   SUMMIT NJ 07901
NJ,county,,PEMBERTON TOWNSHIP-00-05,PEMBERTON LIBRARY  ,16 BROADWAY   BROWNS MILLS NJ 08015
NJ,county,,BURLINGTON TOWNSHIP-00-06,CHURCH OF THE NAZARENE FOYER ,704 SUNSET RD   BURLINGTON TOWNSHIP NJ 08016
NJ,county,,CLIFTON-01-09,SCHOOL #9  ,25 BRIGHTON RD   CLIFTON NJ 07012
NJ,county,,BURLINGTON TOWNSHIP-00-05,PRESBYTERIAN CHURCH OF BURLINGTON FOYER ,300 MILL RD   BURLINGTON TOWNSHIP NJ 08016
NJ,county,,PEMBERTON TOWNSHIP-00-09,PEMBERTON TOWNSHIP MUNICIPAL BLDG.  , 500 PEMBERTON - BROWNS MILLS RD   NEW LISBON NJ 08064
NJ,county,,FREDON-07-01,FREDON CIVIC CENTER  ,436 STATE RT 94   FREDON NJ 07860
NJ,county,,PEMBERTON TOWNSHIP-00-03,BROWNS MILLS VOLUNTEER FIRE COMPANY #1 MAIN BAY ,15 TRENTON ROAD   BROWNS MILLS NJ 08015
NJ,county,,LAWRENCE-00-10,SLACKWOOD FIRE COMPANY  ,21 SLACK AVENUE   LAWRENCE NJ 08648
NJ,county,,ROSELLE PARK-03-01,CASANO COMMUNITY CENTER  ,314 CHESTNUT ST   ROSELLE PARK NJ 07204
NJ,county,,PEMBERTON TOWNSHIP-00-02,BROWNS MILLS VOLUNTEER FIRE COMPANY #1 MAIN BAY ,15 TRENTON ROAD   BROWNS MILLS NJ 08015
NJ,county,,EVESHAM TOWNSHIP-00-03,VAN ZANT SCHOOL ALL PURPOSE ROOM ,270 CONESTOGA DR   MARLTON NJ 08053
NJ,county,,MIDDLETOWN-00-23,BAYVIEW SCHOOL ALL PURPOSE ROOM  ,300 LEONARDVILLE RD   BELFORD NJ 07718
NJ,county,,BURLINGTON TOWNSHIP-00-03,PRESBYTERIAN CHURCH OF BURLINGTON FOYER ,300 MILL RD   BURLINGTON TOWNSHIP NJ 08016
NJ,county,,SHAMONG TOWNSHIP-00-02,LENAPE REGIONAL HIGH SCHOOL DISTRICT HEADQUARTERS  ,93 WILLOW GROVE RD   SHAMONG NJ 08088
NJ,county,,FRANKLIN-06-03,AMERICAN LEGION HOME POST #132  ,57 MITCHELL AVE   FRANKLIN NJ 07416
NJ,county,,SCOTCH PLAINS-00-22,SOUTHWYCK VILLAGE CLUBHOUSE  ,1 CARRIAGE DR   SCOTCH PLAINS NJ 07076
NJ,county,,MOUNT HOLLY TOWNSHIP-00-05,MOUNT HOLLY TWP MUNICIPAL BUILDING  ,23 WASHINGTON ST   MOUNT HOLLY TOWNSHIP NJ 08060
NJ,county,,WILLINGBORO TOWNSHIP-00-33,MEMORIAL MIDDLE SCHOOL ALL PURPOSE ROOM ,451 VANSCIVER PKWY   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,FANWOOD-00-05,TERRILL ROAD BIBLE CHAPEL  ,535 TERRILL RD   FANWOOD NJ 07023
NJ,county,,BARNEGAT-00-08,MIRAGE CLUBHOUSE MAIN ROOM ,1 ESPLANADE DR   BARNEGAT NJ 08005
NJ,county,,WILLINGBORO TOWNSHIP-00-16,HAWTHORNE SCHOOL ALL PURPOSE ROOM ,84 HAMPSHIRE LANE   WILLINGBORO TOWNSHIP NJ 08046
NJ,county,,RIVERTON BORO-00-02,RIVERTON PUBLIC SCHOOL ALL PURPOSE ROOM ,600 FIFTH STREET   RIVERTON NJ 08077
NJ,county,,MEDFORD TOWNSHIP-00-07,CRANBERRY PINES SCHOOL GYM ,400 FAIRVIEW ROAD   MEDFORD TOWNSHIP NJ 08055
