state,jurisdiction_type,county_name,precinct_name,name,address
KY,county,,MAYSVILLE 4,CENTRAL BAPTIST CHURCH,FELLOWSHIP HALL/437 CENTRAL AV Maysville KY 41056
KY,county,,NORTHEAST BUCKNER,OLDHAM CO KIWANIS BLDG,2505 W HWY 146 Lagrange KY 40031
KY,county,,BROOKS #12,BROOKS ELEMENTARY SCHOOL,1430 BROOKS HILL RD Brooks KY 40109
KY,county,,MARKET GARDEN,GLENEAGLES APARTMENTS CLUBHOUSE,2920 POLO CLUB BLVD. Lexington KY 40509
KY,county,,LIVING HOPE BAPTIST,LIVING HOPE BAPTIST CHURCH,6305 EAGLE WAY Hopkinsville KY 42240
KY,county,,MOORELAND,STONEY FALLS APTS. CLUBHOUSE,2020 ARMSTRONG MILL RD. Lexington KY 40515
KY,county,,BROADWAY,13TH ST CLUB,1013 E 13TH ST Bowling Green KY 42101
KY,county,,EAST LAKE,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRE OAK DR. Lexington KY 40515
KY,county,,BRANDYWINE,NORTHPOINT LEXINGTON HEALTHCARE,1500 TRENT BLVD. Lexington KY 40515
KY,county,,MADISONVILLE NORTH 20,RIZPAH TEMPLE,3300 HANSON RD Madisonville KY 42431
KY,county,,PARK PLACE,PARK PLACE APARTMENTS,4030 TATES CREEK RD. Lexington KY 40517
KY,county,,RIDGEBROOK,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY RD. Lexington KY 40509
KY,county,,BEWLEYVILLE,BEWLEYVILLE METHODIST CHURCH,4495 S HWY 333 Irvington KY 40146
KY,county,,STOP,VOTING HOUSE,MURL/CABELL RD Monticello KY 42633
KY,county,,EAST HILLS,LEXINGTON COMM OF CHRIST CHURCH,3288 BEAVER CREEK DR. Lexington KY 40515
KY,county,,EAST MANCHESTER,CLAY CO ADM BUILDING,102 RICHMOND RD Manchester KY 40962
KY,county,,ROSEWOOD,DIXIE MAGNET SCHOOL,1940 EASTLAND PKWY. Lexington KY 40505
KY,county,,BROADMOOR,FIRST UNITED METHODIST CHURCH,4131 TODDS RD. Lexington KY 40509
KY,county,,OLD FARM,OLD FARM APT. CLUBHOUSE,3751 APPIAN WAY Lexington KY 40517
KY,county,,YELVINGTON NORTH,YELVINGTON FIRE STATION,1124 YELVINGTON KNOTTSVILLE RD Maceo KY 42355
KY,county,,SADDLEBROOK,STONEY BROOKE APT. CLUBHOUSE,175 N. MT. TABOR RD. Lexington KY 40509
KY,county,,WILKES RUN,OUR REDEEMER LUTHERAN CHURCH,2255 EASTLAND PKWY. Lexington KY 40505
KY,county,,WAR CREEK,SEBASTIAN MIDDLE SCHOOL,244 LBJ RD Jackson KY 41339
KY,county,,BAY SPRINGS PARK,MACEDONIA CHRISTIAN CHURCH,4551 WINCHESTER RD. Lexington KY 40509
KY,county,,BOONE STATION,BOONE'S CREEK BAPTIST CHURCH,185 N. CLEVELAND RD. Lexington KY 40509
KY,county,,HOODS CREEK,FAIRVIEW HIGH SCHOOL,2123 MAIN ST Ashland KY 41102
KY,county,,PRECINCT 141 41 DISTRICT,WALNUT STREET BAPTIST CH,1101 S 3RD ST Louisville KY 40203
KY,county,,BURKEWOOD,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY RD. Lexington KY 40509
KY,county,,SOUTHGATE C,SOUTHGATE FIREHOUSE,128 ELECTRIC AVE Ft Thomas KY 41075
KY,county,,GINGERMILL,EAGLE CREEK BRANCH LIBRARY,101 N. EAGLE CREEK DR. Lexington KY 40509
KY,county,,RAVENNA,NATIONAL GUARD ARMORY BLDG,335 COW CREEK RD Ravenna KY 40472
KY,county,,NEW CITY WEST,HAMILTON AUDITORIUM,105 S COLUMBIA AVE Campbellsville KY 42718
KY,county,,SPRINGRIDGE,CENTRAL CITY ELEMENTARY SCHOOL,1501 N 2ND ST Central City KY 42330
KY,county,,FORTUNE HILL,LIBERTY COMMONS,2101 CORNERSTONE DR. Lexington KY 40509
KY,county,,NORTH BOONEVILLE EAST,COURTHOUSE-2 FLOOR-LAST RM LEFT,MAIN ST Booneville KY 41314
KY,county,,OWENSBORO #34,OWENSBORO 5/6 CENTER,2631 S GRIFFITH AVE Owensboro KY 42301
KY,county,,STATE GARAGE,STATE GARAGE,460 HWY 30E Jackson KY 41339
KY,county,,LIBERTY STATION,EASTLAND CHURCH OF GOD,2598 LIBERTY RD. Lexington KY 40509
KY,county,,MT. RUSHMORE,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRE OAK DR. Lexington KY 40515
KY,county,,OWINGSVILLE NO. 2,BATH COUNTY MIDDLE SCHOOL,335 WEST MAIN ST Owingville KY 40360
KY,county,,WOODFIELD,THE CLUB AT HARTLAND,4910 HARTLAND PKWY. Lexington KY 40515
KY,county,,HORSESHOE,MACEDONIA CHRISTIAN CHURCH,4551 WINCHESTER RD. Lexington KY 40509
KY,county,,STANLEY,STANLEY FIRE STATION,159 STATE ROUTE 1554 Owensboro KY 42301
KY,county,,ELK CREEK #8,SPENCER CHRISTIAN CHURCH,5720 TAYLORSVILLE RD Fisherville KY 40023
KY,county,,WITHERSPOON,ANDERSON CO MIDDLE SCHOOL,200 W WOODFORD ST Lawrenceburg KY 40342
KY,county,,CENTER,FIRE HOUSE,CENTER-PEGGYVILLE RD Center KY 42214
KY,county,,RIO DOSA,RICHMOND PLACE,3051 RIO DOSA DR. Lexington KY 40509
KY,county,,PRECINCT 138 42 DISTRICT,CRESCENT HILL PRESB CHURCH,142 CRESCENT AVE Louisville KY 40206
KY,county,,FREDERICKTOWN,FREDERICKTOWN ELEMENTARY SCHOOL,318 FREDERICKTOWN RD Springfield KY 40069
KY,county,,MANY OAKS PARK,MACEDONIA CHRISTIAN CHURCH,4551 WINCHESTER RD. Lexington KY 40509
KY,county,,NORTH POINTE,BRYAN STATION HIGH SCHOOL,201 EASTIN RD. Lexington KY 40505
KY,county,,KNOTTSVILLE NORTH,MARY CARRICO CATHOLIC SCHOOL GYM,9546 HWY 144 Philpot KY 42366
KY,county,,ROTHBURY,TATES CREEK PRESBYTERIAN CHURCH,3900 RAPID RUN DR. Lexington KY 40515
KY,county,,MT FORAKER,VICTORY BAPTIST CHURCH,2261 ARMSTRONG MILL RD. Lexington KY 40515
KY,county,,SPRING FORK,CARPENTERS GROCERY STORE,7974 HWY 30 E Jackson KY 41339
KY,county,,CRYSTAL FALLS,EASTLAND CHURCH OF GOD,2598 LIBERTY RD. Lexington KY 40509
KY,county,,LIBERTY C,AG/EXPO @ PORK PRODUCERS BLDG,678 WALLACE WILKINSON BLVD Liberty KY 42539
KY,county,,PLEASANT GROVE,TATES CREEK PRESBYTERIAN CHURCH,3900 RAPID RUN DR. Lexington KY 40515
KY,county,,SHEFFIELD PLACE,THE BAPTIST CHURCH AT ANDOVER,3330 TODDS RD. Lexington KY 40509
KY,county,,WEST IRVINE,WEST IRVINE SCHOOL GYM,RIVER VIEW RD Irvine KY 40336
KY,county,,FOUR WYNDS,TWIN PINES CHRISTIAN CHURCH,1139 TANBARK RD. Lexington KY 40515
KY,county,,ISOM,BRANDON TRUCK PARTS,993 HWY 7 S Isom KY 41824
KY,county,,HEARTWOOD,TWIN PINES CHRISTIAN CHURCH,1139 TANBARK RD. Lexington KY 40515
KY,county,,BLANTON BRIDGE,VANCLEVE FIRE DEPARTMENT,5439 HWY 15 N Vancleve KY 41385
KY,county,,CHILESBURG,CORNERSTONE BAPTIST CHURCH,4451 WINCHESTER RD. Lexington KY 40509
KY,county,,BIG CREEK,BIG CREEK ELEMENTARY SCHOOL,523 N HWY 66 Manchester KY 40962
KY,county,,CRESTVIEW,MAIN ST. BAPTIST CHURCH MANOR,428 DARBY CREEK RD. Lexington KY 40509
KY,county,,SUMMERHILL,VICTORY BAPTIST CHURCH,2261 ARMSTRONG MILL RD. Lexington KY 40515
KY,county,,CENTURY HILLS,VICTORY BAPTIST CHURCH,2261 ARMSTRONG MILL RD. Lexington KY 40515
KY,county,,RIVERVIEW,OWENSBORO CHURCH OF CHRIST,3300 US HWY 60 E Owensboro KY 42303
KY,county,,JOUETT CREEK,ATHENS-CHILESBURG ELEMENTARY SCH,930 JOUETT CREEK DR. Lexington KY 40509
KY,county,,LEVI TODD,EDYTHE J. HAYES MIDDLE SCHOOL,260 RICHARDSON PL. Lexington KY 40509
KY,county,,PRECINCT 132 42 DISTRICT,STEPHEN FOSTER TRAD ACADEMY,1401 S 41ST ST Louisville KY 40211
KY,county,,BUCKHORN,ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DR. Lexington KY 40517
KY,county,,GROVES POINT,GOOD SHEPHERD LUTHERAN CHURCH,425 PATCHEN DR. Lexington KY 40517
KY,county,,ELK CREEK,SPENCER CHRISTIAN CHURCH,5720 TAYLORSVILLE RD Fisherville KY 40023
KY,county,,AMHERST,TATES CREEK PRESBYTERIAN CHURCH,3900 RAPID RUN DR. Lexington KY 40515
KY,county,,PLAINVIEW,ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DR. Lexington KY 40517
KY,county,,COPPER CREEK,FIRST ALLIANCE CHURCH,2201 OLD HIGBEE MILL RD. Lexington KY 40514
KY,county,,HIGHLAND PARK,PREMIERE AUCTION & REALTY,550 N HWY 25W Williamsburg KY 40769
KY,county,,DEER CROSSING,FIRST UNITED METHODIST CHURCH,4131 TODDS RD. Lexington KY 40509
KY,county,,BRECK #4,WILLIS MANOR RECREATION ROOM,PARRISH AVE Richmond KY 40475
KY,county,,SHAKER RUN,MACEDONIA CHRISTIAN CHURCH,4551 WINCHESTER RD. Lexington KY 40509
KY,county,,HARDINSBURG #2,HARDINSBURG FIRE DEPARTMENT,107 EAST FIRST ST Hardinsburg KY 40143
KY,county,,MINT HILL,EDYTHE J. HAYES MIDDLE SCHOOL,260 RICHARDSON PL. Lexington KY 40509
KY,county,,BILOXI,CRAWFORD MIDDLE SCHOOL,1813 CHARLESTON DR. Lexington KY 40505
KY,county,,PRECINCT 163 48 DISTRICT,HIGHVIEW BAPTIST CH/E LOBBY,15201 SHELBYVILLE RD Louisville KY 40245
KY,county,,BIG SINK FIREHOUSE,WOODFORD CO AMBULANCE GARAGE,BIG SINK RD Versailles KY 40383
KY,county,,MILLCREEK,MILLCREEK ELEMENTARY SCHOOL,1212 REVA RIDGE WAY Lexington KY 40517
KY,county,,STEPHEN FOSTER,MILLCREEK ELEMENTARY SCHOOL,1212 REVA RIDGE WAY Lexington KY 40517
KY,county,,MILLERS CREEK,NATIONAL GUARD ARMORY BLDG,RT 1 BEATTYVILLE RD Ravenna KY 40472
KY,county,,N ELKHORN,BRYAN STATION BAPTIST CHURCH,3175 BRIAR HILL RD. Lexington KY 40515
KY,county,,DEANFIELD,ZION BAPTIST CHURCH,87 ZION CHURCH RD Reynolds Stat. KY 42368
KY,county,,BROOKEWIND,ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DR. Lexington KY 40517
KY,county,,BEAVER DAM #20,BEAVER DAM INN,1750 U S HWY 231 S Beaver Dam KY 42320
KY,county,,SQUIRE OAK,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRE OAK DR. Lexington KY 40515
KY,county,,MAPLELEAF,THE FOUNTAINS AT ANDOVER,3200 TODDS RD. Lexington KY 40509
KY,county,,KENESAW VILLAGE,TATES CREEK PRESBYTERIAN CHURCH,3900 RAPID RUN DR. Lexington KY 40515
KY,county,,TIMBER CREEK,CROSSROADS CHRISIAN CHURCH,4128 TODDS RD. Lexington KY 40509
KY,county,,ISONVILLE NO. 7,ISONVILL ELEM SCHOOL,GEN DEL Isonville KY 41149
KY,county,,DOVER,WESTERN MASON WATER DISTRICT BLD,2573 MARY INGLES HWY Dover KY 41034
KY,county,,CHETFORD,THE BAPTIST CHURCH AT ANDOVER,3330 TODDS RD. Lexington KY 40509
KY,county,,CLOVERPORT #2,CLOVERPORT SPORTS CENTER,101 4TH ST Cloverport KY 40144
KY,county,,CHESTNUT HILL,CROSSROADS CHRISTIAN CHURCH,4128 TODDS RD. Lexington KY 40509
KY,county,,OWENSBORO #42,CRAVENS ELEMENTARY SCHOOL,2741 CRAVENS AVE Owensboro KY 42301
KY,county,,BELMONT #2,BELMONT ELEMENTARY SCHOOL,814 BELMONT ST Hopkinsville KY 42240
KY,county,,BRECKINRIDGE,BRECKINRIDGE ELEMENTARY SCHOOL,2101 ST. MATHILDA DR. Lexington KY 40502
KY,county,,PRECINCT 115 44 DISTRICT,SHACKLETTE ELEM SCHOOL,5310 MERCURY DR Louisville KY 40258
KY,county,,HAMILTON,BIG BONE STATE PARK GARAGE BLDG\,3380 BEAVER RD HWY 338 Union KY 41091
KY,county,,CHATSWORTH,DIXIE MAGNET SCHOOL,1940 EASTLAND PKWY. Lexington KY 40505
KY,county,,TRAILSIDE,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD. Lexington KY 40511
KY,county,,WELLINGTON,BIG WOODS FIRE HOUSE,HWY 1693 Wellington KY 40387
KY,county,,GREEN ACRES,GREEN ACRES SHELTER,1560 LASALLE RD. Lexington KY 40511
KY,county,,MCQUADY,MC QUADY COMMUNITY BLDG,43 OLD RAILROAD RD Mc Quady KY 40153
KY,county,,HARTS BRANCH,BEECH CREEK RECREATIONAL CENTER,3426 BEECH CREEK RD Manchester KY 40962
KY,county,,ASPENDALE-BLUEGRASS,WILLIAM WELLS BROWN ELEMENTARY,555 E FIFTH ST. Lexington KY 40508
KY,county,,FORKS,HARGETT FIRE DEPT,6932 WINCHESTER RD Irvine KY 40336
KY,county,,COYLE #2,VOTE BUILDING,SAND GAP FIRE DEPARTMENT Sandgap KY 40481
KY,county,,CAMPSIE,LEX TRADITIONAL MAGNET SCHOOL,350 N. LIMESTONE Lexington KY 40508
KY,county,,MARION #1,COURTHOUSE,107 S MAIN ST Marion KY 42064
KY,county,,S LILLARD,ROBERT B TURNER ELEMENTARY,1411 FOX CREEK RD Lawrenceburg KY 40342
KY,county,,HIGHLANDS,HIGHLANDS PARK SHELTER,1991 MARK AVE. Lexington KY 40511
KY,county,,UNION STAR,STEPHENSPORT FIRE DEPT,HWY 144 Stephensport KY 40170
KY,county,,OHIO-WALNUT,GREATER LIBERTY BAPTIST CHURCH,330 CHESTNUT ST. Lexington KY 40508
KY,county,,PERSHING,SOUTHSIDE TECHNICAL CENTER,1800 HARRODSBURG RD. Lexington KY 40504
KY,county,,BUCKLEY,FAIRVIEW HIGH SCHOOL,2123 MAIN ST Ashland KY 41102
KY,county,,FAIRLAWN,ARLINGTON CHRISTIAN CHURCH,1206 N. LIMESTONE Lexington KY 40505
KY,county,,HIGHLAND HTS C,CAMPBELL CO EXTENSION SERVICE,3500 ALEXANDRIA PK Highland Hts KY 41076
KY,county,,HARRODS HILL,PAUL LAURENCE DUNBAR HIGH SCHOOL,1600 MAN O WAR BLVD. Lexington KY 40513
KY,county,,HIGHWAY,HIGHWAY VOTING HOUSE,RT 4 HWY COMMUNITY Albany KY 42602
KY,county,,PINE HILL,MOREHEAD FIRE DEPT #2,3175 FLEMINGSBURG RD Morehead KY 40351
KY,county,,PENROD,DUNMOR FIRE DEPARTMENT,30 E ELM ST Dunmor KY 42339
KY,county,,MEADOWTHORPE,MEADOWTHORPE ELEMENTARY SCHOOL,1710 N. FORBES RD. Lexington KY 40511
KY,county,,BUTLER COMMUNITY CENTER,NORTHERN ELEMENTARY SCHOOL,925 HWY 177 E Butler KY 41006
KY,county,,ARMORY,KENTUCKY NATIONAL GUARD ARMORY,4301 AIRPORT RD. Lexington KY 40510
KY,county,,GARFIELD,SPENCERS ORCHARD BLDG,7939 E HWY 60 Irvington KY 40146
KY,county,,MANSION,GRIFFIN GATE CLUBHOUSE,1470 SUGAR MAPLE LN. Lexington KY 40509
KY,county,,GIBSON PARK,FAYETTE COUNTY CO-OP EXTENSION,1140 RED MILE PL. Lexington KY 40504
KY,county,,MARLBORO,NORTHSIDE BRANCH LIBRARY,1733 RUSSELL CAVE RD. Lexington KY 40505
