state,jurisdiction_type,county_name,precinct_id,name,address
MD,county,Allegany,010-000-1,Westmar Middle School,"16915 Lower Georges Creek Road, SW, Lonaconing, MD 21539"
MD,county,Allegany,010-000-2,Westmar Middle School,"16915 Lower Georges Creek Road, SW, Lonaconing, MD 21539"
MD,county,Allegany,011-000-1,Frost Elementary School,"260 Shaw Street, Frostburg, MD 21532"
MD,county,Allegany,011-000-2,Frost Elementary School,"260 Shaw Street, Frostburg, MD 21532"
MD,county,Allegany,012-000-1,Mountain Ridge High School,"100 Dr. Nancy S. Grasmick Lane, Frostburg, MD 21532"
MD,county,Allegany,012-000-2,Mountain Ridge High School,"100 Dr. Nancy S. Grasmick Lane, Frostburg, MD 21532"
MD,county,Allegany,013-000-1,Mt. Savage Elementary/Middle School,"13201 New School Rd, NW, Mt. Savage, MD 21545"
MD,county,Allegany,014-000-2,John F. Kennedy Homes,"135 N. Mechanic Street, Cumberland, MD 21502"
MD,county,Allegany,016-000-1,North Branch Fire Department,"12100 N. Branch Road, SE, Cumberland, MD 21502"
MD,county,Allegany,018-000-1,Midland Fire Station,"20001 Union Street, SW, Midland, MD 21532"
MD,county,Allegany,018-000-2,Midland Fire Station,"20001 Union Street, SW, Midland, MD 21532"
MD,county,Allegany,020-000-1,Ellerslie Volunteer Fire Department,"14200 Ellerslie Road, NW, Ellerslie, MD 21529"
MD,county,Allegany,021-000-1,Baltimore Pike Volunteer Fire Department,"15010 Baltimore Pike, NE, Cumberland, MD 21502"
MD,county,Allegany,022-000-1,Local 489 Training Center,"2 Park Street, Cumberland, MD 21502"
MD,county,Allegany,022-000-2,Local 489 Training Center,"2 Park Street, Cumberland, MD 21502"
MD,county,Allegany,023-000-1,St. Luke's Lutheran Church,"1601 Frederick Street, Cumberland, MD 21502"
MD,county,Allegany,023-000-2,St. Luke's Lutheran Church,"1601 Frederick Street, Cumberland, MD 21502"
MD,county,Allegany,024-000-1,Eckhart School,"17000 National Highway, SW, Eckhart, MD 21528"
MD,county,Allegany,024-000-2,Eckhart School,"17000 National Highway, SW, Eckhart, MD 21528"
MD,county,Allegany,026-000-1,Frostburg Community Center,"27 Water Street, Frostburg, MD 21532"
MD,county,Allegany,026-000-2,Frostburg Community Center,"27 Water Street, Frostburg, MD 21532"
MD,county,Allegany,029-001-1,LaVale Volunteer Fire Department No. 1,"421 National Highway, LaVale, MD 21502"
MD,county,Allegany,029-002-1,Parkside Elementary  School,"50 Parkside Boulevard, LaVale, MD 21502"
MD,county,Allegany,029-003-1,Christ Lutheran Church,"Vocke Road at Martz Lane, LaVale, MD 21502"
MD,county,Allegany,031-000-1,Danville Community Church,"18800 Middle Ridge Rd, SW, Rawlings, MD 21557"
MD,county,Allegany,034-000-1,Bedford Road Volunteer Fire Department,"13200 Bedford Road, NE, Cumberland, MD 21502"
MD,county,Anne Arundel,001-001-1,Linthicum Elementary School,"101 School Lane, Linthicum, MD 21090"
MD,county,Anne Arundel,001-002-1,Lindale Middle School,"415 Andover Road, Linthicum, MD 21090"
MD,county,Anne Arundel,001-003-1,George Cromwell Elementary School,"525 Wellham Avenue, Glen Burnie, MD 21061"
MD,county,Anne Arundel,001-004-1,Chesapeake Arts Center,"194 Hammonds Lane, Baltimore, MD 21225"
MD,county,Anne Arundel,001-005-1,Hebron-Harman Elementary School,"7660 Ridge Chapel Road, Hanover, MD 21076"
MD,county,Anne Arundel,001-006-1,Anne Arundel Fire Station #21,"1367 Dorsey Road, Hanover, MD 21076"
MD,county,Anne Arundel,001-007-1,Overlook Elementary School,"401 Hampton Road, Linthicum, MD 21090"
MD,county,Anne Arundel,001-008-1,North County Senior High School,"10 1st Avenue East, Glen Burnie, MD 21061"
MD,county,Anne Arundel,001-009-1,Hilltop Elementary School,"415 Melrose Avenue, Glen Burnie, MD 21061"
MD,county,Anne Arundel,001-010-1,St. Johns Lutheran Church,"300 Maple Road West, Linthicum, MD 21090"
MD,county,Anne Arundel,001-011-1,Linthicum Library,"400 Shipley Road, Linthicum, MD 21090"
MD,county,Anne Arundel,001-012-1,North Glen Elementary School,"615 Furnace Branch Road West, Glen Burnie, MD 21061"
MD,county,Anne Arundel,001-013-1,Park Elementary School,"201 11th Avenue East, Baltimore, MD 21225"
MD,county,Anne Arundel,001-014-1,George Cromwell Elementary School,"525 Wellham Avenue, Glen Burnie, MD 21061"
MD,county,Anne Arundel,001-015-1,Brooklyn Park Elementary School,"200 14th Avenue, Baltimore, MD 21225"
MD,county,Anne Arundel,001-016-1,Brooklyn Park Library,"1 11th Avenue East, Baltimore, MD 21225"
MD,county,Anne Arundel,001-017-1,Park Elementary School,"201 11th Avenue East, Baltimore, MD 21225"
MD,county,Anne Arundel,001-018-1,Brooklyn Park Middle School,"200 Hammonds Lane, Baltimore, MD 21225"
MD,county,Anne Arundel,001-019-1,Van Bokkelen Elementary School,"1140 Reece Road, Severn, MD 21144"
MD,county,Anne Arundel,001-020-1,Hebron-Harman Elementary School,"7660 Ridge Chapel Road, Hanover, MD 21076"
MD,county,Anne Arundel,001-021-1,Van Bokkelen Elementary School,"1140 Reece Road, Severn, MD 21144"
MD,county,Anne Arundel,001-022-1,Jessup Elementary School,"2900 Elementary School Lane, Jessup, MD 20794"
MD,county,Anne Arundel,001-023-1,Jessup Elementary School,"2900 Elementary School Lane, Jessup, MD 20794"
MD,county,Anne Arundel,001-024-1,Severn United Methodist Church,"1215 Old Camp Meade Road, Severn, MD 21144"
MD,county,Anne Arundel,002-001-1,Severn Elementary School,"838 Reece Road, Severn, MD 21144"
MD,county,Anne Arundel,002-002-1,Southgate Elementary School,"290 Shetlands Lane, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-003-1,Glen Burnie Park Elementary School,"500 Marlboro Road, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-004-1,Quarterfield Elementary School,"7967 Quarterfield Road, Severn, MD 21144"
MD,county,Anne Arundel,002-005-1,Oakwood Elementary School,"330 Oak Manor Drive, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-006-1,Community Church of God,"306 Fifth Avenue SE, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-007-1,Richard Henry Lee Elementary School,"400 A Street SW, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-008-1,Glendale Elementary School,"105 Carroll Road, Glen Burnie, MD 21060"
MD,county,Anne Arundel,002-009-1,Quarterfield Elementary School,"7967 Quarterfield Road, Severn, MD 21144"
MD,county,Anne Arundel,002-010-1,Point Pleasant Elementary School #1,"1450 Furnace Avenue, Glen Burnie, MD 21060"
MD,county,Anne Arundel,002-011-1,Woodside Elementary School,"160 Funke Road, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-012-1,North County Area Library,"1010 Eastway, Glen Burnie, MD 21060"
MD,county,Anne Arundel,002-013-1,Old Mill Senior High School,"600 Patriot Lane, Millersville, MD 21108"
MD,county,Anne Arundel,002-014-1,Rippling Woods Elementary School,"530 Nolfield Drive, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-015-1,Old Mill Middle School South,"620 Patriot Lane, Millersville, MD 21108"
MD,county,Anne Arundel,002-016-1,Glen Burnie Improvement Association,"19 Crain Highway South, Glen Burnie, MD 21061"
MD,county,Anne Arundel,002-017-1,Old Mill Middle School South,"620 Patriot Lane, Millersville, MD 21108"
MD,county,Anne Arundel,002-018-1,Ruth Eason School,"648 Old Mill Road, Millersville, MD 21108"
MD,county,Anne Arundel,002-019-1,Marley Elementary School,"715 Cooper Road, Glen Burnie, MD 21060"
MD,county,Anne Arundel,002-020-1,Grace of God Fellowship,"8302 Elvaton Road, Millersville, MD 21108"
MD,county,Anne Arundel,002-021-1,Heritage Community Church,"8146 Quarterfield Road, Severn, MD 21144"
MD,county,Anne Arundel,002-022-1,Point Pleasant Elementary School #2,"1035 Dumbarton Road, Glen Burnie, MD 21060"
MD,county,Anne Arundel,002-023-1,Ridgeway Elementary School,"1440 Evergreen Road, Severn, MD 21144"
MD,county,Anne Arundel,002-024-1,Ridgeway Elementary School,"1440 Evergreen Road, Severn, MD 21144"
MD,county,Anne Arundel,003-001-1,Community United Methodist Church,"8680 Fort Smallwood Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-002-1,Riviera Beach Elementary School,"8515 Jenkins Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-003-1,High Point Elementary School,"924 Duvall Highway, Pasadena, MD 21122"
MD,county,Anne Arundel,003-004-1,George Fox Middle School,"7922 Outing Avenue, Pasadena, MD 21122"
MD,county,Anne Arundel,003-005-1,George Fox Middle School,"7922 Outing Avenue, Pasadena, MD 21122"
MD,county,Anne Arundel,003-006-1,Solley Elementary School,"7608 Solley Road, Glen Burnie, MD 21060"
MD,county,Anne Arundel,003-007-1,Sunset Elementary School,"8572 Fort Smallwood Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-008-1,Marley Middle School,"10 Davis Court, Glen Burnie, MD 21060"
MD,county,Anne Arundel,003-009-1,Pasadena Elementary School,"401 Pasadena Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-010-1,Chesapeake Bay Middle School B Side,"4804 Mountain Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-011-1,Bodkin Elementary School,"8320 Ventnor Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-012-1,Fort Smallwood Elementary School,"1720 Poplar Ridge Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-013-1,Lake Shore Elementary School,"4531 Mountain Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-014-1,Riviera Beach Elementary School,"8515 Jenkins Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-015-1,Chesapeake Senior High School,"4798 Mountain Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-016-1,Community United Methodist Church,"8680 Fort Smallwood Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-017-1,Jacobsville Elementary School,"3801 Mountain Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-018-1,Lake Shore Volunteer Fire Company,"4498 Mountain Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-019-1,VFW Post #2462,"1720 Bayside Beach Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-020-1,Emmanuel Lutheran Church,"8615 Fort Smallwood Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-021-1,Sunset Elementary School,"8572 Fort Smallwood Road, Pasadena, MD 21122"
MD,county,Anne Arundel,003-022-1,Mt. Zion United Methodist Church,"8128 Artic Drive, Pasadena, MD 21122"
MD,county,Anne Arundel,003-023-1,Earleigh Heights Volunteer Fire Department,"161 Ritchie Highway, Severna Park, MD 21146"
MD,county,Anne Arundel,003-024-1,Orchard Beach Volunteer Fire Department Hall,"7549 Solley Road, Glen Burnie, MD 21060"
MD,county,Anne Arundel,003-025-1,Freetown Elementary School,"7904 Freetown Road, Glen Burnie, MD 21060"
MD,county,Anne Arundel,004-001-1,Maryland City Elementary School,"3359 Crumpton South, Laurel, MD 20724"
MD,county,Anne Arundel,004-002-1,Odenton Elementary School,"1290 Odenton Road, Odenton, MD 21113"
MD,county,Anne Arundel,004-003-1,Arundel Senior High School,"1001 Annapolis Road, Gambrills, MD 21054"
MD,county,Anne Arundel,004-004-1,Millersville Elementary School,"1601 Millersville Road, Millersville, MD 21108"
MD,county,Anne Arundel,004-005-1,Piney Orchard Elementary School,"2641 Strawberry Lake Way, Odenton, MD 21113"
MD,county,Anne Arundel,004-006-1,Resurrection of Our Lord Catholic Church,"8402 Brock Bridge Road, Laurel, MD 20724"
MD,county,Anne Arundel,004-007-1,Meade Middle School,"1103 26th Street, Fort Meade, MD 20755"
MD,county,Anne Arundel,004-008-1,Four Seasons Elementary School,"979 Waugh Chapel Road, Gambrills, MD 21054"
MD,county,Anne Arundel,004-009-1,Maryland City-Russett Library,"3501 Russett Common, Laurel, MD 20724"
MD,county,Anne Arundel,004-010-1,Crofton Elementary School,"1405 Duke of Kent Drive, Crofton, MD 21114"
MD,county,Anne Arundel,004-011-1,O'Malley Senior Center,"1275 Odenton Road, Odenton, MD 21113"
MD,county,Anne Arundel,004-012-1,West County Area Library,"1325 Annapolis Road, Odenton, MD 21113"
MD,county,Anne Arundel,004-013-1,Arundel Middle School,"1179 Hammond Lane, Odenton, MD 21113"
MD,county,Anne Arundel,004-014-1,South Shore Elementary School,"1376 Fairfield Loop Road, Crownsville, MD 21032"
MD,county,Anne Arundel,004-015-1,Herald Harbor Community Association,"390 Hall Road, Crownsville, MD 21032"
MD,county,Anne Arundel,004-016-1,Piney Orchard Elementary School,"2641 Strawberry Lake Way, Odenton, MD 21113"
MD,county,Anne Arundel,004-017-1,Brock Bridge Elementary School,"405 Brock Bridge Road, Laurel, MD 20724"
MD,county,Anne Arundel,004-018-1,Meade Heights Elementary School,"1925 Reece Road, Fort Meade, MD 20755"
MD,county,Anne Arundel,004-019-1,Seven Oaks Elementary School,"1905 Town Center Boulevard, Odenton, MD 21113"
MD,county,Anne Arundel,004-020-1,Piney Orchard Community Center,"2400 Stream Valley Drive, Odenton, MD 21113"
MD,county,Anne Arundel,004-021-1,Nantucket Elementary School,"2350 Nantucket Drive, Crofton, MD 21114"
MD,county,Anne Arundel,004-022-1,Crofton Library,"1681 Riedel Road, Crofton, MD 21114"
MD,county,Anne Arundel,004-023-1,Waugh Chapel Elementary School,"840 Sunflower Drive, Odenton, MD 21113"
MD,county,Anne Arundel,004-024-1,Seven Oaks Elementary School,"1905 Town Center Boulevard, Odenton, MD 21113"
MD,county,Anne Arundel,005-001-1,St. Margarets Episcopal Church,"1601 Pleasant Plains Road, Annapolis, MD 21409"
MD,county,Anne Arundel,005-002-1,Cape St. Claire Elementary School,"931 Blue Ridge Drive, Annapolis, MD 21409"
MD,county,Anne Arundel,005-003-1,Arnold Senior Center,"44 Church Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-004-1,Belvedere Elementary School,"360 Broadwater Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-005-1,Jones Elementary School,"122 Hoyle Lane, Severna Park, MD 21146"
MD,county,Anne Arundel,005-006-1,Severna Park Elementary School,"6 Riggs Avenue, Severna Park, MD 21146"
MD,county,Anne Arundel,005-007-1,Benfield Elementary School,"365 Lynwood Drive, Severna Park, MD 21146"
MD,county,Anne Arundel,005-008-1,Oak Hill Elementary School,"34 Truck House Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-009-1,Trinity Bible Church,"99 Truck House Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-010-1,Pasadena United Methodist Church,"61 Ritchie Highway, Pasadena, MD 21122"
MD,county,Anne Arundel,005-011-1,Magothy River Middle School,"241 Peninsula Farm Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-012-1,Severna Park Senior High School,"60 Robinson Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-013-1,Broadneck Elementary School,"470 Shore Acres Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-014-1,Severna Park Library,"45 McKinsey Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-015-1,Shipley's Choice Elementary School,"310 Governor William Stone Parkway, Millersville, MD 21108"
MD,county,Anne Arundel,005-016-1,Severn River Middle School,"241 Peninsula Farm Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-017-1,Cape St. Claire Improvement Association,"1223 River Bay Road, Annapolis, MD 21409"
MD,county,Anne Arundel,005-018-1,Broadneck Senior High School,"1265 Green Holly Drive, Annapolis, MD 21409"
MD,county,Anne Arundel,005-019-1,Severna Park Middle School,"450 Jumpers Hole Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-020-1,St. Margarets Episcopal Church,"1601 Pleasant Plains Road, Annapolis, MD 21409"
MD,county,Anne Arundel,005-021-1,New Covenant Church,"365 Jones Station Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-022-1,Broadneck Senior High School,"1265 Green Holly Drive, Annapolis, MD 21409"
MD,county,Anne Arundel,005-023-1,Arnold Elementary School,"90 Church Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-024-1,Severna Park Middle School,"450 Jumpers Hole Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-025-1,Shipley's Choice Elementary School,"310 Governor William Stone Parkway, Millersville, MD 21108"
MD,county,Anne Arundel,005-026-1,Asbury United Methodist Church,"78 Church Road, Arnold, MD 21012"
MD,county,Anne Arundel,005-027-1,Broadneck Library,"1275 Green Holly Drive, Annapolis, MD 21409"
MD,county,Anne Arundel,005-028-1,Windsor Farm Elementary School,"591 Broadneck Road, Annapolis, MD 21409"
MD,county,Anne Arundel,005-029-1,Pasadena United Methodist Church,"61 Ritchie Highway, Pasadena, MD 21122"
MD,county,Anne Arundel,005-030-1,Pasadena Elementary School,"401 Pasadena Road, Pasadena, MD 21122"
MD,county,Anne Arundel,005-031-1,Oak Hill Elementary School,"34 Truck House Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-032-1,Severna Park Senior High School,"60 Robinson Road, Severna Park, MD 21146"
MD,county,Anne Arundel,005-033-1,Anchor Baptist Church,"320 West Pasadena Road, Millersville, MD 21108"
MD,county,Anne Arundel,005-034-1,Asbury Town - Neck United Methodist Church,"429 Asbury Drive, Severna Park, MD 21146"
MD,county,Anne Arundel,006-001-1,Bates Middle School,"701 Chase Street, Annapolis, MD 21401"
MD,county,Anne Arundel,006-002-1,Germantown Elementary School,"200 Windell Avenue, Annapolis, MD 21401"
MD,county,Anne Arundel,006-003-1,Walter Mills/Parole Elementary School,"103 Chinquapin Round Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-004-1,Heritage Baptist Church,"1740 Forest Drive, Annapolis, MD 21401"
MD,county,Anne Arundel,006-005-1,Annapolis Middle School,"1399 Forest Drive, Annapolis, MD 21403"
MD,county,Anne Arundel,006-006-1,Tyler Heights Elementary School,"200 Janwal Street, Annapolis, MD 21403"
MD,county,Anne Arundel,006-007-1,Georgetown East Elementary School,"111 Dogwood Road, Annapolis, MD 21403"
MD,county,Anne Arundel,006-008-1,Eastport Volunteer Fire Hall,"914 Bay Ridge Avenue, Annapolis, MD 21403"
MD,county,Anne Arundel,006-009-1,Annapolis Middle School,"1399 Forest Drive, Annapolis, MD 21403"
MD,county,Anne Arundel,006-010-1,United Church of Christ of Annapolis,"8 Carvel Circle, Edgewater, MD 21037"
MD,county,Anne Arundel,006-011-1,Bates Middle School,"701 Chase Street, Annapolis, MD 21401"
MD,county,Anne Arundel,006-012-1,West Annapolis Elementary School,"210 Annapolis Street, Annapolis, MD 21401"
MD,county,Anne Arundel,006-013-1,Annapolis Library,"1410 West Street, Annapolis, MD 21401"
MD,county,Anne Arundel,006-014-1,American Legion Post #141,"1707 Forest Drive, Annapolis, MD 21401"
MD,county,Anne Arundel,006-015-1,Salvation Army - Annapolis,"351 Hilltop Lane, Annapolis, MD 21403"
MD,county,Anne Arundel,006-016-1,Eastport Community Center,"1014 President Street, Annapolis, MD 21403"
MD,county,Anne Arundel,006-017-1,Georgetown East Elementary School,"111 Dogwood Road, Annapolis, MD 21403"
MD,county,Anne Arundel,006-018-1,Eastport Elementary School,"420 Fifth Street, Annapolis, MD 21403"
MD,county,Anne Arundel,006-019-1,Annapolis Senior High School,"2700 Riva Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-020-1,American Legion Post #7,"1905 Crownsville Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-021-1,Rolling Knolls Elementary School,"1985 Valley Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-022-1,Holy Temple Church of God International,"708 Bestgate Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-023-1,Eastport-Annapolis Neck Library,"269 Hillsmere Drive, Annapolis, MD 21403"
MD,county,Anne Arundel,006-024-1,Hillsmere Elementary School,"3052 Arundel on the Bay Road, Annapolis, MD 21403"
MD,county,Anne Arundel,006-025-1,Bay Ridge Civic Association,"80 East Lake Drive, Annapolis, MD 21403"
MD,county,Anne Arundel,006-026-1,Annapolis Senior High School,"2700 Riva Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-027-1,South Shore Baptist Church,"725 Herald Harbor Road, Crownsville, MD 21032"
MD,county,Anne Arundel,006-028-1,Bay Area Community Church,"884 Chesterfield Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-029-1,Weems Creek Baptist Church,"600 Bestgate Road, Annapolis, MD 21401"
MD,county,Anne Arundel,006-030-1,Bay Ridge Christian Church,"1071 Bay Ridge Road, Annapolis, MD 21403"
MD,county,Anne Arundel,006-031-1,St. Philips Episcopal Church,"730 Bestgate Road, Annapolis, MD 21401"
MD,county,Anne Arundel,007-001-1,Tracey's Elementary School,"20 Deale Road, Tracys Landing, MD 20779"
MD,county,Anne Arundel,007-002-1,Deale Elementary School,"759 Masons Beach Road, Deale, MD 20751"
MD,county,Anne Arundel,007-003-1,Shady Side Elementary School,"4859 Atwell Road, Shady Side, MD 20764"
MD,county,Anne Arundel,007-004-1,Southern Senior High School,"4400 Solomons Island Road, Harwood, MD 20776"
MD,county,Anne Arundel,007-005-1,Edgewater Elementary School,"121 Washington Road, Edgewater, MD 21037"
MD,county,Anne Arundel,007-006-1,Central Middle School,"221 Central Avenue East, Edgewater, MD 21037"
MD,county,Anne Arundel,007-007-1,Davidsonville Elementary School,"962 Central Avenue West, Davidsonville, MD 21035"
MD,county,Anne Arundel,007-008-1,Southern Senior High School,"4400 Solomons Island Road, Harwood, MD 20776"
MD,county,Anne Arundel,007-009-1,Lothian Elementary School,"5175 Solomons Island Road, Lothian, MD 20711"
MD,county,Anne Arundel,007-010-1,Mayo Elementary School,"1260 Mayo Ridge Road, Edgewater, MD 21037"
MD,county,Anne Arundel,007-011-1,South River Senior High School,"201 Central Avenue East, Edgewater, MD 21037"
MD,county,Anne Arundel,007-012-1,Riva Volunteer  Fire Hall,"3123 Riva Road, Riva, MD 21140"
MD,county,Anne Arundel,007-013-1,Arundel Volunteer Fire Hall,"2374 Davidsonville Road, Gambrills, MD 21054"
MD,county,Anne Arundel,007-014-1,Crofton Woods Elementary School,"1750 Urby Drive, Crofton, MD 21114"
MD,county,Anne Arundel,007-015-1,Crofton Elementary School,"1405 Duke of Kent Drive, Crofton, MD 21114"
MD,county,Anne Arundel,007-016-1,Crofton Elementary School,"1405 Duke of Kent Drive, Crofton, MD 21114"
MD,county,Anne Arundel,007-017-1,Crofton Middle School,"2301 Davidsonville Road, Crofton, MD 21114"
MD,county,Anne Arundel,007-018-1,Crofton Annex-Staff Development Center-Carver,"2671 Carver Road, Gambrills, MD 21054"
MD,county,Anne Arundel,007-019-1,Edgewater Library,"25 Stepneys Lane, Edgewater, MD 21037"
MD,county,Anne Arundel,007-020-1,Crofton Meadows Elementary School,"2020 Tilghman Drive, Crofton, MD 21114"
MD,county,Anne Arundel,007-021-1,Southern Middle School,"5235 Solomons Island Road, Lothian, MD 20711"
MD,county,Anne Arundel,007-022-1,Davidsonville Elementary School,"962 Central Avenue West, Davidsonville, MD 21035"
MD,county,Anne Arundel,007-023-1,South County Senior Center,"27 Stepneys Lane, Edgewater, MD 21037"
MD,county,Anne Arundel,007-024-1,Crofton Meadows Elementary School,"2020 Tilghman Drive, Crofton, MD 21114"
MD,county,Anne Arundel,007-025-1,Shady Side Elementary School,"4859 Atwell Road, Shady Side, MD 20764"
MD,county,Anne Arundel,007-026-1,Crofton Woods Elementary School,"1750 Urby Drive, Crofton, MD 21114"
MD,county,Anne Arundel,007-027-1,Central Middle School,"221 Central Avenue East, Edgewater, MD 21037"
MD,county,Baltimore City,001-001-1,School No. 47,"500 S. Linwood Avenue, Baltimore, MD 21224"
MD,county,Baltimore City,001-002-1,Engine House No. 5,"2120 Eastern Avenue, Baltimore, MD 21231"
MD,county,Baltimore City,001-003-1,School No. 47,"500 S. Linwood Avenue, Baltimore, MD 21224"
MD,county,Baltimore City,001-004-1,St. Brigid's Parish Center,"900 S. East Avenue, Baltimore, MD 21224"
MD,county,Baltimore City,001-005-1,Hatton Senior Citizens Center,"2825 Fait Avenue, Baltimore, MD 21224"
MD,county,Baltimore City,002-001-1,School No. 23,"245 S. Wolfe Street, Baltimore, MD 21231"
MD,county,Baltimore City,002-002-1,School No. 23,"245 S. Wolfe Street, Baltimore, MD 21231"
MD,county,Baltimore City,002-003-1,Lemko House,"603 S. Ann Street, Baltimore, MD 21231"
MD,county,Baltimore City,003-001-1,School No. 423,"1601 E. Lombard Street, Baltimore, MD 21231"
MD,county,Baltimore City,003-002-1,School No. 423,"1601 E. Lombard Street, Baltimore, MD 21231"
MD,county,Baltimore City,003-003-1,St. Leo's Church Hall,"225 S. Exeter Street, Baltimore, MD 21202"
MD,county,Baltimore City,004-001-1,Charles Tower Apartments,"222 N. Charles Street, Baltimore, MD 21201"
MD,county,Baltimore City,004-002-1,Steadman Fire Station,"15 S. Eutaw Street, Baltimore, MD 21201"
MD,county,Baltimore City,004-003-1,Murty Center-Poe Auditorium,"206 N. Fremont Avenue, Baltimore, MD 21201"
MD,county,Baltimore City,005-001-1,Pleasant View Gardens,"201 N. Aisquith Street, Baltimore, MD 21202"
MD,county,Baltimore City,005-002-1,Monument East Apartments,"633 Aisquith Street, Baltimore, MD 21202"
