name,type,number,id
"STATE HOUSE DISTRICT 032","State House of Representatives",032,9991
"STATE HOUSE DISTRICT 033","State House of Representatives",033,9998
"STATE HOUSE DISTRICT 034","State House of Representatives",034,9925
"STATE HOUSE DISTRICT 035","State House of Representatives",035,99179
"STATE HOUSE DISTRICT 036","State House of Representatives",036,99155
"STATE HOUSE DISTRICT 037","State House of Representatives",037,99153
"STATE HOUSE DISTRICT 038","State House of Representatives",038,99246
"STATE HOUSE DISTRICT 039","State House of Representatives",039,99185
"STATE HOUSE DISTRICT 040","State House of Representatives",040,9958
"STATE HOUSE DISTRICT 041","State House of Representatives",041,9952
"STATE HOUSE DISTRICT 042","State House of Representatives",042,99186
"STATE HOUSE DISTRICT 043","State House of Representatives",043,9993
"STATE HOUSE DISTRICT 044","State House of Representatives",044,9959
"STATE HOUSE DISTRICT 045","State House of Representatives",045,99254
"STATE HOUSE DISTRICT 046","State House of Representatives",046,9999
"STATE HOUSE DISTRICT 047","State House of Representatives",047,99255
"STATE HOUSE DISTRICT 048","State House of Representatives",048,99175
"STATE HOUSE DISTRICT 049","State House of Representatives",049,99118
"STATE HOUSE DISTRICT 050","State House of Representatives",050,99244
"STATE HOUSE DISTRICT 051","State House of Representatives",051,99100
"STATE HOUSE DISTRICT 052","State House of Representatives",052,99219
"STATE HOUSE DISTRICT 053","State House of Representatives",053,99187
"STATE HOUSE DISTRICT 054","State House of Representatives",054,9920
"STATE HOUSE DISTRICT 055","State House of Representatives",055,9948
"STATE HOUSE DISTRICT 056","State House of Representatives",056,9918
"STATE HOUSE DISTRICT 057","State House of Representatives",057,99152
"STATE HOUSE DISTRICT 058","State House of Representatives",058,9926
"STATE HOUSE DISTRICT 059","State House of Representatives",059,9960
"STATE HOUSE DISTRICT 060","State House of Representatives",060,9950
"STATE HOUSE DISTRICT 061","State House of Representatives",061,99150
"STATE HOUSE DISTRICT 062","State House of Representatives",062,9961
"STATE HOUSE DISTRICT 063","State House of Representatives",063,99156
"STATE HOUSE DISTRICT 064","State House of Representatives",064,9962
"STATE HOUSE DISTRICT 065","State House of Representatives",065,99245
"STATE HOUSE DISTRICT 066","State House of Representatives",066,99115
"STATE HOUSE DISTRICT 067","State House of Representatives",067,99220
"STATE HOUSE DISTRICT 068","State House of Representatives",068,99119
"STATE HOUSE DISTRICT 069","State House of Representatives",069,9922
"STATE HOUSE DISTRICT 070","State House of Representatives",070,99188
"STATE HOUSE DISTRICT 071","State House of Representatives",071,9963
"STATE HOUSE DISTRICT 072","State House of Representatives",072,99157
"STATE HOUSE DISTRICT 073","State House of Representatives",073,99256
"STATE HOUSE DISTRICT 074","State House of Representatives",074,99189
"STATE HOUSE DISTRICT 075","State House of Representatives",075,99190
"STATE HOUSE DISTRICT 076","State House of Representatives",076,9990
"STATE HOUSE DISTRICT 077","State House of Representatives",077,99249
"STATE HOUSE DISTRICT 078","State House of Representatives",078,99101
"STATE HOUSE DISTRICT 079","State House of Representatives",079,9953
"STATE HOUSE DISTRICT 080","State House of Representatives",080,9992
"STATE HOUSE DISTRICT 081","State House of Representatives",081,99221
"STATE HOUSE DISTRICT 082","State House of Representatives",082,9964
"STATE HOUSE DISTRICT 083","State House of Representatives",083,99222
"STATE HOUSE DISTRICT 084","State House of Representatives",084,9954
"STATE HOUSE DISTRICT 085","State House of Representatives",085,99257
"STATE HOUSE DISTRICT 086","State House of Representatives",086,9965
"STATE HOUSE DISTRICT 087","State House of Representatives",087,9966
"STATE HOUSE DISTRICT 088","State House of Representatives",088,99181
"STATE HOUSE DISTRICT 089","State House of Representatives",089,99102
"STATE HOUSE DISTRICT 090","State House of Representatives",090,99191
"STATE HOUSE DISTRICT 091","State House of Representatives",091,9967
"STATE HOUSE DISTRICT 092","State House of Representatives",092,9968
"STATE HOUSE DISTRICT 093","State House of Representatives",093,99248
"STATE HOUSE DISTRICT 094","State House of Representatives",094,99223
"STATE HOUSE DISTRICT 095","State House of Representatives",095,99103
"STATE HOUSE DISTRICT 096","State House of Representatives",096,99120
"STATE HOUSE DISTRICT 097","State House of Representatives",097,99158
"STATE HOUSE DISTRICT 098","State House of Representatives",098,99192
"STATE HOUSE DISTRICT 099","State House of Representatives",099,9921
"STATE HOUSE DISTRICT 100","State House of Representatives",100,99193
"STATE HOUSE DISTRICT 101","State House of Representatives",101,9927
"STATE SENATE DISTRICT 002","State Senate",002,9911
"STATE SENATE DISTRICT 004","State Senate",004,9938
"STATE SENATE DISTRICT 006","State Senate",006,99142
"STATE SENATE DISTRICT 008","State Senate",008,99144
"STATE SENATE DISTRICT 010","State Senate",010,99237
"STATE SENATE DISTRICT 012","State Senate",012,99209
"STATE SENATE DISTRICT 014","State Senate",014,9985
"STATE SENATE DISTRICT 016","State Senate",016,99210
"STATE SENATE DISTRICT 018","State Senate",018,9912
"STATE SENATE DISTRICT 020","State Senate",020,99211
"STATE SENATE DISTRICT 022","State Senate",022,99240
"STATE SENATE DISTRICT 024","State Senate",024,99241
