county_name,precinct_name,name,address
Dodge,Fremont 4A 016,Fremont 4A 016,"Good Shepherd Lutheran Church, 1544 E. Military Ave., Fremont, NE 68025"
Dodge,Fremont 4B 017,Fremont 4B 017,"Good Shepherd  Lutheran Church, 1544 E Military Ave, Fremont, NE 68025"
Dodge,Fremont 4C 018,Fremont 4C 018,"Deerfield Club House, 1021 S Howard DR, Fremont, NE 68025"
Dodge,Fremont 4D 019,Fremont 4D 019,"First Lutheran Church, 3200 E Military Ave, Fremont, NE 68025"
Dodge,Fremont 4E 020,Fremont 4E 020,"Swanson Hall Of Science, 8th & Irving Sts, Fremont, NE 68025"
Dodge,Logan/Hooper Twps 030,Logan/Hooper Twps 030,"Logan View Jr Sr High School, 2163 Co Rd G, Hooper, NE 68031"
Dodge,Maple Township 033,Maple Township 033,"Fireman's Community Center, 207 Maple St, Nickerson, NE 68044"
Dodge,Nickerson/Maple Twps M 028,Nickerson/Maple Twps M 028,"Nickerson's Fireman Community Center, 207 Maple St, Nickerson, NE 68044"
Dodge,Nickerson/Maple Twps N 028,Nickerson/Maple Twps N 028,"Fireman's Community Center, 207 Maple Street, Nickerson, NE 68044"
Dodge,Pebble Township 025,Pebble Township 025,"City Auditorium, 203 Ash St, Snyder, NE 68664"
Dodge,Platte East Township 026,Platte East Township 026,"Church Of Christ, 3969 N Broad St, Fremont, NE 68025"
Dodge,Platte West Township 027,Platte West Township 027,"Christensen Field Community Room, 1730 W 16th Street, Fremont, NE 68025"
Dodge,Ridgeley Township 036,Ridgeley Township 036,"Vfw Hall-Nb/School Dist. 95, Snyder Aud./School Dist. 62, NE nan"
Dodge,UN/CT/RG/PV North 032,UN/CT/RG/PV North 032,"VFW Club-NB/School Dist. 95, Snyder Aud./Schools 46 & 62, NE nan"
Dodge,UN/CT/RG/PV South 032,UN/CT/RG/PV South 032,"VFW Club, 742 Main St, North Bend, NE 68649"
Dodge,Webster Township 024,Webster Township 024,"Dodge City Hall/All but Snyder Residents, 226 N Elm St, Dodge, NE 68633"
Dodge,Webster Township Snyder Residents 024,Webster Township Snyder Residents 024,"Snyder Auditorium/Webster Snyder Residents, 203 Ash St, Snyder, NE 68664"
Douglas,A V Sorenson Center,A V Sorenson Center,"4808 Cass Street, Community Room (ADA EAST OR SOUTH DOORS), Omaha, NE 68132"
Douglas,Abrahams Branch Library,Abrahams Branch Library,"5111 North 90th Street, Meeting Room (ADA MAIN ENTRANCE), Omaha, NE 68134"
Douglas,Agnes Robinson Waterloo Public Library,Agnes Robinson Waterloo Public Library,"23704 Cedar Drive, Meeting Room (ALL VOTERS USE THE MTG RM ENTRANCE), Waterloo, NE 68069"
Douglas,Aldrich Elementary School,Aldrich Elementary School,"506 North 162nd Avenue, Orchestra Classroom (ADA MAIN ENTRANCE), Omaha, NE 68118"
Douglas,Alfonza W. Davis Middle School,Alfonza W. Davis Middle School,"8050 North 129th Avenue, Community Connection Rm (ADA USE MAIN ENTRANCE), Omaha, NE 68142"
Douglas,Alice Buffett Magnet Middle School,Alice Buffett Magnet Middle School,"14101 Larimore Avenue, Commons (ADA MAIN ENTRANCE), Omaha, NE 68164"
Douglas,Autism Center of Nebraska,Autism Center of Nebraska,"9012 Q Street, The Great Room (ALL VOTERS USE SW ENTRANCE), Omaha, NE 68127"
Douglas,Bancroft Elementary School,Bancroft Elementary School,"2724 Riverview Blvd., East Main Lobby (ADA EAST MAIN LOBBY ENTRANCE), Omaha, NE 68108"
Douglas,Beadle Middle School,Beadle Middle School,"18201 Jefferson Street, Commons Area (ADA MAIN ENTRANCE), Omaha, NE 68135"
Douglas,Bennington Elementary School,Bennington Elementary School,"11620 North 156th Street, Commons (ADA USE NW ENTRANCE), Bennington, NE 68007"
Douglas,Bennington Fire and Rescue,Bennington Fire and Rescue,"10801 North 156th Street, Lobby Area (ADA USE EAST ENTRANCE), Bennington, NE 68007"
Douglas,Benson High School,Benson High School,"5120 Maple Street, North Hallway (ADA MAIN NORTH ENTRANCE), Omaha, NE 68104"
Douglas,Benson Park Pavilion,Benson Park Pavilion,"7002 Military Avenue, Main Floor (ADA MAIN WEST DOORS), Omaha, NE 68104"
Douglas,Benson Tower,Benson Tower,"5900 NW Radial Highway, Community Room 1st Floor (ADA N OR S ENTRANCE), Omaha, NE 68104"
Douglas,Bethany Lutheran Church,Bethany Lutheran Church,"5151 NW Radial Highway, Fellowship Hall (ADA MAIN ENTRANCE), Omaha, NE 68104"
Douglas,Bethany Lutheran Church - Elkhorn,Bethany Lutheran Church - Elkhorn,"4200 North 204th Street, Fellowship Hall (ALL VOTERS USE EAST DOORS), Elkhorn, NE 68022"
Douglas,Bethel Lutheran Church,Bethel Lutheran Church,"1312 South 45th Street, Educational Wing (ALL VOTERS USE SW ENTRANCE), Omaha, NE 68106"
Douglas,Black Elk Elementary School,Black Elk Elementary School,"6708 South 161st Avenue, Classroom #302 (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68135"
Douglas,Boy Scouts of America Mid-America Council,Boy Scouts of America Mid-America Council,"12401 West Maple Road, Storz Conference Room (ALL VOTERS USE MAIN ENTR), Omaha, NE 68164"
Douglas,Brookestone Meadows,Brookestone Meadows,"600 Brookestone Meadows Plaza, Community Room (ADA MAIN ENTRANCE), Elkhorn, NE 68022"
Douglas,Brookestone Village,Brookestone Village,"4330 South 144th Street, The Great Room (ADA MAIN ENTRANCE), Omaha, NE 68137"
Douglas,Brookside Church,Brookside Church,"11607 M Circle, Worship Center (ADA LOWER WEST ENTRANCE), Omaha, NE 68137"
Douglas,Brown Park Pavilion,Brown Park Pavilion,"5708 South 15th Street, Main Floor (ADA EAST ENTRANCE), Omaha, NE 68107"
Douglas,Brownell Talbot Field House,Brownell Talbot Field House,"400 N Happy Hollow Blvd., Suzanne & Walter Scott Jr Gym (ADA SE ENTRANCE), Omaha, NE 68132"
Douglas,Burke High School,Burke High School,"12200 Burke Blvd., South Lobby (ADA E OR W RAMP OFF STEPS), Omaha, NE 68154"
Douglas,Butler-Gast Y M C A,Butler-Gast Y M C A,"3501 Ames Avenue, Lobby (ALL VOTERS USE MAIN/EAST ENTRANCE), Omaha, NE 68111"
Douglas,Calvary Lutheran Church,Calvary Lutheran Church,"2941 North 80th Street, Fellowship Hall (ADA LOWER EAST ENTRANCE), Omaha, NE 68134"
Douglas,Christ Community Church,Christ Community Church,"404 South 108th Avenue, C117 (ADA USE MAIN OR SOUTHEAST ENTRANCE), Omaha, NE 68154"
Douglas,Christ The King Parish Center,Christ The King Parish Center,"654 South 86th Street, Parish Center (ADA NORTH ENTRANCE), Omaha, NE 68114"
Douglas,City of Ralston Fire Department,City of Ralston Fire Department,"7629 Park Drive, Upstairs Training Room (ADA MAIN ENTRANCE), Ralston, NE 68127"
Douglas,Clair Memorial United Methodist Church,Clair Memorial United Methodist Church,"5544 Ames Avenue, Streeter Hall (ADA LOWER LEVEL ENTRANCE), Omaha, NE 68104"
Douglas,Columbus Park Recreation Center,Columbus Park Recreation Center,"1515 South 24th Street, Meeting Room (ALL VOTERS USE NORTH ENTRANCE), Omaha, NE 68108"
Douglas,Comfort Inn & Suites,Comfort Inn & Suites,"7007 Grover Street, Ballroom C (ADA MAIN ENTRANCE), Omaha, NE 68106"
Douglas,Common Ground Community Center,Common Ground Community Center,"1701 Veterans Drive, Front Meeting Room (ADA USE MAIN ENTRANCE), Elkhorn, NE 68022"
Douglas,Community Bible Church,Community Bible Church,"9001 'Q' Street, Gymnasium (ADA GYM/EAST ENTRANCE), Omaha, NE 68127"
Douglas,Community of Grace Lutheran Church,Community of Grace Lutheran Church,"3434 North 204th Street, Fellowship Hall (ADA USE WEST ENTRANCE), Elkhorn, NE 68022"
Douglas,Covenant Presbyterian Church,Covenant Presbyterian Church,"15002 Blondo Street, Gymnasium (All Voters Use Gymnasium Entrance), Omaha, NE 68116"
Douglas,Crown Tower,Crown Tower,"5904 Henninger Drive, Community Room (ADA MAIN/SOUTH ENTRANCE), Omaha, NE 68104"
Douglas,Disabled American Veterans,Disabled American Veterans,"4515 F Street, South Hall (ALL VOTERS USE SOUTH ENTRANCE), Omaha, NE 68117"
Douglas,Discovery Presbyterian Church,Discovery Presbyterian Church,"4622 Monroe Street, Fellowship Hall (ALL VOTERS USE WEST ENTRANCE), Omaha, NE 68117"
Douglas,Don Stroh Administrative Center,Don Stroh Administrative Center,"5606 South 147th Street, Room A (ADA MAIN ENTRANCE), Omaha, NE 68137"
Douglas,Douglas County Housing Authority North Acres,Douglas County Housing Authority North Acres,"5449 North 108th Street, Community Room (ADA FRONT OR BACK ENTRANCES), Omaha, NE 68134"
Douglas,Dundee Presbyterian Church,Dundee Presbyterian Church,"5312 Underwood Ave, Sanctuary Annex (ADA EAST ENTRANCE), Omaha, NE 68132"
Douglas,Edison Elementary School,Edison Elementary School,"2303 North 97th Street, Front Lobby Area (ADA NORTH/CADY ST ENTRANCE), Omaha, NE 68134"
Douglas,Elkhorn Hills United Methodist Church,Elkhorn Hills United Methodist Church,"20227 Veterans Drive, Family Life Center (ADA EAST ENTRANCE), Elkhorn, NE 68022"
Douglas,Elkhorn Ridge Middle School,Elkhorn Ridge Middle School,"17880 Marcy Street, Auxiliary Gym (ALL VOTERS USE EAST SIDE ENTRANCE), Omaha, NE 68118"
Douglas,Elkhorn Valley View Middle School,Elkhorn Valley View Middle School,"1313 South 208 Street, West Academic Hallway (ALL VOTERS USE WEST DOOR), Elkhorn, NE 68022"
Douglas,Elks Lodge #39,Elks Lodge #39,"6410 South 96th Street, Downstairs Mtg Room (ALL VOTERS USE LL/WEST ENTR), Ralston, NE 68127"
Douglas,Elmwood Tower,Elmwood Tower,"801 South 52nd Street, Terrace Room, First Floor (ADA MAIN/WEST ENTRANCE), Omaha, NE 68106"
Douglas,Emmanuel Fellowship,Emmanuel Fellowship,"8345 Crown Point Avenue, Sanctuary (ALL VOTERS USE MAIN/WEST DOORS), Omaha, NE 68134"
Douglas,Esprit Whispering Ridge,Esprit Whispering Ridge,"17550 Wirt Street, Rotunda Room (ALL VOTERS USE SOUTH ENTRANCE), Omaha, NE 68116"
Douglas,Evans Tower,Evans Tower,"3600 North 24th Street, Community Room (ADA EAST OR WEST ENTRANCE), Omaha, NE 68110"
Douglas,Ezra Millard Elementary School,Ezra Millard Elementary School,"14111 Blondo Street, Conference Room (ADA MAIN ENTRANCE), Omaha, NE 68164"
Douglas,Faith Christian Church,Faith Christian Church,"2201 South 132nd Street, Narthex (ADA NORTH ENTRANCE), Omaha, NE 68144"
Douglas,Faithful Shepherd Presbyterian Church,Faithful Shepherd Presbyterian Church,"2530 South 165th Avenue, Family Life Center (ADA MAIN/SOUTH ENTRANCE), Omaha, NE 68130"
Douglas,Field Club Elementary School,Field Club Elementary School,"3512 Walnut Street, Commons Area (ADA SOUTH FLAGPOLE ENTRANCE), Omaha, NE 68105"
Douglas,First Christian Church,First Christian Church,"6630 Dodge Street, Youth Center (ADA NORTHEAST ENTRANCE), Omaha, NE 68132"
Douglas,First Covenant Church,First Covenant Church,"201 North 90th Street (S of W Dodge Rd), Fellowship Hall (ALL VOTERS USE SOUTH WEST DOORS), Omaha, NE 68114"
Douglas,First Unitarian Church of Omaha,First Unitarian Church of Omaha,"3114 Harney Street, Lower Level Common Room (ADA WEST SIDE ENTRANCE), Omaha, NE 68131"
Douglas,First United Methodist Church,First United Methodist Church,"7020 Cass Street, Gathering Place (ALL VOTERS USE S OR N ENTRANCES), Omaha, NE 68132"
Douglas,Flatland Church,Flatland Church,"4801 North 144th Street, Foyer (ADA WEST HNDCP ENTRANCE), Omaha, NE 68116"
Douglas,Florence Christian Church,Florence Christian Church,"7300 North Ridge Drive, Main Entrance/East Side (ADA MAIN ENTRANCE), Omaha, NE 68112"
Douglas,Florence Recreation Center,Florence Recreation Center,"2920 Bondesson Street, Preschool Room (ADA SOUTH OR WEST DOORS), Omaha, NE 68112"
Douglas,Florence Tower,Florence Tower,"5100 Florence Blvd., Community Room (ADA FRONT OR BACK ENTRANCE), Omaha, NE 68110"
Douglas,Fullerton Elementary Magnet Center,Fullerton Elementary Magnet Center,"4711 North 138th Street, Main Hallway (ADA MAIN ENTRANCE), Omaha, NE 68164"
Douglas,Georgia Wheeler Elementary School,Georgia Wheeler Elementary School,"6707 South 178th Street, Gymnasium (ADA USE DOOR 1), Omaha, NE 68135"
Douglas,Girls Inc. of Omaha,Girls Inc. of Omaha,"2811 North 45th Street, Board Room (ADA MAIN ENTRANCE), Omaha, NE 68104"
Douglas,Good News Church,Good News Church,"7415 Hickory Street, Room 109 (ADA EAST LOWER LEVEL), Omaha, NE 68124"
Douglas,Grace Abbott Elementary School,Grace Abbott Elementary School,"1313 North 156th Street, Portable Classroom (ADA PORTABLE MAIN ENTRANCE), Omaha, NE 68118"
Douglas,Great Plains Paralyzed Veterans of America,Great Plains Paralyzed Veterans of America,"7612 Maple Street, Gymnasium (ADA MAIN SOUTH ENTRANCE), Omaha, NE 68134"
Douglas,Gregg Young Chevrolet,Gregg Young Chevrolet,"17750 Burt Street, Showroom (ADA MAIN ENTRANCE SOUTHSIDE), Omaha, NE 68118"
Douglas,Hampton Inn Omaha West Dodge / Old Mill,Hampton Inn Omaha West Dodge / Old Mill,"11201 Davenport Street, 1st Flr Meeting Rm (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68154"
Douglas,Hampton Inn Omaha West Lakeside,Hampton Inn Omaha West Lakeside,"17606 Arbor Plaza, Omaha Meeting Room (ADA MAIN ENTRANCE), Omaha, NE 68130"
Douglas,Hanscom Park Pavilion,Hanscom Park Pavilion,"3201 Woolworth Ave, Main Floor (ADA WEST ENTRANCE), Omaha, NE 68105"
Douglas,Hanscom Park United Methodist Church,Hanscom Park United Methodist Church,"4444 Frances Street, Fellowship Hall (ADA N OR E SIDE OF MAIN ENTR.), Omaha, NE 68105"
Douglas,Harry Andersen Middle School,Harry Andersen Middle School,"15404 Adams Street, Commons Area (ADA NORTH OR SOUTH DOORS), Omaha, NE 68137"
Douglas,Harvey Oaks Baptist Church,Harvey Oaks Baptist Church,"14515 Harvey Oaks Avenue, Board Room (205) (ADA EAST ENTRANCE), Omaha, NE 68144"
Douglas,Harvey Oaks Elementary School,Harvey Oaks Elementary School,"15228 Shirley Street, Conference Room (ADA MAIN ENTRANCE), Omaha, NE 68144"
Douglas,Heartland Church Network,Heartland Church Network,"2100 South 51st Street, Main Floor Lobby (ALL VOTERS USE N GLASS DOORS), Omaha, NE 68106"
Douglas,Heritage Pointe Retirement,Heritage Pointe Retirement,"16811 Burdette Street, Lower Level (ALL VOTERS USE SOUTH ENTRANCE), Omaha, NE 68116"
Douglas,Herman Rohwer Elementary School,Herman Rohwer Elementary School,"17701 'F' Street, New Gym (ADA DOOR 3 ENTRANCE), Omaha, NE 68135"
Douglas,Highland Tower,Highland Tower,"2500 'B' Street, Recreation Room (ADA EAST ENTRANCE), Omaha, NE 68105"
Douglas,Hillside Elementary School,Hillside Elementary School,"7500 Western Avenue, North Gymnaisum (ADA NORTH GYM ENTRANCE), Omaha, NE 68114"
Douglas,Hitchcock Elementary School,Hitchcock Elementary School,"5809 South 104th Street, Hallway (ADA MAIN ENTRANCE), Omaha, NE 68127"
Douglas,Holiday Inn Express,Holiday Inn Express,"17677 Wright Street, 1st Floor (ADA MAIN ENTRANCE), Omaha, NE 68130"
Douglas,Holiday Inn Express & Suites Cherry Hills,Holiday Inn Express & Suites Cherry Hills,"6939 North 102 Circle, Lobby Area (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68122"
Douglas,Holy Cross Lutheran Church,Holy Cross Lutheran Church,"4117 Terrace Drive, Narthex (ADA SOUTH ENTRANCE), Omaha, NE 68134"
Douglas,Holy Name Parish Hall,Holy Name Parish Hall,"2901 Fontenelle Blvd., Church Basement Cafeteria (ADA SW MAPLE ST ENTR), Omaha, NE 68104"
Douglas,Home2 Suites by Hilton,Home2 Suites by Hilton,"17889 Chicago Street, Retreat Room (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68118"
Douglas,Hope Presbyterian Church,Hope Presbyterian Church,"5220 South 159th Avenue, Lobby (ADA MAIN ENTRANCE), Omaha, NE 68135"
Douglas,Igelsia La Paz De Cristo,Igelsia La Paz De Cristo,"2410 South 16th Street, Lower Level Hall (ADA USE LL NORTH DOOR), Omaha, NE 68108"
Douglas,IL Palazzo,IL Palazzo,"5110 North 132 Street, Main Ballroom (ALL VOTERS USE FRONT ENTRANCE), Omaha, NE 68164"
Douglas,Immanuel Lutheran Church,Immanuel Lutheran Church,"2725 North 60th Avenue, Fellowship Hall (ALL VOTERS USE NW ENTRANCE), Omaha, NE 68104"
Douglas,Jefferson Elementary School,Jefferson Elementary School,"4065 Vinton Street, Front Lobby/Entryway (ALL VOTERS USE FRONT ENTR.), Omaha, NE 68105"
Douglas,Joslyn Castle,Joslyn Castle,"3902 Davenport Street, Library (ADA NORTH LIFT ENTRANCE), Omaha, NE 68131"
Douglas,Joy of Life Ministries,Joy of Life Ministries,"6401 North 56th Street, 2nd Floor Lobby (ALL VOTERS USE S LOT ENTRANCE), Omaha, NE 68104"
Douglas,Karen Western Elementary School,Karen Western Elementary School,"6224 'H' Street, Cardinal Square (ADA MAIN ENTRANCE), Omaha, NE 68117"
Douglas,Keith Lutz Horizon High School,Keith Lutz Horizon High School,"5300 George B. Lake Pkwy (208th & Q), Gymnasium (ALL VOTERS USE FRONT ENTRANCE), Omaha, NE 68137"
Douglas,Kids Can Community Center,Kids Can Community Center,"4860 'Q' Street, Gym (ADA WEST ENTRANCE), Omaha, NE 68117"
Douglas,King Science & Technology Magnet Center,King Science & Technology Magnet Center,"3720 Florence Blvd., Planetarium Hallway/Entrance (ADA SW ENTRANCE), Omaha, NE 68110"
Douglas,Kingsway Christian Church,Kingsway Christian Church,"1106 South 139th Street, Foyer (ADA SOUTH DOUBLE DOORS), Omaha, NE 68144"
Douglas,K-J Tower,K-J Tower,"4500 South 25th Street, Recreation Room (ADA EAST OR WEST ENTRANCE), Omaha, NE 68107"
Douglas,Lakeside Hills Apartments Clubhouse,Lakeside Hills Apartments Clubhouse,"17040 Frances Street, Clubhouse (ADA USE MAIN ENTRANCE), Omaha, NE 68130"
Douglas,Lexus of Omaha,Lexus of Omaha,"13025 West Dodge Road, Showroom Floor (ADA USE EAST ENTRANCE), Omaha, NE 68154"
Douglas,Lifegate Church,Lifegate Church,"15555 West Dodge Road, Main Entrance (ADA NORTHEAST ENTRANCE), Omaha, NE 68154"
Douglas,Lifegate Midtown,Lifegate Midtown,"726 South 55th Street, LL Meeting Room (ADA USE NORTH LOT ELEVATOR), Omaha, NE 68106"
Douglas,Lord of Hosts Church,Lord of Hosts Church,"5351 South 139th Plaza, LOH Future Auditorium (ALL VOTERS USE NORTH DOOR), Omaha, NE 68137"
Douglas,Lord of Life Lutheran Church,Lord of Life Lutheran Church,"20844 Bonanza Blvd, Fellowship Hall (ADA MAIN ENTRANCE), Elkhorn, NE 68022"
Douglas,Lord of Love Lutheran Church,Lord of Love Lutheran Church,"10405 Fort Street, The Narthex (ADA NORTH AND WEST DOORS), Omaha, NE 68134"
Douglas,Luther Memorial Lutheran Church,Luther Memorial Lutheran Church,"1031 Sunset Trail, Fellowship Hall (ALL VOTERS USE SOUTH DOORS), Omaha, NE 68132"
Douglas,Lutheran Church of the Master East,Lutheran Church of the Master East,"2617 South 114th Street, Fellowship Hall (ADA NORTH OR EAST ENTRANCE), Omaha, NE 68144"
Douglas,Malcolm X Memorial Foundation,Malcolm X Memorial Foundation,"3448 Evans Street, Shabazz Ballroom (ALL VOTERS USE MAIN/WEST ENTR.), Omaha, NE 68111"
Douglas,Manchester Elementary School,Manchester Elementary School,"2750 North HWS Cleveland Blvd, Foyer (All Voters Use Main Entrance), Omaha, NE 68116"
Douglas,Maple Ridge Retirement,Maple Ridge Retirement,"3525 North 167th Circle, Maple Room (ALL VOTERS USE MAIN ENTRACE), Omaha, NE 68116"
Douglas,Maplewood United Methodist Church,Maplewood United Methodist Church,"3535 Maplewood Blvd., Fellowship Hall (ADA NORTH ENTRANCE), Omaha, NE 68134"
Douglas,Messiah Lutheran Church,Messiah Lutheran Church,"5015 South 80th Street, Fellowship Hall (ADA USE WEST/80TH ST ENTRANCE), Ralston, NE 68127"
Douglas,Metropolitan Community College Fort Omaha,Metropolitan Community College Fort Omaha,"32nd and Sorensen Parkway, Mule Barn-Bldg 21 (ALL VOTERS USE MAIN/WEST ENTR), Omaha, NE 68103"
Douglas,Millard Alliance Church,Millard Alliance Church,"15405 Adams Street, Fellowship Hall (ADA Use East Main Entrance), Omaha, NE 68137"
Douglas,Millard Branch Library,Millard Branch Library,"13214 Westwood Lane, Meeting Room (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68144"
Douglas,Millard West High School,Millard West High School,"5710 South 176th Avenue, Auditorium Foyer (ADA MAIN EAST ENTRANCE), Omaha, NE 68135"
Douglas,Miller Park Pavilion,Miller Park Pavilion,"2707 Redick Avenue, Main Floor (ADA RAMP AT FRONT DOORS), Omaha, NE 68111"
Douglas,Mockingbird Hills Community Center,Mockingbird Hills Community Center,"10242 Mockingbird Drive, Party Room (ADA MAIN ENTRANCE), Omaha, NE 68127"
Douglas,Morning Star Baptist Church,Morning Star Baptist Church,"2019 Burdette Street, Multi-Purpose Room (ADA NORTH ENTRANCE), Omaha, NE 68110"
Douglas,Morton Magnet Middle School,Morton Magnet Middle School,"4606 Terrace Drive, South Foyer (ADA MAIN NORTH ENTRANCE), Omaha, NE 68134"
Douglas,Mount Nebo Baptist Church,Mount Nebo Baptist Church,"5501 North 50th Street, Multipurpose Room (ADA MAIN ENTRANCE), Omaha, NE 68104"
Douglas,Mount Olive Lutheran Church,Mount Olive Lutheran Church,"7301 North 28th Avenue, Luther Hall (ADA PARK WEST LOT/ USE NORTH  ENTR.), Omaha, NE 68112"
Douglas,Moylan Iceplex,Moylan Iceplex,"12550 West Maple Road, Birthday Party Rm (ADA USE FRONT ENTRANCE), Omaha, NE 68164"
Douglas,Nathan Hale Middle School,Nathan Hale Middle School,"6143 Whitmore Street, Room 44 (ALL VOTERS USE EAST SIDE NORTH ENTRANCE), Omaha, NE 68152"
Douglas,New Cassel Retirement Center,New Cassel Retirement Center,"900 North 90th Street, Auditorium (ADA AUDITORIUM DOORS), Omaha, NE 68114"
Douglas,New Life Presbyterian Church,New Life Presbyterian Church,"4060 Pratt Street, Fellowship Hall (ADA EAST ENTRANCE), Omaha, NE 68111"
Douglas,Northwest Hills Church,Northwest Hills Church,"9334 Fort Street, Commons Area (ALL VOTERS USE MAIN/SOUTH ENTRANCE), Omaha, NE 68134"
Douglas,Olive Crest United Methodist Church,Olive Crest United Methodist Church,"7180 North 60th Street, 1st Floor Narthex (ADA NORTHWEST ENTRANCE), Omaha, NE 68152"
Douglas,Omaha Bible Church,Omaha Bible Church,"7940 State Street, Main Lobby (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68122"
Douglas,Omaha Northwest High School,Omaha Northwest High School,"8204 Crown Point Avenue, Band Room (ALL VOTERS USE EAST BAND ROOM ENTRANCE), Omaha, NE 68134"
Douglas,Omaha Public Schools T A C Bldg.,Omaha Public Schools T A C Bldg.,"3215 Cuming St, First Floor Lobby (ADA EAST ENTRANCE), Omaha, NE 68131"
Douglas,Our Lady of Guadalupe Social Hall,Our Lady of Guadalupe Social Hall,"5001 South 23rd Street, Social Hall (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68107"
Douglas,Our Lady of Lourdes Church,Our Lady of Lourdes Church,"2110 South 32nd Avenue, St. Bernadette Hall (ADA NORTHEAST ENTRANCE), Omaha, NE 68105"
Douglas,Pacific Springs Assembly of God,Pacific Springs Assembly of God,"17515 Pacific St, Family Room (ADA MAIN ENTRANCE), Omaha, NE 68118"
Douglas,Paddock Road Elementary School,Paddock Road Elementary School,"3535 Paddock Road, Media Center RM 113 (ADA MEDIA CNTR ENTRANCE), Omaha, NE 68124"
Douglas,Peace International Friendship Center,Peace International Friendship Center,"3314 South 44th Avenue, Front Foyer (ADA EAST OR WEST DOORS), Omaha, NE 68105"
Douglas,Peace Presbyterian Church,Peace Presbyterian Church,"333 South 204th Street, Fellowship Hall (ADA SOUTH DOORS), Omaha, NE 68022"
Douglas,Peter Kiewit Middle School,Peter Kiewit Middle School,"15650 Howard Street, Small Gymnasium (ADA MAIN ENTRANCE), Omaha, NE 68118"
Douglas,Picotte Elementary School,Picotte Elementary School,"14506 Ohio Street, Front Hallway (ADA MAIN ENTRANCE), Omaha, NE 68116"
Douglas,Pine Creek Elementary School,Pine Creek Elementary School,"7801 North HWS Cleveland Blvd., Gymnasium (ALL VOTERS USE EAST (GYM) ENTRANCE), Bennington, NE 68007"
Douglas,Pine Towers,Pine Towers,"1500 Pine Street, Recreation Room (ADA SOUTH OR NORTH ENTRANCE), Omaha, NE 68108"
Douglas,Pipal Park Community Center,Pipal Park Community Center,"7770 Hascall Street, Game Room (ADA EAST ENTRANCE), Omaha, NE 68124"
Douglas,Ponca Hills Volunteer Fire Department,Ponca Hills Volunteer Fire Department,"12919 Ponca Road, Meeting Room (ADA USE EAST ENTRANCE), Omaha, NE 68112"
Douglas,Prairie Lane Reformed Church,Prairie Lane Reformed Church,"3111 South 119th Street, Worship Center (ADA MAIN ENTRANCE BY SOUTH LOT), Omaha, NE 68144"
Douglas,Prairie Wind Elementary School,Prairie Wind Elementary School,"10908 Ellison Avenue, Front Hallway (ADA MAIN ENTRANCE), Omaha, NE 68164"
Douglas,Presbyterian Church of the Cross,Presbyterian Church of the Cross,"1517 South 114th Street, Gathering Space (ALL VOTERS USE NORTH/LOWER ENTR.), Omaha, NE 68144"
Douglas,Presbyterian Church of the Master,Presbyterian Church of the Master,"10710 Corby Circle, Commons (ADA MAIN ENTRANCE), Omaha, NE 68164"
Douglas,Ralston City Hall,Ralston City Hall,"5500 South 77th Street, Lower Level Centennial Room (ADA LOWER WEST DOORS), Ralston, NE 68127"
Douglas,Ralston Public Schools Administrative Offices,Ralston Public Schools Administrative Offices,"8545 Park Drive, Board Room (ALL VOTERS USE DOOR #2), Ralston, NE 68127"
Douglas,Ralston United Church of Christ,Ralston United Church of Christ,"7638 Maywood Street, Fellowship Hall (ALL VOTERS USE MAIN ENTRANCE), Ralston, NE 68127"
Douglas,Regency Lake & Tennis Club,Regency Lake & Tennis Club,"606 Regency Parkway, Clubhouse - Upper Level (ADA RAMP TO UPPER LEVEL), Omaha, NE 68114"
Douglas,Rejoice! Lutheran Church,Rejoice! Lutheran Church,"2556 South 138th Street, Commons Area (ADA EAST ENTRANCE), Omaha, NE 68144"
Douglas,Rockbrook United Methodist Church,Rockbrook United Methodist Church,"9855 West Center Road, Fellowship Hall (ADA SOUTHWEST ENTRANCE), Omaha, NE 68124"
Douglas,Rolling Hills Ranch Retirement,Rolling Hills Ranch Retirement,"4324 North 132nd Street, 2nd Floor Library (ADA MAIN ENTRANCE), Omaha, NE 68164"
Douglas,Ronald W. Reagan Elementary School,Ronald W. Reagan Elementary School,"4440 South 198th Avenue, South Side Portable (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68135"
Douglas,Russell Middle School,Russell Middle School,"5304 South 172nd Street, Commons Area (ADA MAIN ENTRANCE), Omaha, NE 68135"
Douglas,Saddlebrook Community Center,Saddlebrook Community Center,"14850 Laurel Avenue, Commons (ADA USE NORTH ENTRANCE), Omaha, NE 68116"
Douglas,Sagewood Elementary School,Sagewood Elementary School,"4910 North 177th Street, Front Entryway (ALL VOTERS USE FRONT ENTRANCE), Omaha, NE 68116"
Douglas,Salvation Army Kroc Center,Salvation Army Kroc Center,"2825 Y Street, Fellowship Hall (ALL VOTERS USE MAIN ENTRANCE), Omaha, NE 68107"
