state,jurisdiction_type,county_name,municipality,precinct_id,name,address
WV,county,Berkeley,MARTINSBURG,16,NORTH MIDDLE SCHOOL,"250 EAST ROAD, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBURG,17,OTTERBEIN UNITED METHODIST,"549 NORTH QUEEN STREET, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBURG,18,THE LIVING ROOM CHURCH,"50 MONROE STREET, MARTINSBURG, WV 25401"
WV,county,Berkeley,FALLING WATERS,19,POTOMACK INTERMEDIATE SCHOOL,"5308 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,Berkeley,FALLING WATERS,20,MARLOWE ELEMENTARY SCHOOL,"9580 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,Berkeley,MARTINSBURG,21,BEDINGTON ELEMENTARY SCHOOL,"149 BEDINGTON ROAD, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBURG,22,ORCHARD VIEW INTERMEDIATE,"1455 DELMAR ORCHARD ROAD, MARTINSBURG, WV 25403"
WV,county,Berkeley,FALLING WATERS,23,POTOMACK INTERMEDIATE SCHOOL,"5308 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,Berkeley,MARTINSBURG,24,BERKELEY HEIGHTS ELEMENTARY SCHOOL,"726 HACK WILSON WAY, MARTINSBURG, WV 25401"
WV,county,Berkeley,MARTINSBURG,25,TUSCARORA ELEMENTARY  SCHOOL,"2000 TAVERN ROAD, MARTINSBURG, WV 25401"
WV,county,Berkeley,MARTINSBURG,26,DEPT OF HEALTH & HUMAN SERVICE,"433 MIDATLANTIC CENTER, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBRUG,27,FAITH BAPTIST CHURCH,"1637 FILES CROSS ROAD, MARTINSBRUG, WV 25404"
WV,county,Berkeley,MARTINSBURG,28,OPEQUON ELEMENTARY SCHOOL,"395 EAST ROAD, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBURG,29,157TH MILITARY POLICE BLDG,"2096 KELLY ISLAND ROAD, MARTINSBURG, WV 25401"
WV,county,Berkeley,FALLING WATERS,30,MARLOWE ELEMENTARY SCHOOL,"9580 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,Berkeley,MARTINSBURG,32,BERKELEY HEIGHTS ELEMENTARY SCHOOL,"726 HACK WILSON WAY, MARTINSBURG, WV 25401"
WV,county,Berkeley,MARTINSBURG,34,VALLEY VIEW ELEMENTARY SCHOOL,"140 NADENBOUSCH LANE, MARTINSBURG, WV 25405"
WV,county,Berkeley,MARTINSBURG,35,VALLEY VIEW ELEMENTARY SCHOOL,"140 NADENBOUSCH LANE, MARTINSBURG, WV 25405"
WV,county,Berkeley,BUNKER HILL,36,BUNKER HILL ELEMENTARY SCHOOL,"58 HAPPY SCHOOL AVENUE, BUNKER HILL, WV 25413"
WV,county,Berkeley,MARTINSBURG,38,TUSCARORA ELEMENTARY  SCHOOL,"2000 TAVERN ROAD, MARTINSBURG, WV 25401"
WV,county,Berkeley,MARTINSBURG,39,JAMES RUMSEY VO TECH,"3274 HEDGESVILLE ROAD, MARTINSBURG, WV 25403"
WV,county,Berkeley,MARTINSBURG,40,JAMES RUMSEY VO TECH,"3274 HEDGESVILLE ROAD, MARTINSBURG, WV 25403"
WV,county,Berkeley,HEDGESVILLE,41,TOMAHAWK RURITAN CLUB,"12680 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,Berkeley,HEDGESVILLE,42,TOMAHAWK INTERMEDIATE SCHOOL,"6665 HEDGESVILLE ROAD, HEDGESVILLE, WV 25427"
WV,county,Berkeley,GERRARDSTOWN,43,GERRARDSTOWN ELEMENTARY SCHOOL,"15 DOMINION ROAD, GERRARDSTOWN, WV 25420"
WV,county,Berkeley,HEDGESVILLE,44,MASONIC HALL,"303 NORTH MARY STREET, HEDGESVILLE, WV 25427"
WV,county,Berkeley,HEDGESVILLE,45,BACK CREEK VALLEY ELEMENTARY SCHOOL,"1962 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,Berkeley,MARTINSBURG,46,SPRING MILLS PRIMARY SCHOOL,"401 CAMPUS DRIVE, MARTINSBURG, WV 25404"
WV,county,Berkeley,HEDGESVILLE,47,BACK CREEK VALLEY ELEMENTARY SCHOOL,"1962 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,Berkeley,HEDGESVILLE,48,THE WOODS RESORT,"1732 THE WOODS ROAD, HEDGESVILLE, WV 25427"
WV,county,Berkeley,MARTINSBURG,49,SPRING MILLS PRIMARY SCHOOL,"401 CAMPUS DRIVE, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBURG,50,BEDINGTON ELEMENTARY SCHOOL,"149 BEDINGTON ROAD, MARTINSBURG, WV 25404"
WV,county,Berkeley,BUNKER HILL,51,RIDGEWAY COMMUNITY CENTER,"41 SPECKS RUN ROAD, BUNKER HILL, WV 25413"
WV,county,Berkeley,HEDGESVILLE,52,HEDGESVILLE ELEMENTARY SCHOOL,"88 SCHOOLHOUSE DRIVE, HEDGESVILLE, WV 25427"
WV,county,Berkeley,MARTINSBURG,53,EAGLE SCHOOL INTERMEDIATE,"730 EAGLE SCHOOL ROAD, MARTINSBURG, WV 25404"
WV,county,Berkeley,BUNKER HILL,54,MILL CREEK INTERMEDIATE SCHOOL,"8785 WINCHESTER AVENUE, BUNKER HILL, WV 25413"
WV,county,Berkeley,MARTINSBURG,55,JAMES RUMSEY VO TECH,"3274 HEDGESVILLE ROAD, MARTINSBURG, WV 25403"
WV,county,Berkeley,MARTINSBURG,56,BETHEL ASSEMBLY OF GOD CHURCH,"2010 TAVERN ROAD, MARTINSBURG, WV 25401"
WV,county,Berkeley,MARTINSBURG,105,VALLEY VIEW ELEMENTARY SCHOOL,"140 NADENBOUSCH LANE, MARTINSBURG, WV 25405"
WV,county,Berkeley,MARTINSBURG,106,FRIENDSHIP UNITED METHODIST CHURCH,"388 NEEDY ROAD, MARTINSBURG, WV 25405"
WV,county,Berkeley,MARTINSBURG,107,FRIENDSHIP UNITED METHODIST CHURCH,"388 NEEDY ROAD, MARTINSBURG, WV 25405"
WV,county,Berkeley,HEDGESVILLE,108,HEDGESVILLE HIGH SCHOOL,"109 RIDGE ROAD NORTH, HEDGESVILLE, WV 25427"
WV,county,Berkeley,MARTINSBURG,110,BERKELEY HEIGHTS ELEMENTARY SCHOOL,"726 HACK WILSON WAY, MARTINSBURG, WV 25401"
WV,county,Berkeley,BUNKER HILL,111,MUSSELMAN MIDDLE SCHOOL,"105 PRIDE AVENUE, BUNKER HILL, WV 25413"
WV,county,Berkeley,MARTINSBURG,112,PIKESIDE SCHOOL,"3635 WINCHESTER AVENUE, MARTINSBURG, WV 25405"
WV,county,Berkeley,BUNKER HILL,113,MUSSELMAN MIDDLE SCHOOL,"105 PRIDE AVENUE, BUNKER HILL, WV 25413"
WV,county,Berkeley,INWOOD,114,MUSSELMAN HIGH SCHOOL,"126 EXCELLENCE WAY, INWOOD, WV 25428"
WV,county,Berkeley,INWOOD,115,ST LEO'S CATHOLIC CHURCH,"2109 SULPHER SPRINGS ROAD, INWOOD, WV 25428"
WV,county,Berkeley,MARTINSBURG,18A,SPRING MILLS MIDDLE SCHOOL,"255 CAMPUS DRIVE, MARTINSBURG, WV 25404"
WV,county,Berkeley,MARTINSBURG,22A,TRINITY LUTHERAN CHURCH,"1643 PITZERS CHAPEL ROAD, MARTINSBURG, WV 25403"
WV,county,Berkeley,GERRARDSTOWN,43A,MOUNTAIN RIDGE INTERMEDIATE,"2691 GERRARDSTOWN ROAD, GERRARDSTOWN, WV 25420"
WV,county,Berkeley,HEDGESVILLE,46A,BACK CREEK VALLEY ELEMENTARY SCHOOL,"1962 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,Berkeley,BUNKER HILL,51A,BUNKER HILL UNITED METHODIST CHURCH,"9863 WINCHESTER AVENUE, BUNKER HILL, WV 25413"
WV,county,Boone,Danville,1,TURTLE CR/SOC SERV BLDG,"347 Lick Creek Road, Danville, WV 25053"
WV,county,Boone,danville,2,GREENVIEW/RAMAGE GRADE SCHOOL,"15908 Spruce River Rd, danville, WV 25053"
WV,county,Boone,Chapmanville,3,MANILA /OLD MANILA GRADE SCH,"193 Academy Drive, Chapmanville, WV 25508"
WV,county,Boone,Jeffrey,4,SPRUCE RIVER COMMUNITY CENTER,"18044 Spruce River Road, Jeffrey, WV 25114"
WV,county,Boone,Jeffrey,5,OTTAWA/SPRUCE RIVER COMMUNITY CENTER,"18044 Spruce River Road, Jeffrey, WV 25114"
WV,county,Boone,Madison,7,LOW GAP/MADISON GRADE SCHOOL,"150 Josephine Ave, Madison, WV 25130"
WV,county,Boone,Hewett,9,HEWETT/JEFFREY SPENCER GR SCH,"3277 Hewett Creek Road, Hewett, WV 25108"
WV,county,Boone,Danville,11,LICK CRK/HUMAN SERVICES CENTER,"213 Kenmore Drive, Danville, WV 25053"
WV,county,Boone,Madison,12,MADISON/MEMORIAL BLDG,"269 Washington Ave, Madison, WV 25130"
WV,county,Boone,Madison,13,MADISON/MADISON COURTHOUSE,"200 State Street, Madison, WV 25130"
WV,county,Boone,Danville,14,DANVILLE COMMUNITY CENTER,"731 Hopkins Ave, Danville, WV 25053"
WV,county,Boone,Foster,15,BROOKVIEW ELEMENTARY SCHOOL,"1 Learning Way, Foster, WV 25081"
WV,county,Boone,Julian,16,JULIAN/LORY BAPTIST CHURCH,"180 Lory Church Road, Julian, WV 25529"
WV,county,Boone,Julian,17,JULIAN/LORY BAPTIST CHURCH,"180 Lory Church Road, Julian, WV 25529"
WV,county,Boone,Morrisvale,18,MORRISVALE COMMUNITY CENTER,"123 Morrisvale, Morrisvale, WV 25053"
WV,county,Boone,Madison,19,MADISON/MADISON MIDDLE SCHOOL,"407 Riverside Drive, Madison, WV 25130"
WV,county,Boone,Peytona,22,PEYTONA CHURCH OF CHRIST,"23967 Daniel Boone Parkway, Peytona, WV 25058"
WV,county,Boone,Nellis,23,NELLIS GRADE SCHOOL,"179 Memorial Drive, Nellis, WV 25142"
WV,county,Boone,Ashford,25,ASHFORD GRADE SCHOOL,"1649 Ashford Nellis Rd, Ashford, WV 25009"
WV,county,Boone,Racine,30,RACINE COMMUNITY CENTER,"446 John Slack Circle, Racine, WV 25165"
WV,county,Boone,Comfort,31,SHERMAN ELEMENTARY SCHOOL,"7487 Coal River Road, Comfort, WV 25049"
WV,county,Boone,Seth,32,LOWER SETH/SHERMAN JR HIGH,"9846 Coal River Road, Seth, WV 25181"
WV,county,Boone,Seth,33,UPPER SETH/SHERMAN HIGH SCHOOL,"10008 Coal River Road, Seth, WV 25181"
WV,county,Boone,Orgas,36,ORGAS COMMUNITY CENTER,"22654 Coal River Road, Orgas, WV 25148"
WV,county,Boone,Whitesville,38,SENG CR/WHITESVILLE JR HIGH,"37949 Coal River Road, Whitesville, WV 25209"
WV,county,Boone,Whitesville,40,WHITESVILLE JR HIGH SCHOOL,"37949 Coal River Road, Whitesville, WV 25209"
WV,county,Boone,Sylvester,41,SYLVESTER CITY HALL,"32832 Coal River Road, Sylvester, WV 25193"
WV,county,Boone,Danville,45,UNEEDA/KINDERGARTEN ACADEMY,"145 Kindergarten Lane, Danville, WV 25053"
WV,county,Boone,Van,46,VAN/VAN GRADE SCHOOL,"338 Van High School, Van, WV 25206"
WV,county,Boone,Bandytown,48,BANDYTOWN/MARTHA FWB CHURCH,"147 Bandytown, Bandytown, WV 25505"
WV,county,Boone,Van,49,CAZY/VAN GRADE SCHOOL,"338 Van High School Rd, Van, WV 25206"
WV,county,Boone,Wharton,50,WHARTON/BARRETT COMM CENTER,"178 Benett Drive, Wharton, WV 25208"
WV,county,Boone,Wharton,52,WHARTON/BARRETT COMM CENTER,"178 Benett Drive, Wharton, WV 25208"
WV,county,Boone,Madison,53,BROWN SCHOOL/KINDERGARTEN ACAD,"69 Smith St, Madison, WV 25130"
WV,county,Braxton,FRAMETOWN,1,FRAMETOWN SCHOOL,"96 JEANIE ELLIS DR, FRAMETOWN, WV 26623"
WV,county,Braxton,STRANGE CREEK,3,STRANGE CREEK MASONIC LODGE,"208 STRANGE CREEK RD, STRANGE CREEK, WV 26639"
WV,county,Braxton,DUCK,6,SERVIA FIRE DEPARTMENT,"2126 SERVIA ELMIRA RD, DUCK, WV 25063"
WV,county,Braxton,FRAMETOWN,9,FRAMETOWN SCHOOL,"96 JEANIE ELLIS DR, FRAMETOWN, WV 26623"
WV,county,Braxton,SUTTON,12,SUTTON COURTHOUSE,"300 MAIN ST, SUTTON, WV 26601"
WV,county,Braxton,SUTTON,13,NEWVILLE D&D AUCTION,"2610 AIRPORT RD, SUTTON, WV 26601"
WV,county,Braxton,SUTTON,14,CENTRALIA POPLAR RIDGE CHURCH,"874 STONEY CREEK RD, SUTTON, WV 26601"
WV,county,Braxton,SUTTON,15,LITTLE BIRCH SCHOOL,"55 LITTLE BIRCH RD, SUTTON, WV 26601"
WV,county,Braxton,FLATWOODS,16,FLATWOODS SCHOOL,"142 FLATWOODS CORNER RD, FLATWOODS, WV 26621"
WV,county,Braxton,SUTTON,19,SUTTON OLD FISHER AUTO PARTS,"309 MAIN ST, SUTTON, WV 26601"
WV,county,Braxton,GASSAWAY,23,GASSAWAY FIREHOUSE,"105 5TH ST, GASSAWAY, WV 26624"
WV,county,Braxton,GASSAWAY,24,MICHAEL MOTORS,"2764 STATE ST, GASSAWAY, WV 26624"
WV,county,Braxton,SUTTON,25,CANFIELD PAUL DUNN'S HOUSE,"7765 HEROLD RD, SUTTON, WV 26601"
WV,county,Braxton,GASSAWAY,26,GASSAWAY MAYOR'S OFFICE,"416 ELK ST, GASSAWAY, WV 26624"
WV,county,Braxton,GASSAWAY,27,CHAPEL COMMUNITY BUILDING,"4077 CHAPEL RD, GASSAWAY, WV 26624"
WV,county,Braxton,EXCHANGE,28,EXCHANGE-WADE BELKNAP'S SAW MILL OFFICE,"HC 36, EXCHANGE, WV 26619"
WV,county,Braxton,GASSAWAY,32,BRAXTON COUNTY JAMBOREE BUILDING,"258 PARSONS DR, GASSAWAY, WV 26624"
WV,county,Braxton,BURNSVILLE,36,BURNSVILLE COMMUNITY CENTER,"237A KANAWHA AVE, BURNSVILLE, WV 26335"
WV,county,Braxton,COPEN,37,COPEN COMMUNITY BUILDING,"24 WALKER FORK RD, COPEN, WV 26615"
WV,county,Braxton,HEATERS,38,HEATERS COMMUNITY BUILDING,"4350 GAULEY TPKE, HEATERS, WV 26627"
WV,county,Braxton,IRELAND,43,FALLS MILL COMMUNITY BUILDING,"16442 GAULEY TPKE, IRELAND, WV 26376"
WV,county,Braxton,BURNSVILLE,45,BURNSVILLE MAYORS OFFICE,"106 MUNICIPAL ST, BURNSVILLE, WV 26335"
WV,county,Brooke,WELLSBURG,1,"METHODIST CHURCH, WELLSBURG","11TH & CHARLES STREETS, WELLSBURG, WV 26070"
WV,county,Brooke,WELLSBURG,4,WELLSBURG PRIMARY (MAIN ST),"1448 MAIN STREET, WELLSBURG, WV 26070"
WV,county,Brooke,WELLSBURG,5,WELLSBURG PRIMARY (CHARLES ST),"1448 MAIN STREET, WELLSBURG, WV 26070"
WV,county,Brooke,WELLSBURG,6,COMM.OF CHRIST CHURCH-26TH ST.,"84 26TH STREET, WELLSBURG, WV 26070"
WV,county,Brooke,BEECH BOTTOM,11,BEECH BOTTOM SCHOOL,"0 HIGH STREET, BEECH BOTTOM, WV 26030"
WV,county,Brooke,BETHANY,14,BETHANY TOWN BUILDING,"CHURCH STREET, BETHANY, WV"
WV,county,Brooke,WELLSBURG,15,MCKINLEYVILLE FIRE CLUB,"RD 1 BOX 142B, WELLSBURG, WV 26070"
WV,county,Brooke,WINDSOR HEIGHTS,16,FIREMENS CLUB,"MAIN STREET, WINDSOR HEIGHTS, WV 26075"
WV,county,Brooke,WELLSBURG,17,FRANKLIN FIRE DEPARTMENT,"WASHINGTON PIKE, WELLSBURG, WV 26070"
WV,county,Brooke,COLLIERS,24,COLLIERS SCHOOL,"270 PENN AVENUE, COLLIERS, WV 26035"
WV,county,Brooke,WEIRTON,25,FREEDOM PLACE 2,"3720 MAIN STREET, WEIRTON, WV"
WV,county,Brooke,WEIRTON,26,FREEDOM PLACE 2,"3720 MAIN STREET, WEIRTON, WV"
WV,county,Brooke,FOLLANSBEE,28,FOLLANSBEE CITY BUILDING,"MAIN STREET, FOLLANSBEE, WV 26037"
WV,county,Brooke,FOLLANSBEE,31,JEFFERSON SCHOOL,"1098 JEFFERSON STREET, FOLLANSBEE, WV 26037"
WV,county,Brooke,FOLLANSBEE,33,FOLL. MID. SCH. FIELD HOUSE,"MARK AVENUE, FOLLANSBEE, WV 26037"
WV,county,Brooke,WEIRTON,34,MILLSOP SCHOOL,"LEGION & sWEARINGEN RD, WEIRTON, WV 26062"
WV,county,Brooke,WEIRTON,36,ST THOMAS EPISCOPAL CHURCH,"300 THREE SPRINGS CHURCH, WEIRTON, WV 26062"
WV,county,Brooke,WELLSBURG,20B,BOARD OF EDUCATION BUILDING,"1201 PLEASANT AVENUE, WELLSBURG, WV"
WV,county,Brooke,WELLSBURG,21A,BOARD OF EDUCATION BUILDING,"1201 PLEASANT AVENUE, WELLSBURG, WV 26070"
WV,county,Brooke,WELLSBURG,21B,FRANKLIN SCHOOL,"1305 WASHINGTON PIKE, WELLSBURG, WV 26070"
WV,county,Brooke,FOLLANSBEE,23A,HOOVERSON HTS SCHOOL,"200 ROCKDALE ROAD, FOLLANSBEE, WV 26037"
WV,county,Brooke,FOLLANSBEE,23B,HOOVERSON HTS FIRE DEPT,"MAY ROAD, FOLLANSBEE, WV 26037"
WV,county,Brooke,FOLLANSBEE,23C,CHURCH OF CHRIST (HOOV HTS),"102 CHURCH AVENUE, FOLLANSBEE, WV 26037"
WV,county,Brooke,FOLLANSBEE,23D,HOOVERSON HTS FIRE DEPT,"MAY ROAD, FOLLANSBEE, WV 26037"
WV,county,Brooke,FOLLANSBEE,32A,FOLL. MID. SCH. FIELD HOUSE,"MARK AVENUE, FOLLANSBEE, WV 26037"
WV,county,Brooke,COLLIERS,35A,OPEN DOOR BAPTIST CHURCH,"87B ELDERSVILLE ROAD, COLLIERS, WV 26035"
WV,county,Brooke,COLLIERS,35B,OPEN DOOR BAPTIST CHURCH,"87B ELDERSVILLE ROAD, COLLIERS, WV 26035"
WV,county,Cabell,HUNTINGTON,1,#01  CENTRAL CITY SCHOOL  (MULTIPURPOSE ROOM),"2100 WASHINGTON AVENUE, HUNTINGTON, WV 25704"
WV,county,Cabell,HUNTINGTON,2,#02  CENTRAL CITY SCHOOL  (MULTIPURPOSE ROOM),"2100 WASHINGTON AVENUE, HUNTINGTON, WV 25704"
WV,county,Cabell,HUNTINGTON,3,#03  DEPT. OF TRANSPORTATION  (DMV LOBBY),"801 MADISON AVENUE, HUNTINGTON, WV 25704"
WV,county,Cabell,HUNTINGTON,4,#04  MUSEUM OF RADIO & TECHNOLOGY,"1640 FLORENCE AVENUE, HUNTINGTON, WV 25704"
WV,county,Cabell,HUNTINGTON,5,#05  DEPT. OF TRANSPORTATION  (DMV LOBBY),"801 MADISON AVENUE, HUNTINGTON, WV 25704"
WV,county,Cabell,HUNTINGTON,6,#06 HUNTINGTON MIDDLE SCHOOL,"925 3RD ST, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,7,#07  CAMMACK SCHOOL  (AUDITORIUM),"3RD STREET & 10TH AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,Huntington,8,#08 WOODLANDS RET COMM,"1 Bradley Foster Dr, Huntington, WV 25701"
WV,county,Cabell,HUNTINGTON,9,#09  HUNTINGTON CITY HALL  (LOBBY),"800 5TH AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,10,#10 HUNTINGTON MIDDLE SCHOOL,"925 3RD ST, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,11,#11  FIRST PRESBYTERIAN CHURCH  (SUNDAY SCHOOL RM),"1015 5TH AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,12,#12  A.D. LEWIS COMMUNITY CENTER,"1450 A.D. LEWIS AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,13,#13 BARNETT CENTER,"1524 10th Ave, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,14,#14  MEADOWS SCHOOL  (GYMNASIUM),"1601 WASHINGTON BLVD, HUNTINGTON, WV 25705"
WV,county,Cabell,Huntington,15,#15 FIRST PRES CHURCH,"1015 5th Ave, Huntington, WV 25701"
WV,county,Cabell,HUNTINGTON,16,#16  SENIOR LIFE ENRICHMENT CENTER,"1750 9TH AVENUE, HUNTINGTON, WV 25703"
WV,county,Cabell,HUNTINGTON,17,#17  SPRING HILL SCHOOL  (MAIN LOBBY),"1901 HALL AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,18,#18  MEADOWS SCHOOL  (GYMNASIUM),"1601 WASHINGTON BLVD, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,19,#19  HIGHLAWN SCHOOL  (GYMNASIUM),"2549 1ST AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,20,#20 COMMUNITY OF GRACE CHURCH,"225 28TH ST, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,21,#21 FAIRFIELD EAST COMM BLDG,"2711 8TH AVENUE, HUNTINGTON, WV 25703"
WV,county,Cabell,HUNTINGTON,22,#22 HUNTINGTON HIGH SCHOOL,"1 HIGHLANDER WAY, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,23,#23  FAIRFIELD EAST COMM BLDG,"2711 8TH AVENUE, HUNTINGTON, WV 25703"
WV,county,Cabell,HUNTINGTON,24,#24 LIGHTHOUSE BAPT CHUR (FELL HALL),"2650 NORTH TERRACE, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,25,#25  BEVERLY HILLS METH CHURCH  (YOUTH ROOM),"2600 WASHINGTON BLVD, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,26,#26  HIGHLAWN SCHOOL  (MAIN LOBBY),"2549 1ST AVENUE, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,27,#27 COMMUNITY OF GRACE CHURCH,"225 28TH ST, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,28,#28  PEYTON SCHOOL  (GYMNASIUM),"199 ROTARY ROAD, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,29,#29  BEVERLY HILLS MIDDLE SCHOOL  (CAFETERIA),"2901 SALTWELL ROAD, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,30,#30  BEVERLY HILLS MIDDLE SCHOOL  (CAFETERIA),"2901 SALTWELL ROAD, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,31,#31  GENEVA KENT SCHOOL  (ROOM 9),"68 Holley Ave, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,32,#32  GUYANDOTTE SCHOOL  (GYMNASIUM),"607 5th Ave, HUNTINGTON, WV 25702"
WV,county,Cabell,HUNTINGTON,33,#33  GUYANDOTTE SCHOOL  (GYMNASIUM),"607 5th Ave, HUNTINGTON, WV 25702"
WV,county,Cabell,HUNTINGTON,34,# 34 ALTIZER ELEM SCHOOL,"250 3RD ST, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,35,#35  HUNTINGTON HIGH SCHOOL  (GYMNASIUM CONCOURSE),"#1 HIGHLANDER WAY, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,36,#36  HITE SAUNDERS SCHOOL  (GYMNASIUM),"3708 GREEN VALLEY ROAD, HUNTINGTON, WV 25701"
WV,county,Cabell,HUNTINGTON,37,#37 HITE SAUNDERS ELEM SCHOOL,"3708 GREEN VALLEY RD, HUNTINGTON, WV 25701"
WV,county,Cabell,,38,#38  GENEVA KENT SCHOOL  (GYMNASIUM),"HOLLEY AVENUE & NORWOOD ROAD, WV"
WV,county,Cabell,HUNTINGTON,39,#39 CAREER TECH CENTER (VO-TECH),"1035 NORWAY AVE, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,40,#40  CAREER TECH CENTER (VO-TECH),"1035 NORWAY AVE, HUNTINGTON, WV 25705"
WV,county,Cabell,HUNTINGTON,41,#41  CHRIST/KING CHURCH  (FELLOWSHIP HALL),"5700 RT 60 E, HUNTINGTON, WV 25705"
