name,type,number,id
"COUNTY AT-LARGE DISTRICT","County",37,99294
"COUNTY AT-LARGE DISTRICT","County",38,99295
"COUNTY AT-LARGE DISTRICT","County",39,99296
"COUNTY AT-LARGE DISTRICT","County",40,99297
"COUNTY AT-LARGE DISTRICT","County",41,99298
"COUNTY AT-LARGE DISTRICT","County",42,99299
"COUNTY AT-LARGE DISTRICT","County",43,99300
"COUNTY AT-LARGE DISTRICT","County",44,99301
"COUNTY AT-LARGE DISTRICT","County",45,99302
"COUNTY AT-LARGE DISTRICT","County",46,99303
"COUNTY AT-LARGE DISTRICT","County",47,99304
"COUNTY AT-LARGE DISTRICT","County",48,99305
"COUNTY AT-LARGE DISTRICT","County",49,99306
"COUNTY AT-LARGE DISTRICT","County",50,99307
"COUNTY AT-LARGE DISTRICT","County",51,99308
"COUNTY AT-LARGE DISTRICT","County",52,99309
"COUNTY AT-LARGE DISTRICT","County",53,99310
"COUNTY AT-LARGE DISTRICT","County",54,99311
"COUNTY AT-LARGE DISTRICT","County",55,99312
"COUNTY AT-LARGE DISTRICT","County",56,99313
"COUNTY AT-LARGE DISTRICT","County",57,99314
"COUNTY AT-LARGE DISTRICT","County",58,99315
"COUNTY AT-LARGE DISTRICT","County",59,99316
"COUNTY AT-LARGE DISTRICT","County",60,99317
"COUNTY AT-LARGE DISTRICT","County",61,99318
"COUNTY AT-LARGE DISTRICT","County",62,99319
"COUNTY AT-LARGE DISTRICT","County",63,99320
"COUNTY AT-LARGE DISTRICT","County",64,99321
"COUNTY AT-LARGE DISTRICT","County",65,99322
"COUNTY AT-LARGE DISTRICT","County",66,99323
"COUNTY AT-LARGE DISTRICT","County",67,99324
"COUNTY AT-LARGE DISTRICT","County",68,99325
"COUNTY AT-LARGE DISTRICT","County",69,99326
"COUNTY AT-LARGE DISTRICT","County",70,99327
"COUNTY AT-LARGE DISTRICT","County",71,99328
"COUNTY AT-LARGE DISTRICT","County",72,99329
"COUNTY AT-LARGE DISTRICT","County",73,99330
"COUNTY AT-LARGE DISTRICT","County",74,99331
"COUNTY AT-LARGE DISTRICT","County",75,99332
"COUNTY AT-LARGE DISTRICT","County",76,99333
"COUNTY AT-LARGE DISTRICT","County",77,99334
"COUNTY COMMISSIONER 01","County Commissioner",01,99437
"COUNTY COMMISSIONER 01","County Commissioner",01,99438
"COUNTY COMMISSIONER 01","County Commissioner",01,99439
"COUNTY COMMISSIONER 01","County Commissioner",01,99440
"COUNTY COMMISSIONER 01","County Commissioner",01,99441
"COUNTY COMMISSIONER 01","County Commissioner",01,99442
"COUNTY COMMISSIONER 01","County Commissioner",01,99443
"COUNTY COMMISSIONER 01","County Commissioner",01,99444
"COUNTY COMMISSIONER 01","County Commissioner",01,99445
"COUNTY COMMISSIONER 01","County Commissioner",01,99446
"COUNTY COMMISSIONER 01","County Commissioner",01,99447
"COUNTY COMMISSIONER 01","County Commissioner",01,99448
"COUNTY COMMISSIONER 01","County Commissioner",01,99449
"COUNTY COMMISSIONER 01","County Commissioner",01,99450
"COUNTY COMMISSIONER 01","County Commissioner",01,99451
"COUNTY COMMISSIONER 01","County Commissioner",01,99452
"COUNTY COMMISSIONER 01","County Commissioner",01,99453
"COUNTY COMMISSIONER 01","County Commissioner",01,99454
"COUNTY COMMISSIONER 01","County Commissioner",01,99455
"COUNTY COMMISSIONER 01","County Commissioner",01,99456
"COUNTY COMMISSIONER 01","County Commissioner",01,99457
"COUNTY COMMISSIONER 01","County Commissioner",01,99458
"COUNTY COMMISSIONER 01","County Commissioner",01,99459
"COUNTY COMMISSIONER 01","County Commissioner",01,99460
"COUNTY COMMISSIONER 01","County Commissioner",01,99461
"COUNTY COMMISSIONER 01","County Commissioner",01,99462
"COUNTY COMMISSIONER 01","County Commissioner",01,99520
"COUNTY COMMISSIONER 01","County Commissioner",01,99521
"COUNTY COMMISSIONER 01","County Commissioner",01,99522
"COUNTY COMMISSIONER 01","County Commissioner",01,99524
"COUNTY COMMISSIONER 01","County Commissioner",01,99528
"COUNTY COMMISSIONER 01","County Commissioner",01,99531
"COUNTY COMMISSIONER 01","County Commissioner",01,99533
"COUNTY COMMISSIONER 01","County Commissioner",01,99534
"COUNTY COMMISSIONER 01","County Commissioner",01,99535
"COUNTY COMMISSIONER 01","County Commissioner",01,99536
"COUNTY COMMISSIONER 01","County Commissioner",01,99539
"COUNTY COMMISSIONER 01","County Commissioner",01,99546
"COUNTY COMMISSIONER 01","County Commissioner",01,99548
"COUNTY COMMISSIONER 01","County Commissioner",01,99550
"COUNTY COMMISSIONER 01","County Commissioner",01,99552
"COUNTY COMMISSIONER 01","County Commissioner",01,99554
"COUNTY COMMISSIONER 01","County Commissioner",01,99558
"COUNTY COMMISSIONER 01","County Commissioner",01,99559
"COUNTY COMMISSIONER 01","County Commissioner",01,99563
"COUNTY COMMISSIONER 01","County Commissioner",01,99463
"COUNTY COMMISSIONER 01","County Commissioner",01,99464
"COUNTY COMMISSIONER 01","County Commissioner",01,99465
"COUNTY COMMISSIONER 01","County Commissioner",01,99466
"COUNTY COMMISSIONER 01","County Commissioner",01,99467
"COUNTY COMMISSIONER 01","County Commissioner",01,99468
"COUNTY COMMISSIONER 01","County Commissioner",01,99469
"COUNTY COMMISSIONER 01","County Commissioner",01,99470
"COUNTY COMMISSIONER 01","County Commissioner",01,99471
"COUNTY COMMISSIONER 01","County Commissioner",01,99472
"COUNTY COMMISSIONER 01","County Commissioner",01,99473
"COUNTY COMMISSIONER 01","County Commissioner",01,99474
"COUNTY COMMISSIONER 01","County Commissioner",01,99475
"COUNTY COMMISSIONER 01","County Commissioner",01,99476
"COUNTY COMMISSIONER 01","County Commissioner",01,99477
"COUNTY COMMISSIONER 01","County Commissioner",01,99478
"COUNTY COMMISSIONER 01","County Commissioner",01,99479
"COUNTY COMMISSIONER 01","County Commissioner",01,99428
"COUNTY COMMISSIONER 01","County Commissioner",01,99429
"COUNTY COMMISSIONER 01","County Commissioner",01,99430
"COUNTY COMMISSIONER 01","County Commissioner",01,99431
"COUNTY COMMISSIONER 01","County Commissioner",01,99432
"COUNTY COMMISSIONER 01","County Commissioner",01,99433
"COUNTY COMMISSIONER 01","County Commissioner",01,99434
"COUNTY COMMISSIONER 01","County Commissioner",01,99435
"COUNTY COMMISSIONER 01","County Commissioner",01,99436
"COUNTY COMMISSIONER 01","County Commissioner",01,99503
"COUNTY COMMISSIONER 01","County Commissioner",01,99504
"COUNTY COMMISSIONER 01","County Commissioner",01,99511
"COUNTY COMMISSIONER 01","County Commissioner",01,99512
"COUNTY COMMISSIONER 01","County Commissioner",01,99515
"COUNTY COMMISSIONER 01","County Commissioner",01,99519
"COUNTY COMMISSIONER 02","County Commissioner",02,99488
"COUNTY COMMISSIONER 02","County Commissioner",02,99489
"COUNTY COMMISSIONER 02","County Commissioner",02,99490
"COUNTY COMMISSIONER 02","County Commissioner",02,99491
"COUNTY COMMISSIONER 02","County Commissioner",02,99492
"COUNTY COMMISSIONER 02","County Commissioner",02,99493
"COUNTY COMMISSIONER 02","County Commissioner",02,99494
"COUNTY COMMISSIONER 02","County Commissioner",02,99495
"COUNTY COMMISSIONER 02","County Commissioner",02,99496
"COUNTY COMMISSIONER 02","County Commissioner",02,99497
"COUNTY COMMISSIONER 02","County Commissioner",02,99498
"COUNTY COMMISSIONER 02","County Commissioner",02,99499
"COUNTY COMMISSIONER 02","County Commissioner",02,99500
"COUNTY COMMISSIONER 02","County Commissioner",02,99501
"COUNTY COMMISSIONER 02","County Commissioner",02,99502
"COUNTY COMMISSIONER 02","County Commissioner",02,99507
"COUNTY COMMISSIONER 02","County Commissioner",02,99509
"COUNTY COMMISSIONER 02","County Commissioner",02,99510
"COUNTY COMMISSIONER 02","County Commissioner",02,99513
"COUNTY COMMISSIONER 02","County Commissioner",02,99518
"COUNTY COMMISSIONER 02","County Commissioner",02,99527
"COUNTY COMMISSIONER 02","County Commissioner",02,99529
"COUNTY COMMISSIONER 02","County Commissioner",02,99530
"COUNTY COMMISSIONER 02","County Commissioner",02,99537
"COUNTY COMMISSIONER 02","County Commissioner",02,99538
"COUNTY COMMISSIONER 02","County Commissioner",02,99541
"COUNTY COMMISSIONER 02","County Commissioner",02,99544
"COUNTY COMMISSIONER 02","County Commissioner",02,99545
"COUNTY COMMISSIONER 02","County Commissioner",02,99555
"COUNTY COMMISSIONER 02","County Commissioner",02,99556
"COUNTY COMMISSIONER 02","County Commissioner",02,99561
"COUNTY COMMISSIONER 02","County Commissioner",02,99565
"COUNTY COMMISSIONER 02","County Commissioner",02,99480
"COUNTY COMMISSIONER 02","County Commissioner",02,99481
"COUNTY COMMISSIONER 02","County Commissioner",02,99482
"COUNTY COMMISSIONER 02","County Commissioner",02,99483
"COUNTY COMMISSIONER 02","County Commissioner",02,99484
"COUNTY COMMISSIONER 02","County Commissioner",02,99485
"COUNTY COMMISSIONER 02","County Commissioner",02,99486
"COUNTY COMMISSIONER 02","County Commissioner",02,99487
"COUNTY COMMISSIONER 02","County Commissioner",02,99349
"COUNTY COMMISSIONER 02","County Commissioner",02,99350
"COUNTY COMMISSIONER 02","County Commissioner",02,99351
"COUNTY COMMISSIONER 02","County Commissioner",02,99352
"COUNTY COMMISSIONER 02","County Commissioner",02,99353
"COUNTY COMMISSIONER 02","County Commissioner",02,99354
"COUNTY COMMISSIONER 02","County Commissioner",02,99355
"COUNTY COMMISSIONER 02","County Commissioner",02,99356
"COUNTY COMMISSIONER 02","County Commissioner",02,99357
"COUNTY COMMISSIONER 02","County Commissioner",02,99358
"COUNTY COMMISSIONER 02","County Commissioner",02,99359
"COUNTY COMMISSIONER 02","County Commissioner",02,99360
"COUNTY COMMISSIONER 02","County Commissioner",02,99361
"COUNTY COMMISSIONER 02","County Commissioner",02,99362
"COUNTY COMMISSIONER 02","County Commissioner",02,99363
"COUNTY COMMISSIONER 02","County Commissioner",02,99364
"COUNTY COMMISSIONER 02","County Commissioner",02,99365
"COUNTY COMMISSIONER 02","County Commissioner",02,99366
"COUNTY COMMISSIONER 02","County Commissioner",02,99367
"COUNTY COMMISSIONER 02","County Commissioner",02,99368
"COUNTY COMMISSIONER 02","County Commissioner",02,99369
"COUNTY COMMISSIONER 02","County Commissioner",02,99370
"COUNTY COMMISSIONER 02","County Commissioner",02,99371
"COUNTY COMMISSIONER 02","County Commissioner",02,99335
"COUNTY COMMISSIONER 02","County Commissioner",02,99336
"COUNTY COMMISSIONER 02","County Commissioner",02,99337
"COUNTY COMMISSIONER 02","County Commissioner",02,99338
"COUNTY COMMISSIONER 02","County Commissioner",02,99339
"COUNTY COMMISSIONER 02","County Commissioner",02,99340
"COUNTY COMMISSIONER 02","County Commissioner",02,99341
"COUNTY COMMISSIONER 02","County Commissioner",02,99342
"COUNTY COMMISSIONER 02","County Commissioner",02,99343
"COUNTY COMMISSIONER 02","County Commissioner",02,99344
"COUNTY COMMISSIONER 02","County Commissioner",02,99345
"COUNTY COMMISSIONER 02","County Commissioner",02,99346
"COUNTY COMMISSIONER 02","County Commissioner",02,99347
"COUNTY COMMISSIONER 02","County Commissioner",02,99348
"COUNTY COMMISSIONER 03","County Commissioner",03,99415
"COUNTY COMMISSIONER 03","County Commissioner",03,99416
"COUNTY COMMISSIONER 03","County Commissioner",03,99417
"COUNTY COMMISSIONER 03","County Commissioner",03,99418
"COUNTY COMMISSIONER 03","County Commissioner",03,99419
"COUNTY COMMISSIONER 03","County Commissioner",03,99420
"COUNTY COMMISSIONER 03","County Commissioner",03,99421
"COUNTY COMMISSIONER 03","County Commissioner",03,99422
"COUNTY COMMISSIONER 03","County Commissioner",03,99423
"COUNTY COMMISSIONER 03","County Commissioner",03,99424
"COUNTY COMMISSIONER 03","County Commissioner",03,99425
"COUNTY COMMISSIONER 03","County Commissioner",03,99426
"COUNTY COMMISSIONER 03","County Commissioner",03,99427
"COUNTY COMMISSIONER 03","County Commissioner",03,99505
"COUNTY COMMISSIONER 03","County Commissioner",03,99506
"COUNTY COMMISSIONER 03","County Commissioner",03,99508
"COUNTY COMMISSIONER 03","County Commissioner",03,99514
"COUNTY COMMISSIONER 03","County Commissioner",03,99516
"COUNTY COMMISSIONER 03","County Commissioner",03,99517
"COUNTY COMMISSIONER 03","County Commissioner",03,99523
"COUNTY COMMISSIONER 03","County Commissioner",03,99525
"COUNTY COMMISSIONER 03","County Commissioner",03,99526
"COUNTY COMMISSIONER 03","County Commissioner",03,99532
"COUNTY COMMISSIONER 03","County Commissioner",03,99540
"COUNTY COMMISSIONER 03","County Commissioner",03,99542
"COUNTY COMMISSIONER 03","County Commissioner",03,99543
"COUNTY COMMISSIONER 03","County Commissioner",03,99547
"COUNTY COMMISSIONER 03","County Commissioner",03,99549
"COUNTY COMMISSIONER 03","County Commissioner",03,99551
"COUNTY COMMISSIONER 03","County Commissioner",03,99553
"COUNTY COMMISSIONER 03","County Commissioner",03,99557
"COUNTY COMMISSIONER 03","County Commissioner",03,99560
"COUNTY COMMISSIONER 03","County Commissioner",03,99562
"COUNTY COMMISSIONER 03","County Commissioner",03,99564
"COUNTY COMMISSIONER 03","County Commissioner",03,99372
"COUNTY COMMISSIONER 03","County Commissioner",03,99373
"COUNTY COMMISSIONER 03","County Commissioner",03,99374
"COUNTY COMMISSIONER 03","County Commissioner",03,99375
"COUNTY COMMISSIONER 03","County Commissioner",03,99376
"COUNTY COMMISSIONER 03","County Commissioner",03,99377
"COUNTY COMMISSIONER 03","County Commissioner",03,99378
"COUNTY COMMISSIONER 03","County Commissioner",03,99379
"COUNTY COMMISSIONER 03","County Commissioner",03,99380
"COUNTY COMMISSIONER 03","County Commissioner",03,99381
"COUNTY COMMISSIONER 03","County Commissioner",03,99382
"COUNTY COMMISSIONER 03","County Commissioner",03,99383
"COUNTY COMMISSIONER 03","County Commissioner",03,99384
"COUNTY COMMISSIONER 03","County Commissioner",03,99385
"COUNTY COMMISSIONER 03","County Commissioner",03,99386
"COUNTY COMMISSIONER 03","County Commissioner",03,99387
"COUNTY COMMISSIONER 03","County Commissioner",03,99388
"COUNTY COMMISSIONER 03","County Commissioner",03,99389
"COUNTY COMMISSIONER 03","County Commissioner",03,99390
"COUNTY COMMISSIONER 03","County Commissioner",03,99391
"COUNTY COMMISSIONER 03","County Commissioner",03,99392
"COUNTY COMMISSIONER 03","County Commissioner",03,99393
"COUNTY COMMISSIONER 03","County Commissioner",03,99394
"COUNTY COMMISSIONER 03","County Commissioner",03,99395
"COUNTY COMMISSIONER 03","County Commissioner",03,99396
"COUNTY COMMISSIONER 03","County Commissioner",03,99397
"COUNTY COMMISSIONER 03","County Commissioner",03,99398
"COUNTY COMMISSIONER 03","County Commissioner",03,99399
"COUNTY COMMISSIONER 03","County Commissioner",03,99400
"COUNTY COMMISSIONER 03","County Commissioner",03,99401
"COUNTY COMMISSIONER 03","County Commissioner",03,99402
"COUNTY COMMISSIONER 03","County Commissioner",03,99403
"COUNTY COMMISSIONER 03","County Commissioner",03,99404
"COUNTY COMMISSIONER 03","County Commissioner",03,99405
"COUNTY COMMISSIONER 03","County Commissioner",03,99406
"COUNTY COMMISSIONER 03","County Commissioner",03,99407
"COUNTY COMMISSIONER 03","County Commissioner",03,99408
"COUNTY COMMISSIONER 03","County Commissioner",03,99409
"COUNTY COMMISSIONER 03","County Commissioner",03,99410
"COUNTY COMMISSIONER 03","County Commissioner",03,99411
"COUNTY COMMISSIONER 03","County Commissioner",03,99412
"COUNTY COMMISSIONER 03","County Commissioner",03,99413
"COUNTY COMMISSIONER 03","County Commissioner",03,99414
"DISTRICT ATTNY 001","District Attorney",001,994
"DISTRICT ATTNY 002","District Attorney",002,99126
"DISTRICT ATTNY 003","District Attorney",003,99226
"DISTRICT ATTNY 004","District Attorney",004,99227
"DISTRICT ATTNY 005","District Attorney",005,9932
"DISTRICT ATTNY 006","District Attorney",006,99228
"DISTRICT ATTNY 007","District Attorney",007,99127
"DISTRICT ATTNY 008","District Attorney",008,99198
"DISTRICT ATTNY 009","District Attorney",009,995
"DISTRICT ATTNY 010","District Attorney",010,99105
"DISTRICT ATTNY 011","District Attorney",011,9974
"DISTRICT ATTNY 012","District Attorney",012,99199
"DISTRICT ATTNY 013","District Attorney",013,99200
"DISTRICT ATTNY 014","District Attorney",014,99229
"DISTRICT ATTNY 015","District Attorney",015,99106
"DISTRICT ATTNY 016","District Attorney",016,99162
"DISTRICT ATTNY 017","District Attorney",017,9975
"DISTRICT ATTNY 018","District Attorney",018,9976
"DISTRICT ATTNY 019","District Attorney",019,99163
"DISTRICT ATTNY 020","District Attorney",020,99128
"DISTRICT ATTNY 021","District Attorney",021,99201
"DISTRICT ATTNY 022","District Attorney",022,996
"DISTRICT ATTNY 023","District Attorney",023,997
"DISTRICT ATTNY 024","District Attorney",024,99129
"DISTRICT ATTNY 025","District Attorney",025,9933
"DISTRICT ATTNY 026","District Attorney",026,99130
"DISTRICT ATTNY 027","District Attorney",027,99230
"DISTRICT JUDGE 1-1","District Judge",1,9977
"DISTRICT JUDGE 10-1","District Judge",1,99231
"DISTRICT JUDGE 11-1","District Judge",1,9934
"DISTRICT JUDGE 12-1","District Judge",1,99202
"DISTRICT JUDGE 12-2","District Judge",1,99131
"DISTRICT JUDGE 12-3","District Judge",1,9935
"DISTRICT JUDGE 13-1","District Judge",1,99164
"DISTRICT JUDGE 14-1","District Judge",1,99107
"DISTRICT JUDGE 14-2","District Judge",1,9936
"DISTRICT JUDGE 14-3","District Judge",1,998
"DISTRICT JUDGE 14-4","District Judge",1,99165
"DISTRICT JUDGE 14-5","District Judge",1,9978
"DISTRICT JUDGE 14-6","District Judge",1,9937
"DISTRICT JUDGE 14-7","District Judge",1,99132
"DISTRICT JUDGE 14-8","District Judge",1,99232
"DISTRICT JUDGE 14-9","District Judge",1,99203
"DISTRICT JUDGE 1410","District Judge",1410,99166
"DISTRICT JUDGE 1411","District Judge",1411,99133
"DISTRICT JUDGE 1412","District Judge",1412,99204
"DISTRICT JUDGE 1413","District Judge",1413,99167
"DISTRICT JUDGE 1414","District Judge",1414,9979
"DISTRICT JUDGE 15-1","District Judge",1,999
"DISTRICT JUDGE 15-2","District Judge",1,99108
"DISTRICT JUDGE 15-3","District Judge",1,99134
"DISTRICT JUDGE 15-4","District Judge",1,99109
"DISTRICT JUDGE 16-1","District Judge",1,99168
"DISTRICT JUDGE 17-1","District Judge",1,99233
"DISTRICT JUDGE 18-1","District Judge",1,99169
"DISTRICT JUDGE 19-1","District Judge",1,99135
"DISTRICT JUDGE 2-1","District Judge",1,9910
"DISTRICT JUDGE 20-1","District Judge",1,9980
"DISTRICT JUDGE 20-2","District Judge",1,99170
"DISTRICT JUDGE 21-1","District Judge",1,99110
"DISTRICT JUDGE 21-2","District Judge",1,99234
"DISTRICT JUDGE 21-3","District Judge",1,99171
"DISTRICT JUDGE 21-4","District Judge",1,99205
"DISTRICT JUDGE 21-5","District Judge",1,992107
"DISTRICT JUDGE 22-1","District Judge",1,99172
"DISTRICT JUDGE 22-2","District Judge",1,99136
"DISTRICT JUDGE 23-1","District Judge",1,99137
"DISTRICT JUDGE 23-2","District Judge",1,99111
"DISTRICT JUDGE 24-1","District Judge",1,99207
"DISTRICT JUDGE 24-2","District Judge",1,99138
"DISTRICT JUDGE 24-3","District Judge",1,9981
"DISTRICT JUDGE 24-4","District Judge",1,9982
"DISTRICT JUDGE 24-5","District Judge",1,99208
"DISTRICT JUDGE 25-1","District Judge",1,99235
"DISTRICT JUDGE 26-1","District Judge",1,99173
"DISTRICT JUDGE 3-1","District Judge",1,99139
"DISTRICT JUDGE 4-1","District Judge",1,9983
"DISTRICT JUDGE 4-2","District Judge",1,9984
"DISTRICT JUDGE 4-3","District Judge",1,99112
"DISTRICT JUDGE 5-1","District Judge",1,99140
"DISTRICT JUDGE 5-2","District Judge",1,99194
"DISTRICT JUDGE 5-3","District Judge",1,99121
"DISTRICT JUDGE 5-4","District Judge",1,99195
"DISTRICT JUDGE 5-5","District Judge",1,991
"DISTRICT JUDGE 6-1","District Judge",1,9928
"DISTRICT JUDGE 7-1","District Judge",1,99122
"DISTRICT JUDGE 7-10","District Judge",1,9929
"DISTRICT JUDGE 7-11","District Judge",1,99159
"DISTRICT JUDGE 7-12","District Judge",1,9969
"DISTRICT JUDGE 7-13","District Judge",1,99196
"DISTRICT JUDGE 7-14","District Judge",1,99104
"DISTRICT JUDGE 7-15","District Judge",1,9970
"DISTRICT JUDGE 7-2","District Judge",1,99160
"DISTRICT JUDGE 7-3","District Judge",1,9971
"DISTRICT JUDGE 7-4","District Judge",1,9930
"DISTRICT JUDGE 7-5","District Judge",1,99123
"DISTRICT JUDGE 7-6","District Judge",1,992
"DISTRICT JUDGE 7-7","District Judge",1,99124
"DISTRICT JUDGE 7-8","District Judge",1,99125
"DISTRICT JUDGE 7-9","District Judge",1,99197
"DISTRICT JUDGE 8-1","District Judge",1,9931
"DISTRICT JUDGE 9-1","District Judge",1,9972
"BERRYHILL FIRE PROTECTION DISTRICT","Fire Protection District",1,992047
"BLACK DOG FIRE PROTECTION","Fire Protection District",1,992068
"BRIDGE CREEK FIRE PROTECTION","Fire Protection District",1,992059
"CEDAR COUNTRY FIRE PROTECTION DISTRICT","Fire Protection District",1,992065
"CN RURAL FIRE DISTRICT #4","Fire Protection District",1,992063
"COLLINSVILLE RURAL FIRE DISTRICT","Fire Protection District",1,992048
"COUNTRY CORNER FIRE PROTECTION","Fire Protection District",1,992071
"FAIR OAKS FPD","Fire Protection District",1,992121
"FIRE PROTECTION DISTRICT","Fire Protection District",1,992073
"FIRE PROTECTION DISTRICT","Fire Protection District",1,992130
"FIRE PROTECTION DISTRICT","Fire Protection District",1,992074
"FOYIL FIRE DISTRICT","Fire Protection District",1,992075
"GLENPOOL EMERGENCY MEDICAL DISTRICT","Fire Protection District",1,992049
"JT RURAL FIRE DISTRICT #2","Fire Protection District",1,992061
"LIMESTONE FIRE DISTRICT","Fire Protection District",1,992076
"LITTLE AXE FIRE PROTECTION DISTRICT","Fire Protection District",1,992064
"LONE STAR FIRE DISTRICT","Fire Protection District",1,992051
"MONKEY ISLAND FIRE PROTECTION DISTRICT","Fire Protection District",1,992056
"MORGANS CORNER FIRE PROTECTION","Fire Protection District",1,992069
"NORTHWEST FIRE DISTRICT","Fire Protection District",1,992077
"NW RURAL FIRE DISTRICT  #3","Fire Protection District",1,992062
"OAK CLIFF FIRE PROTECTION DIST","Fire Protection District",1,992070
"OAK GROVE FIRE DISTRICT","Fire Protection District",1,992054
"RICHLAND FIRE PROTECTION DISTRICT","Fire Protection District",1,992057
"ROLLING HILLS FIRE DISTRICT","Fire Protection District",1,992055
"RURAL FIRE PROTECTION DISTRICT","Fire Protection District",1,992067
"SEWER IMPROVEMENT DISTRICT","Fire Protection District",1,992050
"STONE BLUFF FIRE DISTRICT","Fire Protection District",1,992052
"SW RURAL FIRE DISTRICT #1","Fire Protection District",1,992060
"TRI-DISTRICT FIRE DISTRICT","Fire Protection District",1,992078
"VERDIGRIS FIRE DISTRICT","Fire Protection District",1,992079
"WHITEHORN COVE FIRE DISTRICT","Fire Protection District",1,992053
"WOODCREST FIRE PROTECTION DIST","Fire Protection District",1,992072
"CITY COUNCIL WARD 1","Municipal Ward",01,992117
"CITY COUNCIL WARD 2","Municipal Ward",02,992118
"CITY COUNCIL WARD 3","Municipal Ward",03,992119
"CITY COUNCIL WARD 4","Municipal Ward",04,992120
"CITY OF ANADARKO WARD 1","Municipal Ward",01,991724
"CITY OF ANADARKO WARD 2","Municipal Ward",02,991725
"CITY OF ANADARKO WARD 3","Municipal Ward",03,991726
"CITY OF ANADARKO WARD 4","Municipal Ward",04,991727
"CITY OF ANADARKO WARD 5","Municipal Ward",05,991728
"CITY OF BARTLESVILLE WARD 1","Municipal Ward",01,992031
"CITY OF BARTLESVILLE WARD 2","Municipal Ward",02,992032
"CITY OF BARTLESVILLE WARD 3","Municipal Ward",03,992033
"CITY OF BARTLESVILLE WARD 4","Municipal Ward",04,991934
"CITY OF BARTLESVILLE WARD 5","Municipal Ward",05,992035
"CITY OF BETHANY WARD 1","Municipal Ward",01,991846
"CITY OF BETHANY WARD 2","Municipal Ward",02,991847
"CITY OF BETHANY WARD 3","Municipal Ward",03,991848
"CITY OF BETHANY WARD 4","Municipal Ward",04,991849
"CITY OF BIXBY WARD 1","Municipal Ward",01,991968
"CITY OF BIXBY WARD 2","Municipal Ward",02,991969
"CITY OF BIXBY WARD 3","Municipal Ward",03,991970
"CITY OF BIXBY WARD 4","Municipal Ward",04,991971
"CITY OF BIXBY WARD 5","Municipal Ward",05,991972
"CITY OF BRISTOW WARD 1","Municipal Ward",01,991801
"CITY OF BRISTOW WARD 2","Municipal Ward",02,991802
"CITY OF BRISTOW WARD 3","Municipal Ward",03,991803
"CITY OF BRISTOW WARD 4","Municipal Ward",04,991804
"CITY OF CHEROKEE WARD 1","Municipal Ward",01,991720
"CITY OF CHEROKEE WARD 2","Municipal Ward",02,991721
"CITY OF CHEROKEE WARD 3","Municipal Ward",03,991722
"CITY OF CHEROKEE WARD 4","Municipal Ward",04,991723
"CITY OF CHOCTAW WARD 1","Municipal Ward",01,991850
"CITY OF CHOCTAW WARD 2","Municipal Ward",02,991851
"CITY OF CHOCTAW WARD 3","Municipal Ward",03,991852
"CITY OF CHOCTAW WARD 4","Municipal Ward",04,991853
"CITY OF CHOCTAW WARD 5","Municipal Ward",05,991854
"CITY OF CHOCTAW WARD 6","Municipal Ward",06,991855
