state,jurisdiction_type,county_name,jurisdiction,precinct_id,name,address
MA,town,Middlesex,ASHLAND,0-2  ,"ASHLAND HIGH SCHOOL, GYM",65 EAST UNION STREET
MA,town,Middlesex,ASHLAND,0-3  ,"ASHLAND HIGH SCHOOL, GYM",65 EAST UNION STREET
MA,town,Middlesex,ASHLAND,0-4  ,"ASHLAND HIGH SCHOOL, GYM",65 EAST UNION STREET
MA,town,Middlesex,ASHLAND,0-5  ,"ASHLAND HIGH SCHOOL, GYM",65 EAST UNION STREET
MA,town,Worcester,ATHOL,0-1  ,CONGREGATIONAL CHURCH,1225 CHESTNUT STREET
MA,town,Worcester,ATHOL,0-2  ,SENIOR CENTER,82 FREEDOM STREET
MA,town,Worcester,ATHOL,0-3  ,SENIOR CENTER,82 FREEDOM STREET
MA,county,ATTLEBORO,ATTLEBORO,1-A  ,KNIGHTS OF COLUMBUS #5876,304 HIGHLAND AVENUE
MA,county,ATTLEBORO,ATTLEBORO,1-B  ,KNIGHTS OF COLUMBUS #5876,304 HIGHLAND AVENUE
MA,county,ATTLEBORO,ATTLEBORO,2-A  ,GOOD NEWS CHAPEL,235 WEST STREET
MA,county,ATTLEBORO,ATTLEBORO,2-B  ,GOOD NEWS CHAPEL,235 WEST STREET
MA,county,ATTLEBORO,ATTLEBORO,3-A  ,ST. JOHN THE EVANGELIST,CORNER OF NORTH MAIN & PECK STREETS
MA,county,ATTLEBORO,ATTLEBORO,3-B  ,ST. JOHN THE EVANGELIST,CORNER OF NORTH MAIN & PECK STREETS
MA,county,ATTLEBORO,ATTLEBORO,4-A  ,LASALETTE,947 PARK STREET
MA,county,ATTLEBORO,ATTLEBORO,4-B  ,LASALETTE SHRINE,947 PARK STREET
MA,county,ATTLEBORO,ATTLEBORO,5-A  ,LASALETTE SHRINE,947 PARK STREET
MA,county,ATTLEBORO,ATTLEBORO,5-B  ,LASALETTE SHRINE,947 PARK STREET
MA,county,ATTLEBORO,ATTLEBORO,6-A  ,ELK'S LODGE,887 SOUTH MAIN STREET
MA,county,ATTLEBORO,ATTLEBORO,6-B  ,ELK'S LODGE,887 SOUTH MAIN STREET
MA,town,Worcester,AUBURN,0-1  ,AUBURN HIGH SCHOOL,99 AUBURN STREET
MA,town,Worcester,AUBURN,0-2  ,AUBURN HIGH SCHOOL,99 AUBURN STREET
MA,town,Worcester,AUBURN,0-3  ,AUBURN HIGH SCHOOL,99 AUBURN STREET
MA,town,Worcester,AUBURN,0-4  ,AUBURN HIGH SCHOOL,99 AUBURN STREET
MA,town,Worcester,AUBURN,0-5  ,AUBURN HIGH SCHOOL,99 AUBURN STREET
MA,town,Norfolk,AVON,0-1  ,BUCKLEY CENTER,65 EAST MAIN ST
MA,town,Middlesex,AYER,0-1  ,"AYER TOWN HALL, 1 MAIN ST",2ND FLOOR GREAT HALL
MA,town,Middlesex,AYER,0-2  ,"AYER TOWN HALL, 1 MAIN ST",2ND FLOOR GREAT HALL
MA,town,Barnstable,BARNSTABLE,0-1  ,BARN./W. BARN. ELEMENTARY,"2463 MAIN ST./ROUTE 6A, BARNSTABLE"
MA,town,Barnstable,BARNSTABLE,0-2  ,ST. GEO. COM. CENTER,"1130 FALMOUTH RD., CENT."
MA,town,Barnstable,BARNSTABLE,0-3  ,SENIOR CENTER,825 FALMOUTH RD
MA,town,Barnstable,BARNSTABLE,0-4  ,OUR LADY OF VICTORY HALL,"230 SOUTH MAIN STREET, CENTERVILLE"
MA,town,Barnstable,BARNSTABLE,0-5  ,OSTERVILLE FIRE STATION,999 MAIN ST. OSTERVILLE
MA,town,Barnstable,BARNSTABLE,0-6  ,GYM/OF CHRIST CHAPEL,"2C OAK ST., CENTERVILLE "
MA,town,Barnstable,BARNSTABLE,0-7  ,FREEDOM HALL,"976 MAIN ST., COTUIT, MA "
MA,town,Barnstable,BARNSTABLE,0-8  ,HYANNIS YOUTH CENTER/RINK,"141 BASSETT LN, HYANNIS, MA"
MA,town,Barnstable,BARNSTABLE,0-9  ,HYANNIS YOUTH CENTER/RINK,"141 BASSETT LN, HYANNIS"
MA,town,Barnstable,BARNSTABLE,0-10 ,BARN. UNITED ELEM. SCHOOL,730 OST./W. BARN. RD-FORMER HORACE MANN
MA,town,Barnstable,BARNSTABLE,0-11 ,W. BARN. COMMUNITY BLDG.,"2377 MEETINGHOUSE WAY, W. BARNSTABLE"
MA,town,Barnstable,BARNSTABLE,0-12 ,BARN. UNITED ELEMENTARY ,"730 OST./W. BARN. RD., MARSTONS MILLS - FORMER HORACE MANN"
MA,town,Barnstable,BARNSTABLE,0-13 ,HYANNIS YOUTH CENTER/RINK,"141 BASSETT LN., HYANNIS"
MA,town,Worcester,BARRE,0-1  ,SENIOR CENTER,557 SOUTH BARRE ROAD
MA,town,Worcester,BARRE,0-2  ,AMERICAN LEGION POST 2,450 SOUTH BARRE RD
MA,town,Berkshire,BECKET,0-1  ,BECKET TOWN HALL,557 MAIN ST
MA,town,Middlesex,BEDFORD,0-1  ,JOHN GLENN MIDDLE SCHOOL,"99 MCMAHON RD. BEDFORD, MA 01730"
MA,town,Middlesex,BEDFORD,0-2  ,JOHN GLENN MIDDLE SCHOOL,"19 MCMAHON RD. BEDFORD, MA 01730"
MA,town,Middlesex,BEDFORD,0-3  ,JOHN GLENN MIDDLE SCHOOL,19 MCMAHON RD. BEDFORD MA 01730
MA,town,Middlesex,BEDFORD,0-4  ,JOHN GLENN MIDDLE SCHOOL,"19 MCMAHON RD. BEDFORD, MA 01730"
MA,town,Hampshire,BELCHERTOWN,0-A  ,BELCHERTOWN HIGH SCHOOL,142 SPRINGFIELD RD
MA,town,Hampshire,BELCHERTOWN,0-B  ,BELCHERTOWN HIGH SCHOOL,142 SPRINGFIELD RD
MA,town,Hampshire,BELCHERTOWN,0-C  ,BELCHERTOWN HIGH SCHOOL,142 SPRINGFIELD RD
MA,town,Hampshire,BELCHERTOWN,0-D  ,BELCHERTOWN HIGH SCHOOL,142 SPRINGFIELD RD
MA,town,Norfolk,BELLINGHAM,0-1  ,BELLINGHAM HIGH SCHOOL ,60 BLACKSTONE STREET
MA,town,Norfolk,BELLINGHAM,0-2  ,BELLINGHAM HIGH SCHOOL,60 BLACKSTONE STREET
MA,town,Norfolk,BELLINGHAM,0-3  ,BELLINGHAM HIGH SCHOOL,60 BLACKSTONE STREET
MA,town,Norfolk,BELLINGHAM,0-4  ,BELLINGHAM HIGH SCHOOL,60 BLACKSTONE STREET
MA,town,Norfolk,BELLINGHAM,0-4A ,BELLINGHAM HIGH SCHOOL,60 BLACKSTONE STREET
MA,town,Norfolk,BELLINGHAM,0-5  ,BELLINGHAM HIGH SCHOOL,60 BLACKSTONE STREET
MA,town,Middlesex,BELMONT,0-1  ,BELMONT MEMORIAL LIBRARY, 336 CONCORD AVENUE
MA,town,Middlesex,BELMONT,0-2  ,BELMONT TOWN HALL,455 CONCORD AVENUE
MA,town,Middlesex,BELMONT,0-3  ,BEECH  STREET  CENTER,266  BEECH  STREET  (SENIOR  CENTER) 
MA,town,Middlesex,BELMONT,0-4  ,BUTLER SCHOOL GYM,90 WHITE STREET
MA,town,Middlesex,BELMONT,0-5  ,BEECH  STREET  CENTER,266 BEECH  STREET  (SENIOR CENTER)
MA,town,Middlesex,BELMONT,0-6  ,BELMONT FIRE HEADQUARTERS,299  TRAPELO ROAD
MA,town,Middlesex,BELMONT,0-7  ,BURBANK SCHOOL GYM,266 SCHOOL STREET
MA,town,Middlesex,BELMONT,0-8  ,WINN BROOK ELEM. SCHOOL,97 WATERHOUSE RD./CORNER OF CROSS ST.
MA,town,Bristol,BERKLEY,0-1  ,BERKLEY COMMUNITY SCHOOL,59 SOUTH MAIN STREET
MA,town,Bristol,BERKLEY,0-2  ,BERKLEY COMMUNITY SCHOOL,59 SOUTH MAIN ST.
MA,town,Worcester,BERLIN,0-1  ,TOWN OFFICES,23 LINDEN STREET
MA,town,Franklin,BERNARDSTON,0-1  ,TOWN HALL,38 CHURCH STREET
MA,county,BEVERLY,BEVERLY,1-1  ,AYERS-RYAL SIDE SCHOOL,40 WOODLAND AVE
MA,county,BEVERLY,BEVERLY,1-2  ,AYERS-RYAL SIDE SCHOOL,40 WOODLAND AVE
MA,county,BEVERLY,BEVERLY,2-1  ,BEVERLY PUBLIC LIBRARY,WINTER STREET ENTRANCE
MA,county,BEVERLY,BEVERLY,2-2  ,BEVERLY PUBLIC LIBRARY,WINTER STREET ENTRANCE
MA,county,BEVERLY,BEVERLY,3-1  ,MCKEOWN ELEMENTARY SCHOOL,70 BALCH ST
MA,county,BEVERLY,BEVERLY,3-2  ,MCKEOWN ELEMENTARY SCHOOL,70 BALCH ST
MA,county,BEVERLY,BEVERLY,4-1  ,COVE ELEMENTARY SCHOOL,20 EISENHOWER AVE
MA,county,BEVERLY,BEVERLY,4-2  ,COVE ELEMENTARY SCHOOL,20 EISENHOWER AVE
MA,county,BEVERLY,BEVERLY,5-1  ,N. BEVERLY ELEMENTARY SCH,48 PUTNAM ST
MA,county,BEVERLY,BEVERLY,5-2  ,N. BEVERLY ELEMENTARY SCH,48 PUTNAM ST
MA,county,BEVERLY,BEVERLY,6-1  ,CENTERVILLE SCHOOL,17 HULL ST
MA,county,BEVERLY,BEVERLY,6-2  ,CENTERVILLE SCHOOL,17 HULL ST
MA,town,Middlesex,BILLERICA,0-1  ,TOWN HALL,365 BOSTON ROAD
MA,town,Middlesex,BILLERICA,0-2  ,HAJJAR SCHOOL,59 ROGERS ST
MA,town,Middlesex,BILLERICA,0-3  ,DITSON SCHOOL,39 COOK ST
MA,town,Middlesex,BILLERICA,0-4  ,VINING SCHOOL,121 LEXINGTON RD
MA,town,Middlesex,BILLERICA,0-5  ,KENNEDY SCHOOL,20 KIMBROUGH RD
MA,town,Middlesex,BILLERICA,0-6  ,DUTILE SCHOOL,10 BIAGIOTTI WAY
MA,town,Middlesex,BILLERICA,0-7  ,VINING SCHOOL,121 LEXINGTON RD
MA,town,Middlesex,BILLERICA,0-8  ,HAJJAR SCHOOL,59 ROGERS ST
MA,town,Middlesex,BILLERICA,0-9  ,DITSON SCHOOL,39 COOK ST
MA,town,Middlesex,BILLERICA,0-10 ,KENNEDY SCHOOL,20 KIMBROUGH RD
MA,town,Middlesex,BILLERICA,0-11 ,DUTILE SCHOOL,10 BIAGIOTTI WAY
MA,town,Worcester,BLACKSTONE,0-1  ,SENIOR CTR (LL) MUN CTR,15 ST PAUL ST
MA,town,Worcester,BLACKSTONE,0-2  ,ST THERESA'S PARISH HALL,630 RATHBUN ST (LOWER LEVEL)
MA,town,Worcester,BLACKSTONE,0-3  ,MAIN CONF RM (UL) MUN CTR,15 ST PAUL ST
MA,town,Hampden,BLANDFORD,0-1  ,TOWN HALL,102 MAIN ST
MA,town,Worcester,BOLTON,0-1  ,NASHOBA REGIONAL H S     ,12 GREEN ROAD
MA,county,BOSTON,BOSTON,1-1  ,SAMUEL ADAMS ELEMENTARY,"SCHOOL - 165 WEBSTER STREET, VOTE IN AUDITORIUM. VOTERS ENTER FROM LEFT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,1-2  ,DONALD MCKAY SCHOOL,"122 COTTAGE STREET, VOTE IN CAFETERIA.  VOTER ENTRACE MCKAY PLACE."
MA,county,BOSTON,BOSTON,1-3  ,BHA HERITAGE APARTMENTS,"209 SUMNER STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,1-4  ,PARIS STREET COMMUNITY ,"CENTER - 112 PARIS STREET, VOTE IN GYMNASIUM."
MA,county,BOSTON,BOSTON,1-5  ,PARIS STREET COMMUNITY,"CENTER - 112 PARIS STREET, VOTE IN GYMNASIUM."
MA,county,BOSTON,BOSTON,1-6  ,EAST BOSTON HIGH SCHOOL,GYMNASIUM - 86 WHITE STREET.  VOTER ENTRANCE TO THE LEFT OF BUILDING ON BROOKS STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,1-7  ,EAST BOSTON HIGH SCHOOL,GYMNASIUM - 86 WHITE STREET.  VOTER ENTRANCE TO THE LEFT OF BUILDING ON BROOKS STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,1-8  ,EAST BOSTON HIGH SCHOOL,GYMNASIUM - 86 WHITE STREET.  VOTER ENTRANCE TO THE LEFT OF BUILDING ON BROOKS STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,1-9  ,EAST BOSTON HIGH SCHOOL,GYMNASIUM - 86 WHITE STREET.  VOTER ENTRANCE TO THE LEFT OF BUILDING ON BROOKS STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,1-10 ,EAST BOSTON HIGH SCHOOL,GYMNASIUM - 86 WHITE STREET.  VOTER ENTRANCE TO THE LEFT OF BUILDING ON BROOKS STREET.  VOTE IN GYMNASIUM.
MA,county,BOSTON,BOSTON,1-11 ,CHEVERUS SCHOOL APARTMENT,"10 MOORE STREET,  VOTE IN LOBBY.  VOTER ENTRANCE THROUGH PARKING LOT FROM CHAUCER STREET TO THE LEFT OF MAIN ENTRANCE."
MA,county,BOSTON,BOSTON,1-12 ,ORIENT HEIGHTS YACHT CLUB, 61 BAYSWATER STREET. VOTE IN FUNCTION ROOM.
MA,county,BOSTON,BOSTON,1-13 ,CURTIS GUILD ELEMENTARY,"SCHOOL - 5 ASHLEY STREET, VOTE IN GYMNASIUM.  VOTER ENTRANCE 195 LEYDEN STREET TO FAR RIGHT OF BUILDING."
MA,county,BOSTON,BOSTON,1-14 ,ORIENT HEIGHTS HOUSING,COMMUNITY BUILDING - 38 VALLAR ROAD. VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE IN REAR OFF OF FAYWOOD AVENUE
MA,county,BOSTON,BOSTON,1-15 ,HABOR POINT TECHNOLOGY, CENTER - 15 HARBOR POINT BLVD.  VOTER ENTRANCE TO THE LEFT OF MAIN ENTRANCE ON BEACH POINT PLACE.
MA,county,BOSTON,BOSTON,2-1  ,ZELMA LACEY HOUSE,9 WEST SCHOOL STREET.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,2-2  ,HARVARD/KENT SCHOOL,"50 BUNKER HILL STREET, VOTE IN GYMNASIUM."
MA,county,BOSTON,BOSTON,2-3  ,ZELMA LACEY HOUSE,9 WEST SCHOOL STREET.  VOTE IN CONFERENCE ROOM.
MA,county,BOSTON,BOSTON,2-4  ,HARVARD/KENT SCHOOL,"50 BUNKER HILL STREET, VOTE IN GYMNASIUM."
MA,county,BOSTON,BOSTON,2-5  ,CLARENCE R EDWARDS MIDDLE,"SCHOOL - 28 WALKER STREET, VOTE IN GYMNASIUM.  VOTER ENTRANCE REAR SCHOOL YARD FROM EDEN STREET."
MA,county,BOSTON,BOSTON,2-6  ,CLARENCE R EDWARDS MIDDLE,"SCHOOL - 28 WALKER STREET, VOTE IN GYMNASIUM.  VOTER ENTRANCE REAR SCHOOL YARD FROM EDEN STREET."
MA,county,BOSTON,BOSTON,2-7  ,GOLDEN AGE SENIOR CENTER,"382 MAIN STREET, VOTE IN LUNCH ROOM.  HP ENTRANCE REAR OF BUILDING."
MA,county,BOSTON,BOSTON,3-1  ,CHRISTOPHER COLUMBUS,"ELDERLY HOUSING, 145 COMMERCIAL STREET, VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,3-2  ,NAZZARO COMMUNITY CENTER,"30 NORTH BENNETT STREET, VOTE IN COMMUNITY ROOM.  HP ENTRANCE LEFT SIDE OF BUILDING"
MA,county,BOSTON,BOSTON,3-3  ,NAZZARO COMMUNITY CENTER,"30 NORTH BENNETT STREET, VOTE IN COMMUNITY ROOM.  HP ENTRANCE LEFT SIDE OF BUILDING"
MA,county,BOSTON,BOSTON,3-4  ,KNIGHTS OF COLUMBUS,"41 NORTH MARGIN STREET, VOTE IN COMMUNITY ROOM.  HP RAMP REAR PARKING LOT."
MA,county,BOSTON,BOSTON,3-5  ,AMY LOWELL HOUSE,"65 MARTHA ROAD, (CHARLES RIVER PARK RESIDENTS VOTER ENTRANCE REAR FUNCTION ROOM)  VOTE IN COMMUNITY ROOM."
MA,county,BOSTON,BOSTON,3-6  ,CITY HALL,"1 CITY HALL PLAZA, VOTE IN HALLWAY BY CREDIT UNION (NORTH SIDE OF BUILDING).  VOTER ENTRANCE NORTH SIDE OF BUILDING"
MA,county,BOSTON,BOSTON,3-7  ,CATHEDRAL HIGH SCHOOL ,GYMNASIUM - 1336 WASHINGTON STREET.  VOTER ENTRANCE RIGHT SIDE OF BULDING ON UNION PARK STREET
MA,county,BOSTON,BOSTON,3-8  ,METROPOLITAN,38 OAK STREET.  VOTE IN THE METROPOLITAN COMMUNITY ROOM
MA,county,BOSTON,BOSTON,4-1  ,WILLIAM MCKINLEY,"SOUTH END ACADEMY - 90 WARREN AVENUE, VOTE IN GYMNASIUM.  VOTER ENTRANCE CORNER OF WARREN AVE AND DARTMOUTH STREET."
MA,county,BOSTON,BOSTON,4-2  ,TENT CITY COMMUNITY ROOM,"130 DARTMOUTH STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE YARMOUTH STREET IN REAR OF BUILDING"
MA,county,BOSTON,BOSTON,4-3  ,WILLIAM MCKINLEY,"SOUTH END ACADEMY - 90 WARREN AVENUE, VOTE IN GYMNASIUM.  VOTER ENTRANCE CORNER OF WARREN AVE AND DARTMOUTH STREET."
MA,county,BOSTON,BOSTON,4-4  ,FREDERICK DOUGLASS,APARTMENTS - 755 TREMONT STREET.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,4-5  ,SYMPHONY PLAZA EAST - ,334 MASSACHUSETTS AVENUE.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,4-6  ,MORVILLE HOUSE,"100 NORWAY STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE EDGERLY ROAD"
MA,county,BOSTON,BOSTON,4-7  ,MORVILLE HOUSE,"100 NORWAY STREET, VOTE IN COMMUNITY ROOM.  VOTER ENTRANCE EDGERLY ROAD"
MA,county,BOSTON,BOSTON,4-8  ,SYMPHONY PLAZA WEST - ,333 MASSACHUSETTS AVENUE.  VOTE IN COMMUNITY ROOM.
MA,county,BOSTON,BOSTON,4-9  ,"WENTWORTH INSTITUTE,","ANNEX CENTRAL BUILDING - 550 PARKER STREET, VOTE IN CASELLA GALLERY.  HP ENTRANCE LEFT OF MAIN ENTRANCE."
